"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Reinforcement Learning for Altitude Hold and Path Planning in a Quadcopter","P. B. Karthik; K. Kumar; V. Fernandes; K. Arya","Dept. of Electronics and Communication, PES University, Bengaluru, India; Dept. of Electronics and Communication, KIET Group of Institutions, Ghaziabad, India; eYantra, Indian Institute of Technology, Powai, Mumbai, India; eYantra, Indian Institute of Technology, Powai, Mumbai, India","2020 6th International Conference on Control, Automation and Robotics (ICCAR)","4 Jun 2020","2020","","","463","467","The control and stability of drones is a challenging problem. There is need for a more dynamic and robust control that the drone can use to adjust itself to an unknown environment directly. This paper presents a framework for using reinforcement learning to control altitude of a drone. We use PID to stabilize x and y axis of the drone. The drone is trained using Q-learning of Reinforcement Learning in a simulated environment. The trained model is then tested in the real world. Furthermore, a comparative analysis of reinforcement learning and PID algorithm is presented. Finally, an application of way-point navigation from one given point to other in an environment filled with obstacles at different points formulated as a 3-dimensional grid is presented using Q-learning of Reinforcement Learning.","2251-2446","978-1-7281-6139-6","10.1109/ICCAR49639.2020.9108104","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9108104","reinforcement learning;Q-learning;ROS;PID;real world simulation;V-REP;path planning;navigation;localization;whycon;nano drone","","helicopters;learning (artificial intelligence);mobile robots;navigation;path planning;remotely operated vehicles;robust control;three-term control","reinforcement learning;dynamic control;robust control;drone;Q-learning;PID algorithm;altitude control;stability","","1","","12","IEEE","4 Jun 2020","","","IEEE","IEEE Conferences"
"A deep reinforcement learning algorithm based on modified Twin delay DDPG method for robotic applications","C. Vasquez-Jalpa; M. Nakano-Miyatake; E. Escamilla-Hernandez","Graduate Section, Mechanical and Engineering School, Instituto Politecnico Nacional, Mexico City, Mexico; Graduate Section, Mechanical and Engineering School, Instituto Politecnico Nacional, Mexico City, Mexico; Graduate Section, Mechanical and Engineering School, Instituto Politecnico Nacional, Mexico City, Mexico","2021 21st International Conference on Control, Automation and Systems (ICCAS)","28 Dec 2021","2021","","","743","748","This paper proposes a deep reinforcement learning algorithm for autonomous robotics, in which we modify twin delay deep deterministic policy gradient (TD3) to adapt for autonomous robots with higher degree freedom in movement. To provide a robot with free movement in the 2D space without collisions against some obstacles, such as wall, a robot is equipped with three cameras. The images captured by camera are used to train Convolutional Neural Networks (CNN) to understand environment with collisions or not-collisions. We added two additional parameters, observation’ O’, which are images obtained from cameras, and degrees of turns' deg’ into the original TD3’ s parameters composed of four values: [state's', reward ‘r’, action ‘a’ and next-state's' ‘]. To determine a next action with higher reward from the observation, two additional Neural Networks are constructed, being the first one determines an action from observation and the second one determines degree of turn from the observation and the action. The simulation results under three environments constructed by CoppeliaSim show a good performance of the proposed algorithm, reaching the target with higher rewards, even though the environments are unknown by robots.","2642-3901","978-89-93215-21-2","10.23919/ICCAS52745.2021.9649882","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9649882","Deep Reinforcement Learning;Policy Gradient;Actor-Critic;Deep Q-Learning;Robot Vision","Simulation;Robot vision systems;Neural networks;Reinforcement learning;Cameras;Control systems;Delays","collision avoidance;convolutional neural nets;deep learning (artificial intelligence);gradient methods;mobile robots;reinforcement learning;robot vision","deep reinforcement learning algorithm;robotic applications;autonomous robotics;deep deterministic policy gradient;autonomous robots;higher degree freedom;free movement;cameras;convolutional neural networks;not-collisions;modified twin delay DDPG method;TD3;CoppeliaSim;CNN","","1","","10","","28 Dec 2021","","","IEEE","IEEE Conferences"
"A Compute-intensive Service Migration Strategy Based on Deep Reinforcement Learning Algorithm","Y. Cheng; X. Li","School of Electronic and Information Engineering of Beijing, Jiao Tong University, Beijing, China; School of Electronic and Information Engineering of Beijing, Jiao Tong University, Beijing, China","2020 IEEE 4th Information Technology, Networking, Electronic and Automation Control Conference (ITNEC)","4 May 2020","2020","1","","1385","1388","With the rapid improvement of software service in recent years, compute-intensive services such as VR, AR, and face recognition have been developed drastically. It's hard for mobile devices with limited capacity computing and energy to meet the delay requirements of these services. With the cloud computing technology, the high computing demands for these compute-intensive services can be satisfied by migrating these compute-intensive services to powerful computation servers in the cloud. However, it will bring extra latency by long-distance communication between servers and mobile devices. Edge computing is emerging to reduces the extra latency coursed by sinking services to the edge. In this paper, we proposed an intelligent service migration algorithm model based on machine learning algorithms. Considering the dynamic of the bandwidth of network and the battery level of mobile devices, the proposed algorithm is aimed at optimizing the delay and energy consumption. The simulation shows that the performance the proposed service migration algorithm is better than the comparative algorithms.","","978-1-7281-4390-3","10.1109/ITNEC48623.2020.9085128","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9085128","mobile edge computing;compute-intensive services;service migration;reinforcement learning","Performance evaluation;Energy consumption;Cloud computing;Machine learning algorithms;Heuristic algorithms;Computational modeling;Mobile handsets","cloud computing;file servers;learning (artificial intelligence);neural nets;power aware computing","energy consumption optimization;delay optimization;machine learning algorithms;software service;deep reinforcement learning algorithm;compute-intensive service migration strategy;intelligent service migration algorithm model;edge computing;computation servers;cloud computing technology","","1","","6","IEEE","4 May 2020","","","IEEE","IEEE Conferences"
"Locomotion Control Method for Humanoid Robot Based on United Hierarchical Reinforcement Learning","B. Liu; L. Ma; C. Liu; B. Xu","Shanghai Cultural Foundation; Department of Electronics and Information Engineering, Tongji University, Shanghai, China; Department of Electronics and Information Engineering, Tongji University, Shanghai, China; Department of Electronics and Information Engineering, Tongji University, Shanghai, China","2020 IEEE 16th International Conference on Control & Automation (ICCA)","30 Nov 2020","2020","","","1161","1166","This paper proposes a hierarchical reinforcement learning control method and applies it to the walking control of a humanoid robot. Firstly, a reinforcement learning algorithm called proximal policy optimization(PPO) is combined with central pattern generator(CPG). Thus an united hierarchical reinforcement learning (UHRL) is built which could cooperates with high and low levels control tasks. Secondly, the particle swarm optimization algorithm is used to obtain the initial parameter configuration of CPG. So that the robot can generate basic walking gait at the beginning of the experiment. The particle swarm variance fitness is used as the variation constraint to prevent the optimization process from falling into precocious convergence. Thirdly, the reward function of the high-level controller is designed to help the humanoid robot avoid deviation from the original path.","1948-3457","978-1-7281-9093-8","10.1109/ICCA51439.2020.9264548","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9264548","","Robots;Reinforcement learning;Legged locomotion;Humanoid robots;Neurons;Hip;Optimization","gait analysis;humanoid robots;learning (artificial intelligence);legged locomotion;motion control;particle swarm optimisation;path planning;robot dynamics","locomotion control method;humanoid robot;united hierarchical reinforcement learning;hierarchical reinforcement learning control method;walking control;reinforcement learning algorithm;particle swarm optimization algorithm;particle swarm variance fitness;high-level controller;low level control tasks;high level control tasks;proximal policy optimization;central pattern generator;CPG;PPO;UHRL;basic walking gait generation","","1","","27","IEEE","30 Nov 2020","","","IEEE","IEEE Conferences"
"Full-Actuation Rolling Locomotion with Tensegrity Robot via Deep Reinforcement Learning","Y. Guo; H. Peng","Department of Engineering Mechanics, State Key Laboratory of Structural Analysis for Industrial Equipment, Dalian University of Technology, Dalian, China; Department of Engineering Mechanics, State Key Laboratory of Structural Analysis for Industrial Equipment, Dalian University of Technology, Dalian, China","2021 5th International Conference on Robotics and Automation Sciences (ICRAS)","13 Jul 2021","2021","","","51","55","Tensegrity robots, entirely composed of elastic cables and rigid rods, have many excellent properties which have a wide application from complex co-robotics to planetary. Nevertheless, it is still difficult to control tensegrity robots because of their unconventional designs and highly coupled dynamics. Deep reinforcement learning algorithms have been used in a lot of robotic tasks due to their strong perception and decision-making capabilities. However, it often needs to collect a lot of samples, which limits its application. Model-based algorithms can learn with fewer samples but have a sub-optimal result because of the model error. In the paper, we proposed a hybrid method to achieve effective control of tensegrity robots. Firstly, we established the simulation platform via the framework of the positional formulation finite element method. And thens, we use a medium-sized neural network to fit the dynamic model and control the tensegrity robot via model prediction control (MPC). The controlled trajectories are used to initialize the parameters and memory of deep deterministic policy gradient (DDPG). We demonstrated that the hybrid algorithm can achieve efficient control of the tensegrity robot. In this work, we have realized full-actuation rolling with a tensegrity robot on a plane and 5° slope surface.","","978-1-6654-1226-1","10.1109/ICRAS52289.2021.9476651","National Key Research and Development Plan(grant numbers:2019YFB1706502); National Natural Science Foundation of China(grant numbers:11922203,11772074); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9476651","tensegrity;deep reinforcement learning;positional FEM;model prediction control","Heuristic algorithms;Neural networks;Decision making;Reinforcement learning;Predictive models;Prediction algorithms;Trajectory","cables (mechanical);control engineering computing;deep learning (artificial intelligence);finite element analysis;neurocontrollers;position control;predictive control;robot dynamics;rods (structures)","tensegrity robot;deep reinforcement learning algorithms;full-actuation rolling locomotion;elastic cables;rigid rods;decision-making;finite element method;model prediction control;medium-sized neural network;deep deterministic policy gradient","","1","","11","IEEE","13 Jul 2021","","","IEEE","IEEE Conferences"
"Ship Trajectory Tracking Using Improved Simulated Annealing and Reinforcement Learning","Y. Yu","School of Management and Engineering, Nanjing University, Nanjing, China","2018 IEEE International Conference on Information and Automation (ICIA)","26 Aug 2019","2018","","","1384","1389","It plays a vital role in the efficiency, safety and maneuverability of navigation to control ship's trajectory precisely. Based on reinforcement learning algorithm, compensation is made on the output of traditional PID controller. In order to save the time of adjusting the PID parameters, the paper introduces an improved simulated annealing algorithm. The designed controller can overcome the external interference, such as wind, wave and flow. Simulation results under the MOOS which was written by Paul Newman to support operations with autonomous marine vehicles in the MIT Ocean Engineering and the MIT Sea Grant programs, show that the ship course can be properly controlled even if changeable wave and wind exist. In addition, the algorithm is applicable for several unmanned systems.","","978-1-5386-8069-8","10.1109/ICInfA.2018.8812464","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8812464","Simulated Annealing;Reinforcement Learning;Trajectory Control;Neural Network","Marine vehicles;Reinforcement learning;Prediction algorithms;Simulated annealing;Trajectory;Biological neural networks;Annealing","autonomous underwater vehicles;control system synthesis;learning (artificial intelligence);marine navigation;mobile robots;ships;simulated annealing;three-term control;trajectory control","ship trajectory tracking;reinforcement learning algorithm;PID parameters;improved simulated annealing algorithm;external interference;autonomous marine vehicles;MIT Ocean Engineering;MIT Sea Grant programs;ship course;MOOS","","1","","16","IEEE","26 Aug 2019","","","IEEE","IEEE Conferences"
"Control design of two-level quantum systems with reinforcement learning","H. Yu; X. Xu; H. Ma; Z. Zhu; C. Chen","Department of Control and Systems Engineering, School of Management and Engineering Nanjing University, Nanjing, China; Department of Control and Systems Engineering, School of Management and Engineering Nanjing University, Nanjing, China; Department of Control and Systems Engineering, School of Management and Engineering Nanjing University, Nanjing, China; Department of Control and Systems Engineering, School of Management and Engineering Nanjing University, Nanjing, China; Department of Control and Systems Engineering, School of Management and Engineering Nanjing University, Nanjing, China","2018 33rd Youth Academic Annual Conference of Chinese Association of Automation (YAC)","9 Jul 2018","2018","","","922","927","In recent years, some experimental studies and simulations show that reinforcement learning (RL) is an effective learning control approach for solving certain quantum control problems. In this paper, Q-learning with different exploration strategies (e.g., ε-greedy and Softmax), probabilistic Q-learning (PQL) and quantum reinforcement learning (QRL) are applied to solve the state transition problem of two-level quantum systems (e.g., spin-1/2 systems), respectively. These reinforcement learning algorithms are introduced and analyzed regarding the learning control problem of the spin-1/2 system. According to the constraints of the control fields, two typical kinds of controllers, i.e., three-switch controller and Bang-Bang controller, are designed using reinforcement learning. The learning performance of the above RL algorithms for both of the three-switch control and Bang-Bang control of two-level quantum systems are demonstrated and analyzed.","","978-1-5386-7255-6","10.1109/YAC.2018.8406503","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8406503","Quantum control;reinforcement learning;two-level quantum systems","Learning (artificial intelligence);Task analysis;Control design;Probabilistic logic;Bang-bang control;Probability distribution","bang-bang control;discrete systems;learning systems;quantum theory","state transition problem;two-level quantum systems;reinforcement learning algorithms;learning control problem;spin-1/2 system;control fields;Bang-Bang controller;learning performance;three-switch control;Bang-Bang control;control design;experimental studies;simulations;effective learning control approach;quantum control problems;quantum reinforcement learning","","1","","23","IEEE","9 Jul 2018","","","IEEE","IEEE Conferences"
"Meta Reinforcement Learning Based Underwater Manipulator Control","J. Moon; S. -H. Bae; M. Cashmore","Department of Electronics Engineering, Chosun University, Gwangju, Korea; REDONE TECHNOLOGIES CO., LTD, Jangseong, Korea; Computer and Information Sciences, The University of Strathclyde, Glasgow, UK","2021 21st International Conference on Control, Automation and Systems (ICCAS)","28 Dec 2021","2021","","","1473","1476","Robots have garnered significant attention owing to their advantages in terms of replacing human labor under hazardous environments. In particular, because underwater construction robots can perform various tasks that are highly dangerous under deep sea environments, the development of manipulator control technology for these underwater robots is crucial. In this study, we therefore introduce an underwater manipulator control method based on meta reinforcement learning. Specifically, we construct a real-world underwater robot manipulator environment using ROS Gazebo and conduct simulations for the testing and verification of the proposed method.","2642-3901","978-89-93215-21-2","10.23919/ICCAS52745.2021.9650009","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9650009","Underwater robot;robotic manipulation;manipulator control;model based reinforcement learning;meta reinforcement learning","Learning systems;Autonomous underwater vehicles;Uncertainty;Computational modeling;Reinforcement learning;Predictive models;Manipulators","control engineering computing;manipulators;mobile robots;reinforcement learning;robot vision;underwater vehicles","meta reinforcement learning;real-world underwater robot manipulator environment;human labor;hazardous environments;underwater construction robots;deep sea environments;ROS Gazebo","","1","","5","","28 Dec 2021","","","IEEE","IEEE Conferences"
"UAV Reconnaissance Task Allocation with Reinforcement Learning and Genetic Algorithm","S. Gao; L. Zuo; S. X. Bao","National Lab of Radar Signal Processing, Xidian University, Xian, China; National Lab of Radar Signal Processing, Xidian University, Xian, China; National Lab of Radar Signal Processing, Xidian University, Xian, China","2022 International Conference on Automation, Robotics and Computer Engineering (ICARCE)","22 Feb 2023","2022","","","1","3","Unmanned air vehicle (UAV) reconnaissance task allocation is important in a total military combat system. The typical Genetic Algorithm (GA) is a common effective means to deal with the UAV task allocation problem. But when face with a large number of targets, the initial population has a huge influence on the performance of GA algorithms, which leads to instability on the solution accuracy. To overcome this limitation of heuristics algorithms, we propose a new algorithm combing reinforcement learning (RL) and the GA algorithms, named GA-RL. The RL is used to fast provide an initial population for GA, and then the GA algorithms further optimize this initial population to get the solution. Finally, the numerical simulation tests show that this algorithm can hugely improve the solving accuracy, especially in large tasks allocation problems.","","978-1-6654-7548-8","10.1109/ICARCE55724.2022.10046603","National Natural Science Foundation of China; Fundamental Research Funds for the Central Universities; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10046603","UAV;task allocation;reinforcement learning;genetic algorithm","Heuristic algorithms;Sociology;Reinforcement learning;Reconnaissance;Resource management;Task analysis;Statistics","autonomous aerial vehicles;genetic algorithms;reinforcement learning;remotely operated vehicles","algorithm combing reinforcement learning;common effective means;GA algorithms;heuristics algorithms;named GA-RL;tasks allocation problems;total military combat system;typical Genetic Algorithm;UAV reconnaissance task allocation;UAV task allocation problem;unmanned air vehicle reconnaissance task allocation","","1","","10","IEEE","22 Feb 2023","","","IEEE","IEEE Conferences"
"Option Discovery in Reinforcement Learning using Frequent Common Subsequences of Actions","S. Girgin; F. Polat","Department of Computer Engineering, Middle East Technical University, Ankara, Turkey; Department of Computer Engineering, Middle East Technical University, Ankara, Turkey","International Conference on Computational Intelligence for Modelling, Control and Automation and International Conference on Intelligent Agents, Web Technologies and Internet Commerce (CIMCA-IAWTIC'06)","22 May 2006","2005","1","","371","376","Temporally abstract actions, or options, facilitate learning in large and complex domains by exploiting sub-tasks and hierarchical structure of the problem formed by these sub-tasks. In this paper, we study automatic generation of options using common sub-sequences derived from the state transition histories collected as learning progresses. The standard Q-learning algorithm is extended to use generated options transparently, and effectiveness of the method is demonstrated in Dietterich's Taxi domain","","0-7695-2504-0","10.1109/CIMCA.2005.1631294","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1631294","","Learning;History;State-space methods;Acceleration;Joining processes;Clustering algorithms;Partitioning algorithms;Topology;Computational intelligence;Computational modeling","learning (artificial intelligence);Markov processes;set theory","option discovery;reinforcement learning;frequent common subsequence;temporally abstract action;standard Q-learning algorithm;Dietterich Taxi domain","","1","","21","IEEE","22 May 2006","","","IEEE","IEEE Conferences"
