"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"An modeling processing method for video games based on deep reinforcement learning","R. Tan; J. Zhou; H. Du; S. Shang; L. Dai","School of Electrical Engineering and Automation, Hefei University of Technology, Hefei, Anhui, China; School of Electrical Engineering and Automation, Hefei University of Technology, Hefei, Anhui, China; School of Electrical Engineering and Automation, Hefei University of Technology, Hefei, Anhui, China; School of Electrical Engineering and Automation, Hefei University of Technology, Hefei, Anhui, China; School of Electrical Engineering and Automation, Hefei University of Technology, Hefei, Anhui, China","2019 IEEE 8th Joint International Information Technology and Artificial Intelligence Conference (ITAIC)","5 Aug 2019","2019","","","939","942","In the reinforcement learning field, the traditional Q-Learning method can make the agent get a good grades on some simple games whose states are limited. Meanwhile, if the model of game is relatively simple, the continuous states can also be transformed into finite states through discretization so that the agent can achieve good results. However, traditional Q-Learning will face many difficulties for video games with image output, such as too complicated image states to store. In this paper, an algorithm of deep reinforcement learning(DRL), called Deep Q-Network(DQN), which is originated from Q-Learning and combining with artificial neural network, is used to model the video games with its image output. Then in the model training process, some image processing optimization methods and neural network structure are put forward for the preparation of test. Finally, from the experimental results, it is concluded that DQN can make the agent get high scores from video game, and the human game data can make the model training faster and better.","","978-1-5386-8178-7","10.1109/ITAIC.2019.8785463","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8785463","Deep reinforcement learning;Image processing;Artificial intelligence","Games;Training;Reinforcement learning;Neural networks;Deep learning;Automobiles","computer games;image processing;learning (artificial intelligence);neural nets","modeling processing method;video game;reinforcement learning field;Q-Learning method;continuous states;finite states;image output;complicated image states;model training process;image processing optimization methods;human game data;DQN;deep Q-network;deep reinforcement learning","","6","","13","IEEE","5 Aug 2019","","","IEEE","IEEE Conferences"
"A strategy for push recovery in quadruped robot based on reinforcement learning","Y. -z. Chen; W. -Q. Hou; J. Wang; J. -W. Wang; H. -x. Ma","College of Mechatronics and Automation, National University of Defense Technology, Changsha, P. R. China; College of Mechatronics and Automation, National University of Defense Technology, Changsha, P. R. China; College of Mechatronics and Automation, National University of Defense Technology, Changsha, P. R. China; College of Mechatronics and Automation, National University of Defense Technology, Changsha, P. R. China; College of Mechatronics and Automation, National University of Defense Technology, Changsha, P. R. China","2015 34th Chinese Control Conference (CCC)","14 Sep 2015","2015","","","3145","3151","In this paper, a strategy for push recovery in quadruped robot based on reinforcement learning(RL) is proposed. At first, this strategy makes use of the simplified model of quadruped robot to reduce the dimensions of the action and state space for the RL framework, then it enhance the efficiency of the arithmetic by using the prior knowledge provided by the simplified model. Through learning process, this strategy can provide a foot placement estimate to the quadruped robot to restore balance while being pushed. By compared with the traditional arithmetic on a united simulation platform, we prove that this arithmetic is available, and can converge at the result quickly.","1934-1768","978-9-8815-6389-7","10.1109/ChiCC.2015.7260125","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7260125","Reinforcement Learning;Push Recovery;Quadruped Robot;Foot Placement Estimate","Legged locomotion;Learning (artificial intelligence);Mathematical model;Foot;Approximation algorithms;Joints","learning (artificial intelligence);legged locomotion","push recovery;quadruped robot;reinforcement learning;RL;learning process;foot placement estimate;united simulation platform","","5","","24","","14 Sep 2015","","","IEEE","IEEE Conferences"
"Deep Reinforcement Learning-Based Voltage Control Method for Distribution Network with High Penetration of Renewable Energy","S. Liu; C. Ding; Y. Wang; Z. Zhang; M. Chu; M. Wang","College Of Automation & College Of Artifical Intelligence, Nanjing University of Posts and Telecommunications, Nanjing, China; College Of Automation & College Of Artifical Intelligence, Nanjing University of Posts and Telecommunications, Nanjing, China; College Of Automation & College Of Artifical Intelligence, Nanjing University of Posts and Telecommunications, Nanjing, China; College Of Automation & College Of Artifical Intelligence, Nanjing University of Posts and Telecommunications, Nanjing, China; College Of Automation & College Of Artifical Intelligence, Nanjing University of Posts and Telecommunications, Nanjing, China; Artifical Intelligence, Nanjing University of Posts and Telecommunications, Nanjing, China","2021 IEEE Sustainable Power and Energy Conference (iSPEC)","24 Mar 2022","2021","","","287","291","In order to improve the stable operation of the distribution network that is connected to renewable energy and solve the problem of the distribution network with voltage out of limit, an optimal control method of distributed generation participating in voltage regulation based on Deep Deterministic Policy Gradient (DDPG) algorithm is proposed in this paper. Firstly, the application basis of DDPG algorithm is presented, after that, a mathematical model of the environment of the distribution network with distributed generations based on DDPG algorithm is established. Finally, based on the principle of reactive power compensation as the mainstay and active power reduction as a supplement, the voltage regulation control process is given. The system can continuously accumulate experience through off-line learning, the optimal control is given according to the real-time measurement data of the distribution network. Meanwhile, the speedability and effectiveness of the approach proposed are verified by simulation.","","978-1-6654-1439-5","10.1109/iSPEC53008.2021.9736086","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9736086","Distribution network;Distributed generation;Voltage control;Deep Deterministic Policy Gradient","Renewable energy sources;Reactive power;Optimal control;Process control;Distribution networks;Real-time systems;Distributed power generation","distributed power generation;distribution networks;learning (artificial intelligence);optimal control;reactive power;voltage control;voltage regulators","distribution network;distributed generation;DDPG algorithm;voltage regulation control process;voltage control method;renewable energy;optimal control method;Deep Deterministic Policy Gradient algorithm","","2","","14","IEEE","24 Mar 2022","","","IEEE","IEEE Conferences"
"Emotion Regulation Based on Multi-objective Weighted Reinforcement Learning for Human-robot Interaction","M. Hao; W. Cao; Z. Liu; M. Wu; Y. Yuan","Hubei Key Laboratory of Advanced Control and Intelligent Automation for Complex Systems, Wuhan, China; Hubei Key Laboratory of Advanced Control and Intelligent Automation for Complex Systems, Wuhan, China; Hubei Key Laboratory of Advanced Control and Intelligent Automation for Complex Systems, Wuhan, China; Hubei Key Laboratory of Advanced Control and Intelligent Automation for Complex Systems, Wuhan, China; Hubei Key Laboratory of Advanced Control and Intelligent Automation for Complex Systems, Wuhan, China","2019 12th Asian Control Conference (ASCC)","18 Jul 2019","2019","","","1402","1406","Given emotion is important in maintaining mental and physical well-being. A multi-objective weighted reinforcement learning (MOW-RL) decision method is proposed to execute emotion regulation in human-robot interaction. The goal of emotion regulation is to minimize the cost of executing the service while eliminate user's negative emotions or maintain user's positive emotions. Considering the coordination problem of two objectives, fuzzy analytic hierarchy process (FAHP) is used to calculate the weight of each target reward and punishment function under different conditions. In addition, the influence factors of different personality on the difficulty level of emotion transfer are calculated by FAHP. Experiments are performed by 20 experimenters in the laboratory scenario, from which the results show that experimenters' satisfaction is 2.3, which is close to satisfaction.","","978-4-88898-300-6","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8764941","","Human-robot interaction;External stimuli;Service robots;Reinforcement learning;Robot kinematics;Emotion recognition","analytic hierarchy process;emotion recognition;fuzzy set theory;human-robot interaction;learning (artificial intelligence);minimisation","multiobjective weighted reinforcement learning decision method;emotion regulation;human-robot interaction;emotion transfer;cost minimization;user negative emotions;user positive emotions;fuzzy analytic hierarchy process;target reward;punishment function;FAHP;experimenter satisfaction","","1","","19","","18 Jul 2019","","","IEEE","IEEE Conferences"
"Toward Obstacle Avoidance for Mobile Robots Using Deep Reinforcement Learning Algorithm","X. Gao; L. Yan; G. Wang; T. Wang; N. Du; C. Gerada","School of Automation Science and Electrical Engineering, Beihang University, Beijing, China; School of Automation Science and Electrical Engineering, Beihang University, Beijing, China; School of Automation, Beijing University of Posts and Telecommunications, Beijing, China; School of Automation Science and Electrical Engineering, Beihang University, Beijing, China; School of Automation Science and Electrical Engineering, Beihang University, Beijing, China; Power Electronics, Machines and Control Group, University of Nottingham, Nottingham, U.K","2021 IEEE 16th Conference on Industrial Electronics and Applications (ICIEA)","30 Aug 2021","2021","","","2136","2139","The state-of-the-art deep reinforcement learning algorithm, i.e., the deep deterministic policy gradient (DDPG), has achieved good performance in continuous control problems for the robotics. However, the conventional experience replay mechanism of the DDPG algorithm stores the experience explored by the mobile robot in the bufer pool, and trains the neural network through random sampling, without considering whether the transition is valuable, which can probably influence the network performance. To overcome the limitation, the DDPG framework with separating experience is developed for mobile robot collision-free navigation in this study, to replay the transitions of valuable and the failed experience discretely. Additionally, environment state vector is designed including mobile robot and obstacles, the reward function and action space are also designed. The simulation results show that the proposed model can possess the collision-free navigation capacity to deal with multiple obstacles.","2158-2297","978-1-6654-2248-2","10.1109/ICIEA51954.2021.9516114","National Natural Science Foundation of China(grant numbers:51875013); National Key R&D Program of China(grant numbers:2017YFB1300400); Fundamental Research Funds for the Central Universities; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9516114","mobile robot;obstacle avoidance;deep deterministic policy gradient","Navigation;Service robots;Heuristic algorithms;Simulation;Conferences;Neural networks;Reinforcement learning","collision avoidance;deep learning (artificial intelligence);gradient methods;mobile robots","obstacle avoidance;deep reinforcement learning algorithm;deep deterministic policy gradient;continuous control problems;experience replay mechanism;neural network;DDPG framework;mobile robot collision-free navigation;environment state vector","","1","","17","IEEE","30 Aug 2021","","","IEEE","IEEE Conferences"
"Filter Design for Single-Phase Grid-Connected Inverter Based on Reinforcement Learning","W. Yan; M. Dong; L. Li; R. Liang; C. Xu","School of Automation, Central South University, Changsha, China; School of Automation, Central South University, Changsha, China; School of Automation, Central South University, Changsha, China; School of Automation, Central South University, Changsha, China; School of Automation, Central South University, Changsha, China","2022 IEEE 17th Conference on Industrial Electronics and Applications (ICIEA)","12 Jan 2023","2022","","","261","266","As an important part of the grid-connected inverter, the filtering characteristics directly determine the gridconnected performance of the inverter. In this paper, the two fifth-order filter topologies are used as templates for Reinforcement learning selection based on the performance of the filters. The Reinforcement learning algorithm rewards the performance of the filters under different templates accordingly, and then continuously trains the neural network to obtain the optimal filter templates and component parameters. The simulation results validate the rationality of the proposed reinforcement learning-based filter design method.","2158-2297","978-1-6654-0984-1","10.1109/ICIEA54703.2022.10006121","National Natural Science Foundation of China; Natural Science Foundation of Hunan Province; Central South University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10006121","grid-connected inverter;fifth-order filter;Reinforcement learning","Network topology;Simulation;Design methodology;Neural networks;Reinforcement learning;Filtering algorithms;Inverters","filtering theory;invertors;power engineering computing;power grids;reinforcement learning","different templates;fifth-order filter topologies;filtering characteristics;gridconnected performance;optimal filter templates;Reinforcement learning algorithm;Reinforcement learning selection;reinforcement learning-based filter design method;single-phase grid-connected inverter","","1","","12","IEEE","12 Jan 2023","","","IEEE","IEEE Conferences"
"Single leg operational space control of quadruped robot based on reinforcement learning","Jinhui Rao; Honglei An; Taihui Zhang; Yangzhen Chen; Hongxu Ma","College of Mechatronics Engineering and Automation, National University of Defense Technology, Changsha, China; College of Mechatronics Engineering and Automation, National University of Defense Technology, Changsha, China; College of Mechatronics Engineering and Automation, National University of Defense Technology, Changsha, China; College of Mechatronics Engineering and Automation, National University of Defense Technology, Changsha, China; College of Mechatronics Engineering and Automation, National University of Defense Technology, Changsha, China","2016 IEEE Chinese Guidance, Navigation and Control Conference (CGNCC)","23 Jan 2017","2016","","","597","602","Due to the strongly environmental adaptation, quadruped robot becomes a research hot spot. The single leg control lays foundation for the control of quadruped robot. The operational space control which is used in the quadruped robot single leg control algorithms usually strongly depends on the accuracy of the model. This paper applies RBF (radial basis function) neural network adaptive control on the single leg, and a kind of control parameters adjustment method which is based on reinforcement learning is proposed. The result shows the algorithm effectively improves the control accuracy and convergence speed under the high-dynamic condition.","","978-1-4673-8318-9","10.1109/CGNCC.2016.7828853","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7828853","","Legged locomotion;Learning (artificial intelligence);Adaptation models;Adaptive control;Biological neural networks","adaptive control;learning (artificial intelligence);legged locomotion;neurocontrollers;radial basis function networks","radial basis function neural network adaptive control;RBF neural network adaptive control;reinforcement learning;quadruped robot;single leg operational space control","","","","16","IEEE","23 Jan 2017","","","IEEE","IEEE Conferences"
"Deep Reinforcement Learning-based Multi-AMR Path Planning Algorithm","Z. Shen; Y. Duan; Y. Cong; W. Li; H. Du; W. Zhu","School of Electrical Engineering and Automation, Hefei University of Technology, Hefei, Anhui, P. R. China; The 2nd Research Institute of China Electronics Technology group Corporation, Taiyuan, Shanxi, P. R. China; School of Electrical Engineering and Automation, Hefei University of Technology, Hefei, Anhui, P. R. China; School of Electrical Engineering and Automation, Hefei University of Technology, Hefei, Anhui, P. R. China; School of Electrical Engineering and Automation, Hefei University of Technology, Hefei, Anhui, P. R. China; School of Electrical Engineering and Automation, Hefei University of Technology, Hefei, Anhui, P. R. China","2023 42nd Chinese Control Conference (CCC)","18 Sep 2023","2023","","","1984","1987","Aiming at the scheduling problem of multi-autonomous mobile robots (AMR) in the box storage environment, the traditional dynamic programming (DP) algorithm has the disadvantage of low efficiency in solving the feasible path. To solve this problem, this paper establishes a reinforcement learning (RL) algorithm model with the goal of time optimization, which is used to improve the speed of path planning for multi-AMR simultaneous scheduling. In addition, combined with the advantages of the deep learning (DL) algorithm, the deep reinforcement learning (DRL) algorithm is used to effectively shorten the convergence time of the RL algorithm model training under high-dimensional and complex working conditions. The effectiveness of the DRL method is verified by comparing DP, RL, and DRL algorithm models in the simulation platform.","1934-1768","978-988-75815-4-3","10.23919/CCC58697.2023.10240541","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10240541","Deep reinforcement learning;AMR;Path planning;Task scheduling","Deep learning;Training;Heuristic algorithms;Reinforcement learning;Dynamic scheduling;Path planning;Planning","deep learning (artificial intelligence);dynamic programming;learning (artificial intelligence);mobile robots;path planning;reinforcement learning","AMR;box storage environment;deep learning algorithm;deep reinforcement learning algorithm;DRL algorithm models;multiAMR path planning algorithm;multiAMR simultaneous scheduling;multiautonomous mobile robots;reinforcement learning algorithm model;RL algorithm model training;scheduling problem;time optimization;traditional dynamic programming algorithm","","","","23","","18 Sep 2023","","","IEEE","IEEE Conferences"
"Power Electronics Converters Topology Derivation with Combination of TopoDiffVAE and Reinforcement Learning","C. Xu; M. Dong; L. Li; R. Liang; W. Yan","School of Automation, Central South University, Changsha, China; School of Automation, Central South University, Changsha, China; School of Automation, Central South University, Changsha, China; School of Automation, Central South University, Changsha, China; School of Automation, Central South University, Changsha, China","2022 4th International Conference on Smart Power & Internet Energy Systems (SPIES)","3 Apr 2023","2022","","","780","783","With the widespread use and development of power electronics, the study of power electronics, especially power electronics topology, has become increasingly compelling. With the study and expansion of graph theory on power electronics topology, it has become an idea to describe and reveal the topology by graph structures. We propose a framework combining the TopoDiffVAE model and reinforcement learning to reveal and learn the intrinsic connection rules of a certain class of topology and generate new topology based on them. Our model can be used not only to generate new topology, but also to accelerate the generation of other neural network-based topology.","","978-1-6654-8957-7","10.1109/SPIES55999.2022.10082077","Nature; Central South University; Natural Science Foundation of Hunan Province; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10082077","Topology generation;TopoDiffVAE;Reinforcement learning;Graph theory","Network topology;Energy;Reinforcement learning;Power electronics;Graph theory;Topology;Internet","graph theory;neural nets;power convertors;power electronics;power engineering computing;reinforcement learning","graph structures;intrinsic connection rules;neural network-based topology;power electronics converters topology derivation;reinforcement learning;TopoDiffVAE model","","","","9","IEEE","3 Apr 2023","","","IEEE","IEEE Conferences"
"The Optimality Analysis of Hybrid Reinforcement Learning Combined with SVMs","X. -n. Wang; W. Chen; D. -x. Liu; T. Wu; H. -g. He","College of Mechatronics Engineering and automation, National University of Defense Technology, Changsha, China; College of Mechatronics Engineering and automation, National University of Defense Technology, Changsha, China; College of Mechatronics Engineering and automation, National University of Defense Technology, Changsha, China; College of Mechatronics Engineering and automation, National University of Defense Technology, Changsha, China; College of Mechatronics Engineering and automation, National University of Defense Technology, Changsha, China","Sixth International Conference on Intelligent Systems Design and Applications","11 Dec 2006","2006","1","","936","941","To reduce the learning time of reinforcement learning (RL), hybrid algorithms that combine reinforcement learning with various supervised learning methods have attracted many research interests. However, the global convergence and optimality become one of the main problems for hybrid reinforcement learning algorithms. In this paper, the convergence of a hybrid RL algorithm, which is combined with support vector machines (SVMs) is analyzed theoretically. It is shown that by making use of policy gradient learning and the SVM regression, the hybrid algorithm can easily escape from local optima","2164-7151","0-7695-2528-8","10.1109/ISDA.2006.268","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4021565","","Learning;Algorithm design and analysis;Convergence;Support vector machines;Stochastic processes;Gradient methods;State estimation;State-space methods;Helium;Educational institutions","convergence;gradient methods;learning (artificial intelligence);regression analysis;support vector machines","optimality analysis;hybrid reinforcement learning;global convergence;support vector machine;policy gradient learning;SVM regression","","","","12","IEEE","11 Dec 2006","","","IEEE","IEEE Conferences"
