"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"An Optimal Vehicle Speed Planning Algorithm for Regenerative Braking at Traffic Lights Intersections based on Reinforcement Learning","Y. Zhang; H. Xie; K. Song","School of Mechanical Engineering, Tianjin University, Tianjin, China; School of Mechanical Engineering, Tianjin University, Tianjin, China; School of Mechanical Engineering, Tianjin University, Tianjin, China","2020 4th CAA International Conference on Vehicular Control and Intelligence (CVCI)","9 Feb 2021","2020","","","193","198","For electric vehicle or hybrid electric vehicles, the regenerative braking is one of the important means to realize energy saving, for which braking ahead of a traffic light intersection is a representative scenario. The uncertainty in driver behavior and future traffic flow, however, make it challenging to achieve optimal dynamic energy recovery through conventional braking operation by drivers. Therefore, in this paper, an energy recovery optimization-oriented vehicle speed planning algorithm ahead of traffic lights intersection is proposed, for autonomous vehicle or driving assistance system. First, the reward function is designed, taking the energy recovery amount, traffic efficiency and driving smoothness into consideration. Then, the information of traffic lights at intersections is obtained in advance through V2I (vehicle to infrastructure) communication. Finally, the q-table and neural network are trained in the framework of reinforcement learning, deriving optimal vehicle speed profile. Simulation results on a high-fidelity model show that the amount of recovered electrical energy using q-learning algorithm is 45.08% higher than that of uniform deceleration. The amount of electrical energy using DQN (Deep Q-network) algorithm is 2.24% higher than q-learning, showing to be a better candidate in terms of comprehensive optimality than q-learning.","","978-1-7281-8497-5","10.1109/CVCI51460.2020.9338590","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9338590","Reinforcement learning;V2I;Traffic lights;Speed planning;New energy vehicle","Torque;Vehicle-to-infrastructure;Heuristic algorithms;Reinforcement learning;Planning;Optimization;Vehicles","braking;electric vehicles;hybrid electric vehicles;learning (artificial intelligence);optimisation;production engineering computing;regenerative braking;road traffic;road vehicles;traffic engineering computing","future traffic flow;optimal dynamic energy recovery;conventional braking operation;energy recovery optimization-oriented vehicle speed planning algorithm;traffic lights intersection;autonomous vehicle;energy recovery amount;traffic efficiency;driving smoothness;reinforcement learning;optimal vehicle speed profile;recovered electrical energy;q-learning algorithm;optimal vehicle speed planning algorithm;regenerative braking;electric vehicle;hybrid electric vehicles;traffic light intersection","","4","","12","IEEE","9 Feb 2021","","","IEEE","IEEE Conferences"
"Batch reinforcement learning on the industrial benchmark: First experiences","D. Hein; S. Udluft; M. Tokic; A. Hentschel; T. A. Runkler; V. Sterzing","Siemens AG, Corporate Technology, Munich, Germany; Siemens AG, Corporate Technology, Munich, Germany; Siemens AG, Corporate Technology, Munich, Germany; Siemens AG, Corporate Technology, Munich, Germany; Siemens AG, Corporate Technology, Munich, Germany; Siemens AG, Corporate Technology, Munich, Germany","2017 International Joint Conference on Neural Networks (IJCNN)","3 Jul 2017","2017","","","4214","4221","The Particle Swarm Optimization Policy (PSO-P) has been recently introduced and proven to produce remarkable results on interacting with academic reinforcement learning benchmarks in an off-policy, batch-based setting. To further investigate the properties and feasibility on real-world applications, this paper investigates PSO-P on the so-called Industrial Benchmark (IB), a novel reinforcement learning (RL) benchmark that aims at being realistic by including a variety of aspects found in industrial applications, such as continuous state and action spaces, a high dimensional, partially observable state space, delayed effects, and complex stochasticity. The experimental results of PSO-P on IB are compared to results of closed-form control policies derived from the model-based Recurrent Control Neural Network (RCNN) and the model-free Neural Fitted Q-Iteration (NFQ). Experiments show that PSO-P is not only of interest for academic benchmarks, but also for real-world industrial applications, since it also yielded the best performing policy in our IB setting. Compared to other well established RL techniques, PSO-P produced outstanding results in performance and robustness, requiring only a relatively low amount of effort in finding adequate parameters or making complex design decisions.","2161-4407","978-1-5090-6182-2","10.1109/IJCNN.2017.7966389","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7966389","","Training;Benchmark testing;Fatigue;Computational modeling;Data models;Markov processes;Predictive models","learning (artificial intelligence);particle swarm optimisation;production engineering computing","particle swarm optimization policy;academic reinforcement learning benchmarks;off-policy batch-based setting;PSO-P;industrial benchmark;industrial applications;IB setting;complex design decision making","","4","","27","IEEE","3 Jul 2017","","","IEEE","IEEE Conferences"
"Deep Reinforcement Learning Based Resource Management for DNN Inference in IIoT","W. Zhang; D. Yang; H. Peng; W. Wu; W. Quan; H. Zhang; X. S. Shen","School of Electronic and Information Engineering, Beijing Jiaotong University, China; School of Electronic and Information Engineering, Beijing Jiaotong University, China; Department of Electrical and Computer Engineering, University of Waterloo, Canada; Department of Electrical and Computer Engineering, University of Waterloo, Canada; School of Electronic and Information Engineering, Beijing Jiaotong University, China; School of Electronic and Information Engineering, Beijing Jiaotong University, China; Department of Electrical and Computer Engineering, University of Waterloo, Canada","GLOBECOM 2020 - 2020 IEEE Global Communications Conference","25 Jan 2021","2020","","","1","6","In this paper, we investigate the joint task assignment and resource allocation for deep neural network (DNN) inference in the device-edge-cloud based industrial Internet of things (IIoT) networks. To efficiently orchestrate the limited spectrum and computing resources in IIoT networks for massive DNN inference tasks, a resource management problem is formulated with the objective of maximizing the average inference accuracy while satisfying the quality-of-service of DNN inference tasks. Considering the strict delay requirements of inference tasks, we transform the formulated problem into a Markov decision process, and propose a deep deterministic policy gradient based learning algorithm to obtain the solution rapidly. Simulation results show that the proposed algorithm can achieve high average inference accuracy.","2576-6813","978-1-7281-8298-8","10.1109/GLOBECOM42002.2020.9322223","National Natural Science Foundation of China(grant numbers:61771040); Natural Sciences and Engineering Research Council of Canada(grant numbers:10.13039/501100000038); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9322223","DNN inference;IIoT;resource management;deep deterministic policy gradient","Task analysis;Industrial Internet of Things;Computational modeling;Biological system modeling;Delays;Resource management;Servers","cloud computing;gradient methods;industrial engineering;Internet of Things;learning (artificial intelligence);Markov processes;neural nets;production engineering computing;resource allocation","deep reinforcement;joint task assignment;resource allocation;deep neural network inference;computing resources;IIoT networks;massive DNN inference tasks;resource management problem;deep deterministic policy gradient;high average inference accuracy;device-edge-cloud based industrial Internet of Things network","","4","","17","IEEE","25 Jan 2021","","","IEEE","IEEE Conferences"
"Skill-based Multi-objective Reinforcement Learning of Industrial Robot Tasks with Planning and Knowledge Integration","M. Mayr; F. Ahmad; K. Chatzilygeroudis; L. Nardi; V. Krueger","Department of Computer Science, Faculty of Engineering (LTH), Lund University, Lund, SE, Sweden; Department of Computer Science, Faculty of Engineering (LTH), Lund University, Lund, SE, Sweden; Computer Engineering and Informatics Department (CEID), University of Patras, Greece; Department of Computer Science, Faculty of Engineering (LTH), Lund University, Lund, SE, Sweden; Department of Computer Science, Faculty of Engineering (LTH), Lund University, Lund, SE, Sweden","2022 IEEE International Conference on Robotics and Biomimetics (ROBIO)","18 Jan 2023","2022","","","1995","2002","In modern industrial settings with small batch sizes it should be easy to set up a robot system for a new task. Strategies exist, e.g. the use of skills, but when it comes to handling forces and torques, these systems often fall short. We introduce an approach that provides a combination of task-level planning with targeted learning of scenario-specific parameters for skill-based systems. We propose the following pipeline: the user provides a task goal in the planning language PDDL, then a plan (i.e., a sequence of skills) is generated and the learnable parameters of the skills are automatically identified, and, finally, an operator chooses reward functions and parameters for the learning process. Two aspects of our methodology are critical: (a) learning is tightly integrated with a knowledge framework to support symbolic planning and to provide priors for learning, (b) using multi-objective optimization. This can help to balance key performance indicators (KPIs) such as safety and task performance since they can often affect each other. We adopt a multi-objective Bayesian optimization approach and learn entirely in simulation. We demonstrate the efficacy and versatility of our approach by learning skill parameters for two different contact-rich tasks. We show their successful execution on a real 7-DOF KUKA-iiwa manipulator and outperform the manual parameterization by human robot operators.","","978-1-6654-8109-0","10.1109/ROBIO55434.2022.10011996","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10011996","","Service robots;Biomimetics;Pipelines;Key performance indicator;Reinforcement learning;Manipulators;Planning","Bayes methods;control engineering computing;industrial manipulators;optimisation;planning (artificial intelligence);production engineering computing;reinforcement learning","7-DOF KUKA-iiwa manipulator;contact-rich tasks;human robot operators;industrial robot tasks;key performance indicators;knowledge integration;learning skill parameters;multiobjective Bayesian optimization;PDDL;planning language;reward functions;robot system;scenario-specific parameters;skill-based multiobjective reinforcement learning;skill-based systems;symbolic planning;targeted learning;task goal;task-level planning","","3","","44","IEEE","18 Jan 2023","","","IEEE","IEEE Conferences"
"A Policy Gradient Based Reinforcement Learning Method for Supply Chain Management","Y. Hachaïchi; Y. Chemingui; M. Affes","Research Laboratory Smart Electricity & ICT, SE& ICT ENICarthage, Tunisia; Ecole Polytechnique de Tunisie, Universit de Carthage, Tunisia; Ecole Polytechnique de Tunisie, Universit de Carthage, Tunisia","2020 4th International Conference on Advanced Systems and Emergent Technologies (IC_ASET)","20 Jan 2021","2020","","","135","140","Technological advances of the recent decades have significantly affected the business world, the retail business in particular. Retailers need to innovate to maintain a competitive edge over competitors and ensure business sustainability. Therefore Research and Development is a crucial component of businesses growth. Intuition based approaches are replaced by supply chain computerized solutions such as inventory management, warehousing, allocation and replenishment. This paper aims at building a reinforcement learning agent capable of placing optimal orders for the sake of constructing a replenishment plan for next period. The goal is to develop a novel method of inventory replenishment. We base the developed module on the recent breakthroughs of reinforcement learning research in using deep neural networks for control. We compare the classical RL methods to the recently introduced Proximal policy optimization algorithm. As far as we know, this is the first time PPO is used in Supply Chain Management.","","978-1-7281-6356-7","10.1109/IC_ASET49463.2020.9318258","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9318258","Reinforcement Learning;PPO;Deep Learning;Supply Chain Management;Replenishment","Reinforcement learning;Computational modeling;Transportation;Mathematical model;Delays;Buffer storage;Supply chains","deep learning (artificial intelligence);inventory management;optimisation;production engineering computing;retailing;supply chain management","policy gradient based reinforcement learning method;supply chain management;retailers;inventory replenishment method;classical RL methods;proximal policy optimization algorithm;retail business sustainability;research and development;deep neural networks;PPO","","3","","21","IEEE","20 Jan 2021","","","IEEE","IEEE Conferences"
"Reinforcement Learning-Based Fed-Batch Optimization with Reaction Surrogate Model","Y. Ma; Z. Wang; I. Castillo; R. Rendall; R. Bindlish; B. Ashcraft; D. Bentley; M. G. Benton; J. A. Romagnoli; L. H. Chiang","Chemical Engineering Department, Louisiana State University, Baton Rouge, LA, USA; Dow Inc., Lake Jackson, TX, USA; Dow Inc., Lake Jackson, TX, USA; Dow Inc., Lake Jackson, TX, USA; Dow Inc., Lake Jackson, TX, USA; Dow Inc., Lake Jackson, TX, USA; Dow Inc., Lake Jackson, TX, USA; Chemical Engineering Department, Louisiana State University, Baton Rouge, LA, USA; Chemical Engineering Department, Louisiana State University, Baton Rouge, LA, USA; Dow Inc., Lake Jackson, TX, USA","2021 American Control Conference (ACC)","28 Jul 2021","2021","","","2581","2586","In this paper, we implement a framework which combines Reinforcement Learning (RL) based reaction optimization with first principle model and plant historical data of the reaction system. Here we employ a Long-Short-Term-Memory (LSTM) network for reaction surrogate modeling, and Proximal Policy Optimization (PPO) algorithm for the fed-batch optimization. The proposed reaction surrogate model combines simulation data with real plant data for an accurate and computationally efficient reaction simulation. Based on the surrogate model, the RL optimization result suggests maintaining an increased temperature setpoint and high reactant feed flow to maximize the product profits. The simulation results by following the RL profile suggests an estimate of 6.4% improvement of the product profits.","2378-5861","978-1-6654-4197-1","10.23919/ACC50511.2021.9482807","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9482807","Deep Reinforcement Learning;Surrogate Modeling;fed-batch optimization;Proximal Policy Optimization;LSTM modeling","Computational modeling;Simulation;Reinforcement learning;Data models;Stability analysis;Real-time systems;Computational efficiency","batch processing (industrial);chemical engineering;learning (artificial intelligence);optimisation;production engineering computing;recurrent neural nets","LSTM;PPO;reinforcement learning-based fed-batch optimization;computationally efficient reaction simulation;accurate reaction simulation;proximal policy optimization algorithm;reaction surrogate modeling;long-short-term-memory network;plant historical data;principle model;reaction surrogate model;RL optimization result","","3","","21","","28 Jul 2021","","","IEEE","IEEE Conferences"
"Using case-based reasoning as a reinforcement learning framework for optimisation with changing criteria","Dajun Zeng; K. Sycara","The Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, USA; The Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, USA","Proceedings of 7th IEEE International Conference on Tools with Artificial Intelligence","6 Aug 2002","1995","","","56","62","Practical optimization problems such as job-shop scheduling often involve optimization criteria that change over time. Repair-based frameworks have been identified as flexible computational paradigms for difficult combinatorial optimization problems. Since the control problem of repair-based optimization is severe, reinforcement learning (RL) techniques can be potentially helpful. However, some of the fundamental assumptions made by traditional RL algorithms are not valid for repair-based optimization. Case-based reasoning compensates for some of the limitations of traditional RL approaches. We present a case-based reasoning RL approach, implemented in the C/sub A/B/sub I/NS system, for repair-based optimization. We chose job-shop scheduling as the testbed for our approach. Our experimental results show that C/sub A/B/sub I/NS is able to effectively solve problems with changing optimization criteria which are not known to the system and only exist implicitly in a extensional manner in the case base.","1082-3409","0-8186-7312-5","10.1109/TAI.1995.479378","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=479378","","Learning;Problem-solving;Optimization methods;Robots;Processor scheduling;Testing;Artificial intelligence;Signal processing;Search methods;Design optimization","learning by example;case-based reasoning;optimisation;scheduling;production control;software agents","case-based reasoning;reinforcement learning framework;optimization problems;job-shop scheduling;optimization criteria;repair-based frameworks;flexible computational paradigms;combinatorial optimization;case-based reasoning RL approach;CABINS system","","2","","20","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Sequential Topology Attack of Supply Chain Networks Based on Reinforcement Learning","L. Zhang; J. Zhou; Y. Ma; L. Shen","School of Economics and Management, Nanjing University of Science and Technology, Nanjing, China; School of Economics and Management, Nanjing University of Science and Technology, Nanjing, China; School of Economics and Management, Nanjing University of Science and Technology, Nanjing, China; ETH Zürich, Future Resilient Systems Singapore-ETH Centre Singapore, Singapore","2022 International Conference on Cyber-Physical Social Intelligence (ICCSI)","16 Dec 2022","2022","","","744","749","The robustness of supply chain networks (SCNs) against sequential topology attacks is significant for maintaining firm relationships and activities. Although SCNs have experienced many emergencies demonstrating that mixed failures exacerbate the impact of cascading failures, existing studies of sequential attacks rarely consider the influence of mixed failure modes on cascading failures. In this paper, a reinforcement learning (RL)-based sequential attack strategy is applied to SCNs with cascading failures that consider mixed failure modes. To solve the large state space search problem in SCNs, a deep Q-network (DQN) optimization framework combining deep neural networks (DNNs) and RL is proposed to extract features of state space. Then, it is compared with the traditional random-based, degree-based, and load-based sequential attack strategies. Simulation results on Barabasi-Albert (BA), Erdos-Renyi (ER), and Watts-Strogatz (WS) networks show that the proposed RL-based sequential attack strategy outperforms three existing sequential attack strategies. It can trigger cascading failures with greater influence. This work provides insights for effectively reducing failure propagation and improving the robustness of SCNs.","","978-1-6654-9835-7","10.1109/ICCSI55536.2022.9970706","National Natural Science Foundation of China(grant numbers:71931006,72101116,71871119,72001006); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9970706","supply chain networks;robustness;reinforcement learning;sequential attacks","Network topology;Simulation;Power system protection;Supply chains;Reinforcement learning;Search problems;Robustness","deep learning (artificial intelligence);graph theory;network theory (graphs);neural nets;production engineering computing;search problems;supply chain management;topology","Barabasi-Albert networks;deep neural networks;deep Q-network optimization framework;DNN;DQN;Erdos-Renyi networks;firm relationships;mixed failure modes;reinforcement learning;SCN;sequential topology attack;sequential topology attacks;supply chain networks;Watts-Strogatz networks","","2","","23","IEEE","16 Dec 2022","","","IEEE","IEEE Conferences"
"Deep Reinforcement Learning-based Joint Caching and Computing Edge Service Placement for Sensing-Data-Driven IIoT Applications","Y. Chen; Y. Sun; B. Yang; T. Taleb","School of Information and Control Engineering, China University of Mining and Technology, Xuzhou, China; School of Information and Control Engineering, China University of Mining and Technology, Xuzhou, China; School of Computer and Information Engineering, Chuzhou University, Chuzhou, China; Faculty of Information Technology and Electrical Engineering, University of Oulu, Oulu, Finland","ICC 2022 - IEEE International Conference on Communications","11 Aug 2022","2022","","","4287","4292","Edge computing (EC) is a promising technology to support a variety of performance-sensitive intelligent applications, especially in the Industrial Internet of Things (IIoT). The sensing-data-driven applications whose task processing requires sensing data from various sensors are typical applications in IIoT systems. The placement of caching and computing edge service functions for such applications is vital to ensure system performance and resource utilization in EC-enabled IIoT systems. Therefore, this paper investigates the joint caching and computing edge service placement (JCCESP) for multiple sensing-data-driven IIoT applications in an EC-enabled IIoT system. The JCCESP problem is formulated as a Markov Decision Process (MDP). Then, a deep reinforcement learning (DRL)-based approach is proposed to address the challenges like limited prior knowledge and the heterogeneity of such IIoT systems. Under such an approach, the policy network of the DRL agent is constructed based on an encoder-decoder model to tackle various applications requiring different numbers of service functions. A REINFORCE-based method is further employed to train the policy network. Simulation results indicate that the performances achieved by our proposed approach can converge after training and are significantly superior to benchmarks.","1938-1883","978-1-5386-8347-7","10.1109/ICC45855.2022.9838832","National Natural Science Foundation of China; T and E; Fundamental Research Funds for the Central Universities; Chinese Government Scholarship; Academy of Finland; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9838832","Edge computing;IIoT;sensing-data-driven application;joint service placement;and DRL","Training;System performance;Simulation;Reinforcement learning;Markov processes;Sensor systems and applications;Resource management","cache storage;cloud computing;data fusion;deep learning (artificial intelligence);Internet of Things;Markov processes;production engineering computing;reinforcement learning","edge computing;performance-sensitive intelligent applications;system performance;resource utilization;EC-enabled IIoT systems;Markov decision process;REINFORCE-based method;deep reinforcement learning;sensing data-driven IIoT applications;joint caching and computing edge service placement;JCCESP;encoder-decoder model;DRL;Industrial Internet of Things","","2","","13","IEEE","11 Aug 2022","","","IEEE","IEEE Conferences"
"Remaining Useful Life Estimation in Prognostics Using Deep Reinforcement Learning","Q. Hu; Y. Zhao; Y. Wang; P. Peng; L. Ren","College of Energy and Power Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing, China; College of Energy and Power Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing, China; College of Energy and Power Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing, China; College of Energy and Power Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing, China; College of Energy and Power Engineering, Nanjing University of Aeronautics and Astronautics, Nanjing, China","IEEE Access","6 Apr 2023","2023","11","","32919","32934","In modern industrial systems, condition-based maintenance (CBM) has been wildly adopted as an efficient maintenance strategy. Prognostics, as a key enabler of CBM, involves the kernel task of estimating the remaining useful life (RUL) for engineered systems. Much research in recent years has focused on developing new machine learning (ML) based approaches for RUL estimation. A variety of ML algorithms have been employed in these approaches. However, there was no research on applying deep reinforcement learning (DRL) to RUL estimation. To fill this research gap, a novel DRL based prognostic approach is proposed for RUL estimation in this paper. In the proposed approach, the conventional RUL estimation task is first formulated into a Markov decision process (MDP) model. Then an advanced DRL algorithm is employed to learn the optimal RUL estimation policy from this MDP environment. The effectiveness and superiority of the proposed approach are demonstrated through a case study on turbofan engines in C-MAPSS dataset. Compared to other approaches, the proposed approach obtains superior performance on all four sub-datasets of C-MAPSS dataset. What is more, on the most complicated sub-datasets FD002 and FD004, the RMSE metric is improved by 14.4% and 7.81%, and the score metric is improved by 3.7% and 48.79%, respectively.","2169-3536","","10.1109/ACCESS.2023.3263196","National Science and Technology Major Project(grant numbers:J2019-I-0010-0010); Fundamental Research Funds for the Central Universities(grant numbers:NS2022027); Science Center for Gas Turbine Project(grant numbers:P2022-B-V-002-001); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10087275","Condition-based maintenance;prognostics;remaining useful life estimation;Markov decision process;deep reinforcement learning","Estimation;Reinforcement learning;Maintenance engineering;Convolutional neural networks;Deep learning;Hidden Markov models;Supervised learning","condition monitoring;deep learning (artificial intelligence);jet engines;maintenance engineering;Markov processes;production engineering computing;remaining life assessment","condition-based maintenance;deep reinforcement learning;industrial systems;machine learning based approaches;Markov decision process model;MDP environment;ML algorithms;optimal RUL estimation policy;remaining useful life;turbofan engines","","1","","43","CCBYNCND","29 Mar 2023","","","IEEE","IEEE Journals"
