"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Reinforcement Learning-Based Model Predictive Control for Discrete-Time Systems","M. Lin; Z. Sun; Y. Xia; J. Zhang","School of Automation, Beijing Institute of Technology, Beijing, China; School of Automation, Beijing Institute of Technology, Beijing, China; School of Automation, Beijing Institute of Technology, Beijing, China; School of Automation, Beijing Institute of Technology, Beijing, China","IEEE Transactions on Neural Networks and Learning Systems","","2023","PP","99","1","13","This article proposes a novel reinforcement learning-based model predictive control (RLMPC) scheme for discrete-time systems. The scheme integrates model predictive control (MPC) and reinforcement learning (RL) through policy iteration (PI), where MPC is a policy generator and the RL technique is employed to evaluate the policy. Then the obtained value function is taken as the terminal cost of MPC, thus improving the generated policy. The advantage of doing so is that it rules out the need for the offline design paradigm of the terminal cost, the auxiliary controller, and the terminal constraint in traditional MPC. Moreover, RLMPC proposed in this article enables a more flexible choice of prediction horizon due to the elimination of the terminal constraint, which has great potential in reducing the computational burden. We provide a rigorous analysis of the convergence, feasibility, and stability properties of RLMPC. Simulation results show that RLMPC achieves nearly the same performance as traditional MPC in the control of linear systems and exhibits superiority over traditional MPC for nonlinear ones.","2162-2388","","10.1109/TNNLS.2023.3273590","Beijing Municipal Science Foundation(grant numbers:4222052); National Natural Science Foundation of China(grant numbers:62003040,61836001,61720106010); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10129251","Discrete-time systems;model predictive control;policy iteration (PI);reinforcement learning (RL)","Costs;Predictive control;Discrete-time systems;Stability criteria;Convergence;Task analysis;Sun","","","","1","","","IEEE","19 May 2023","","","IEEE","IEEE Early Access Articles"
"Speed and heading control of an unmanned surface vehicle using deep reinforcement learning","T. Wu; H. Ye; Z. Xiang; X. Yang","School of Automation, Jiangsu University of Science and Technology, Zhenjiang, China; School of Automation, Jiangsu University of Science and Technology, Zhenjiang, China; School of Automation, Nanjing University of Science and Technology, Nanjing, China; School of Automation, Jiangsu University of Science and Technology, Zhenjiang, China","2023 IEEE 12th Data Driven Control and Learning Systems Conference (DDCLS)","7 Jul 2023","2023","","","573","578","In this paper, a deep reinforcement learning-based speed and heading control method is proposed for an unmanned surface vehicle (USV). A deep deterministic policy gradient (DDPG) algorithm which combines with an actor-critic reinforcement learning mechanism, is adopted to provide continuous control variables by interacting with the environment. Moreover, two types of reward functions are created for speed and heading control of the USV. The control policy is trained by trial and error so that the USV can be guided to achieve the desired speed and heading angle steadily and rapidly. Simulation results verify the feasibility and effectiveness of the proposed approach by comparisons with classical PID control and S plane control.","2767-9861","979-8-3503-2105-0","10.1109/DDCLS58216.2023.10166143","National Natural Science Foundation of China(grant numbers:62173341); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10166143","Deep reinforcement learning;DDPG algorithm;unmanned surface vehicle","Deep learning;Learning systems;PI control;Simulation;Optimal control;Reinforcement learning;Prediction algorithms","deep learning (artificial intelligence);gradient methods;mobile robots;reinforcement learning;three-term control;unmanned surface vehicles","actor-critic reinforcement learning mechanism;continuous control variables;control policy;deep deterministic policy gradient algorithm;deep reinforcement learning-based speed;heading angle;heading control method;PID control;S plane control;unmanned surface vehicle;USV","","1","","13","IEEE","7 Jul 2023","","","IEEE","IEEE Conferences"
"A kernel-based reinforcement learning approach to stochastic pole balancing control systems","X. Xu; P. Chengzhang; B. Dai; H. -g. He","Institute of Automation, National University of Defense Technology, Changsha, China; Institute of Automation, National University of Defense Technology, Changsha, China; Institute of Automation, National University of Defense Technology, Changsha, China; Institute of Automation, National University of Defense Technology, Changsha, China","2010 IEEE/ASME International Conference on Advanced Intelligent Mechatronics","20 Jan 2011","2010","","","1329","1334","As a benchmark control problem with nonlinearity and instability, the controller design for inverted pendulums becomes more difficult when there are model uncertainties and unknown disturbances in the plant dynamics. In this paper, a kernel-based reinforcement learning controller is developed for inverted pendulums with unknown dynamics and stochastic disturbances. The learning controller makes use of approximate policy iteration with kernel-based least-squares temporal difference learning for policy evaluation. Due to the nonlinear approximation ability of kernel methods, good convergence property and learning efficiency can be realized in the approximate policy iteration process so that the controller performance can be optimized in a few iterations. Simulation results demonstrate that the proposed learning controller for stochastic inverted pendulums can achieve much better performance than previous learning control approaches such as Q-learning with function approximation and least-squares policy iteration (LSPI).","2159-6255","978-1-4244-8032-6","10.1109/AIM.2010.5695878","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5695878","","Markov processes;Approximation algorithms;Function approximation;Convergence;Kernel","approximation theory;control system synthesis;convergence;iterative methods;learning (artificial intelligence);learning systems;nonlinear control systems;pendulums;poles and zeros;stochastic systems","stochastic pole balancing control systems;controller design;kernel-based reinforcement learning controller;approximate policy iteration;kernel-based least-squares temporal difference learning;nonlinear approximation;convergence property;stochastic inverted pendulums","","1","","17","IEEE","20 Jan 2011","","","IEEE","IEEE Conferences"
"The driver and the engineer: Reinforcement learning and robust control","N. Bernat; J. Chen; N. Matni; J. Doyle","Department of Computing and Mathematical Sciences, California Institute of Technology, Pasadena, CA; Department of Computing and Mathematical Sciences, California Institute of Technology, Pasadena, CA; Department of Electrical and Systems Engineering, University of Pennsylvania; Department of Computing and Mathematical Sciences, California Institute of Technology, Pasadena, CA","2020 American Control Conference (ACC)","27 Jul 2020","2020","","","3932","3939","Reinforcement learning (RL) and other AI methods are exciting approaches to data-driven control design, but RL's emphasis on maximizing expected performance contrasts with robust control theory (RCT), which puts central emphasis on the impact of model uncertainty and worst case scenarios. This paper argues that these approaches are potentially complementary, roughly analogous to that of a driver and an engineer in, say, formula one racing. Each is indispensable but with radically different roles. If RL takes the driver seat in safety critical applications, RCT may still play a role in plant design, and also in diagnosing and mitigating the effects of performance degradation due to changes or failures in component or environments. While much RCT research emphasizes synthesis of controllers, as does RL, in practice RCT's impact has perhaps already been greater in using hard limits and tradeoffs on robust performance to provide insight into plant design, interpreted broadly as including sensor, actuator, communications, and computer selection and placement in addition to core plant dynamics. More automation may ultimately require more rigor and theory, not less, if our systems are going to be both more efficient and robust. Here we use the simplest possible toy model to illustrate how RCT can potentially augment RL in finding mechanistic explanations when control is not merely hard, but impossible, and issues in making them more compatibly data-driven. Despite the simplicity, questions abound. We also discuss the relevance of these ideas to more realistic challenges.","2378-5861","978-1-5386-8266-1","10.23919/ACC45564.2020.9147347","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9147347","","Computational modeling;Robustness;Robust control;System dynamics;Trajectory;Toy manufacturing industry","control system synthesis;learning (artificial intelligence);robust control;uncertain systems","model uncertainty;safety critical applications;reinforcement learning;data-driven control design;robust control theory;learning based control;controller synthesis","","1","","21","","27 Jul 2020","","","IEEE","IEEE Conferences"
"Deep Reinforcement Learning With Part-Aware Exploration Bonus in Video Games","P. Xu; Q. Yin; J. Zhang; K. Huang","School of Artificial Intelligence, University of Chinese Academy of Sciences, Beijing, China; Center for Research on Intelligent System and Engineering, Institute of Automation, Chinese Academy of Sciences, Beijing, China; Center for Research on Intelligent System and Engineering, Institute of Automation, Chinese Academy of Sciences, Beijing, China; Center for Research on Intelligent System and Engineering and the National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences, Beijing, China","IEEE Transactions on Games","15 Dec 2022","2022","14","4","644","653","Reinforcement learning algorithms rely on carefully engineering environment rewards that are extrinsic to agents. However, environments with dense rewards are rare, motivating the need for developing reward functions that are intrinsic to agents. Curiosity is a type of successful intrinsic reward function, which uses the prediction error as an reward signal. In prior work, the prediction problem used to generate intrinsic rewards is optimized in the pixel space rather than a learnable feature space to avoid randomness caused by feature changes. However, these methods ignore small but important elements of the states that are often associated with locations of the character, which makes it impossible to generate accurate internal rewards for efficient exploration. In this article, we first demonstrate the effectiveness of introducing prior learned features for existing prediction-based exploration methods. Then, an attention map mechanism is designed to discretize learned features, thereby updating the learned feature and meanwhile reducing the impact of randomness on intrinsic rewards caused by the learning process of features. We verify our method on some video games from the standard reinforcement learning Atari benchmark, achieving clear improvements over random network distillation, which is one of the most advanced exploration methods, in almost all Atari games.","2475-1510","","10.1109/TG.2021.3134259","National Natural Science Foundation of China(grant numbers:61876181,61721004); Beijing Nova Program of Science and Technology(grant numbers:Z191100001119043); Youth Innovation Promotion Association; Chinese Academy of Sciences; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9647912","Deep learning;exploration;reinforcement learning;video game","Games;Reinforcement learning;Incentive schemes;Feature extraction;Task analysis;Standards;Visualization","computer games;deep learning (artificial intelligence);human factors;reinforcement learning","accurate internal rewards;advanced exploration methods;deep reinforcement learning;dense rewards;feature changes;intrinsic rewards;learnable feature space;part-aware exploration bonus;pixel space;prediction error;prediction problem;prediction-based exploration methods;prior learned features;reinforcement learning algorithms;reward functions;reward signal;standard reinforcement learning Atari benchmark;successful intrinsic reward function;video games","","1","","35","IEEE","13 Dec 2021","","","IEEE","IEEE Journals"
"Transient Voltage Control Based on Physics-Informed Reinforcement Learning","J. Gao; S. Chen; X. Li; J. Zhang","School of Electrical Engineering and Automation, Wuhan University, Wuhan, China; School of Electrical Engineering and Automation, Wuhan University, Wuhan, China; School of Electrical Engineering and Automation, Wuhan University, Wuhan, China; School of Electrical Engineering and Automation, Wuhan University, Wuhan, China","IEEE Journal of Radio Frequency Identification","12 Dec 2022","2022","6","","905","910","With the continuous expansion of power grid scale and the continuous implementation of Energy Internet construction, the long-distance and large-capacity electric energy exchange between regional power grids is increasingly frequent, which makes the stability problem to a wide range of attention. Therefore, this paper proposes a transient voltage control method based on physics information and reinforcement learning, which is called Physics-Informed Reinforcement Learning. This method combines the physical model and the data-driven model of power system, and takes the constraints in the physical model as the constraints of the data-driven model to accelerate the convergence rate of the model, so as to realize the rapid scheduling of transient voltage instability. Finally, an example of IEEE-9 bus system is given to verify the effectiveness and superiority of the proposed method.","2469-7281","","10.1109/JRFID.2022.3213895","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9916278","Physics-informed;deep reinforcement learning;physics-informed reinforcement learning (PIRL);transient voltage control;transient instability","Transient analysis;Neural networks;Power system stability;Reinforcement learning;Mathematical models;Generators;Voltage control","learning (artificial intelligence);power engineering computing;power grids;voltage control","continuous expansion;continuous implementation;data-driven model;Energy Internet construction;large-capacity electric energy exchange;long-distance;physical model;physics information;Physics-Informed Reinforcement Learning;power grid scale;power system;regional power grids;transient voltage control method;transient voltage instability","","","","14","IEEE","12 Oct 2022","","","IEEE","IEEE Journals"
"Research on Frequency Stability Emergency Control Strategy Based on Deep Reinforcement Learning","X. Fu; T. Lin; Q. L. i; H. Du; X. Xu","School of Electrical Engineering and Automation, Wuhan University, Wuhan, China; School of Electrical Engineering and Automation, Wuhan University, Wuhan, China; School of Electrical Engineering and Automation, Wuhan University, Wuhan, China; School of Electrical Engineering and Automation, Wuhan University, Wuhan, China; Central China Branch, State Grid Corporation of China, Wuhan, China","2022 IEEE 6th Conference on Energy Internet and Energy System Integration (EI2)","10 May 2023","2022","","","1190","1195","In order to achieve the goal of peak carbon dioxide emissions and carbon neutrality, and build a clean, low-carbon, safe, controllable, flexible, efficient, intelligent, friendly, open and interactive new-type power system, a large number of conventional generation units have been replaced by renewable energy sources, resulting in the reduction of the inertia coefficient of the power system and the deterioration of the transient frequency stability. After the HVDC blocking of a power grid, taking the sending end power grid as an example, a large amount of active power surplus leads to the increase of frequency, which may lead to the transient frequency instability of the power grid. However, the operation modes of the power system with high proportion of renewable energy sources are complex and changeable, and the manual establishment of different emergency control strategies for massive operation modes leads to a tremendous increase in workload and low efficiency. Therefore, this paper proposes a method, which in turn establishes a fast prediction model of frequency emergency control strategies based on deep reinforcement learning (DRL). From the perspective of data-driven, aiming at the frequency instability issues of HVDC blocking, a fast prediction model of frequency emergency control strategies is established to improve the adaptability of emergency control strategy to complex and variable operation modes. Finally, based on a regional power grid model, the application of this method is explained, and its effectiveness is verified.","","979-8-3503-4715-9","10.1109/EI256261.2022.10116102","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10116102","New-type power system;HVDC blocking;Transient frequency characteristics;Emergency control;Deep reinforcement learning","Deep learning;Adaptation models;Renewable energy sources;Reinforcement learning;Power system stability;Predictive models;Stability analysis","frequency stability;HVDC power convertors;HVDC power transmission;power grids;power system transient stability;reinforcement learning;renewable energy sources","active power surplus;carbon neutrality;clean carbon;complex operation modes;controllable type power system;conventional generation units;deep reinforcement learning;different emergency control strategies;efficient type power system;fast prediction model;flexible type power system;frequency emergency control strategies;frequency instability issues;frequency stability emergency control strategy;friendly type power system;intelligent type power system;interactive new-type power system;low-carbon;massive operation modes;open type power system;peak carbon dioxide emissions;regional power grid model;renewable energy sources;safe type power system;sending end power grid;transient frequency instability;transient frequency stability;variable operation modes","","","","13","IEEE","10 May 2023","","","IEEE","IEEE Conferences"
"Deep Multi-Task Multi-Agent Reinforcement Learning With Knowledge Transfer","Y. Mai; Y. Zang; Q. Yin; W. Ni; K. Huang","Center for Research on Intelligent System and Engineering, Institute of Automation, Chinese Academy of Sciences, Beijing, China; Center for Research on Intelligent System and Engineering, Institute of Automation, Chinese Academy of Sciences, Beijing, China; Center for Research on Intelligent System and Engineering, Institute of Automation, Chinese Academy of Sciences, Beijing, China; Center for Research on Intelligent System and Engineering, Institute of Automation, Chinese Academy of Sciences, Beijing, China; University of Chinese Academy of Sciences, Beijing, China","IEEE Transactions on Games","","2023","PP","99","1","11","Despite the potential of Multi-Agent Reinforcement Learning (MARL) in addressing numerous complex tasks, training a single team of MARL agents to handle multiple diverse team tasks remains a challenge. In this paper, we introduce a novel Multi-task method based on Knowledge Transfer in cooperative MARL (MKT-MARL). By learning from task-specific teachers, our approach empowers a single team of agents to attain expert-level performance in multiple tasks. MKT-MARL utilizes a knowledge distillation algorithm specifically designed for the multi-agent architecture, which rapidly learns a team control policy incorporating common coordinated knowledge from the experience of task-specific teachers. Additionally, we enhance this training with teacher annealing, gradually shifting the model's learning from distillation towards environmental rewards. This enhancement helps the multi-task model surpass its single-task teachers. We extensively evaluate our algorithm using two commonly-used benchmarks: StarCraft II micro-management and multi-agent particle environment. The experimental results demonstrate that our algorithm outperforms both the single-task teachers and a jointly-trained team of agents. Extensive ablation experiments illustrate the effectiveness of the supervised knowledge transfer and the teacher annealing strategy.","2475-1510","","10.1109/TG.2023.3316697","National Key R&D Program of China(grant numbers:2022ZD0116403); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10255234","Computer game;cooperation pattern;multi-agent reinforcement learning;multi-task","Task analysis;Multitasking;Reinforcement learning;Training;Knowledge transfer;Games;Video games","","","","","","","IEEE","19 Sep 2023","","","IEEE","IEEE Early Access Articles"
"Image Enhancement Using Adaptive Region- Guided Multi-Step Exposure Fusion Based on Reinforcement Learning","R. Xi; T. Ma; X. Chen; J. Lyu; J. Yang; K. Sun; Y. Zhang","CCTEG Changzhou Research Institute, Tiandi (Changzhou) Automation Company Ltd., Changzhou, China; College of Computer Science and Technology, Xi’an University of Science and Technology, Xi’an, China; CCTEG Changzhou Research Institute, Tiandi (Changzhou) Automation Company Ltd., Changzhou, China; College of Computer Science and Technology, Xi’an University of Science and Technology, Xi’an, China; College of Computer Science and Technology, Xi’an University of Science and Technology, Xi’an, China; CCTEG Changzhou Research Institute, Tiandi (Changzhou) Automation Company Ltd., Changzhou, China; CCTEG Changzhou Research Institute, Tiandi (Changzhou) Automation Company Ltd., Changzhou, China","IEEE Access","4 Apr 2023","2023","11","","31686","31698","In photography, accurate exposure is the key to taking high-quality photos, particularly images with uneven exposure levels. Global exposure operations are usually difficult to effectively strengthen the various regions of the image. To achieve a balanced exposure level in different regions of the image, we propose a novel algorithm inspired by the luminance masking frequently employed by professional photographers. We use reinforcement learning to adaptively generate guiding regions and adjusting parameters as a basis for multi-step exposure fusion, to enhance the overall quality of the image. Firstly, reinforcement learning is employed to automatically segment the single image to be enhanced into multiple sub-images, with corresponding appropriate adjusting parameters for each sub-image generated. Then, the input image is enhanced using the local adjusting parameters, yielding a set of images with varying enhancing degrees. Finally, these images are fused in an exposure process to obtain the final result. Experimental results show that our method not only generates intuitive and interpretable guiding regions, but also its performance is comparable to that of other contemporaneous methods.","2169-3536","","10.1109/ACCESS.2023.3262751","National Key Research and Development Program Topics(grant numbers:2021YFB4000905); National Natural Science Foundation of China(grant numbers:62101432,62102309); Shaanxi Natural Science Fundamental Research Program Project(grant numbers:2022JM-508); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10083088","Deep reinforcement learning;image enhancement;multi-step decision","Image enhancement;Reinforcement learning;Image color analysis;Deep learning;Decision making;Table lookup;Brightness","image enhancement;image fusion;image segmentation;photography;reinforcement learning","balanced exposure level;corresponding appropriate adjusting parameters;exposure process;global exposure operations;high-quality photos;image enhancement;interpretable guiding regions;intuitive guiding regions;local adjusting parameters;multiple sub-images;multistep exposure fusion;reinforcement learning;uneven exposure levels;varying enhancing degrees","","","","45","CCBYNCND","28 Mar 2023","","","IEEE","IEEE Journals"
"A Cooperation Graph Approach for Multiagent Sparse Reward Reinforcement Learning","Q. Fu; T. Qiu; Z. Pu; J. Yi; W. Yuan","University of Chinese Academy of Sciences, Beijing, China; University of Chinese Academy of Sciences, Beijing, China; University of Chinese Academy of Sciences, Beijing, China; University of Chinese Academy of Sciences, Beijing, China; Electronics Technology Group Corporation Information Science Academy of China, Beijing, China","2022 International Joint Conference on Neural Networks (IJCNN)","30 Sep 2022","2022","","","1","8","Multiagent reinforcement learning (MARL) can solve complex cooperative tasks. However, the efficiency of existing MARL methods relies heavily on well-defined reward functions. Multiagent tasks with sparse reward feedback are especially challenging not only because of the credit distribution problem, but also due to the low probability of obtaining positive reward feedback. In this paper, we design a graph network called Cooperation Graph (CG). The Cooperation Graph is the combination of two simple bipartite graphs, namely, the Agent Clustering subgraph (ACG) and the Cluster Designating subgraph (CDG). Next, based on this novel graph structure, we propose a Cooperation Graph Multiagent Reinforcement Learning (CG-MARL) algorithm, which can efficiently deal with the sparse reward problem in multiagent tasks. In CG-MARL, agents are directly controlled by the Cooperation Graph. And a policy neural network is trained to manipulate this Cooperation Graph, guiding agents to achieve cooperation in an implicit way. This hierarchical feature of CG-MARL provides space for customized cluster-actions, an extensible interface for introducing fundamental cooperation knowledge. In experiments, CG-MARL shows state-of-the-art performance in sparse reward multiagent benchmarks, including the anti-invasion interception task and the multi-cargo delivery task.","2161-4407","978-1-7281-8671-9","10.1109/IJCNN55064.2022.9891991","National Key Research and Development Program of China(grant numbers:2018AAA0102404); National Natural Science Foundation of China(grant numbers:62073323); Chinese Academy of Sciences(grant numbers:XDA27030204,173211KYSB20200002); Science and Technology Development Fund of Macau(grant numbers:0025/2019/AKP); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9891991","multiagent system;reinforcement learning;sparse reward","Neural networks;Clustering algorithms;Reinforcement learning;Benchmark testing;Aerospace electronics;Bipartite graph;Behavioral sciences","graph theory;learning (artificial intelligence);multi-agent systems;radio networks","Cooperation Graph approach;Multiagent sparse reward Reinforcement Learning;complex cooperative tasks;MARL methods;well-defined reward functions;multiagent tasks;sparse reward feedback;positive reward feedback;graph network;simple bipartite graphs;Agent Clustering subgraph;Cluster Designating subgraph;novel graph structure;Cooperation Graph Multiagent Reinforcement Learning algorithm;sparse reward problem;fundamental cooperation knowledge;CG-MARL shows;sparse reward multiagent benchmarks","","","","21","IEEE","30 Sep 2022","","","IEEE","IEEE Conferences"
