"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A decision-making method for autonomous vehicles based on simulation and reinforcement learning","Rui Zheng; Chunming Liu; Qi Guo","College of Mechatronics and Automation, National University of Defense Technology, Changsha, P. R. China; College of Mechatronics and Automation, National University of Defense Technology, Changsha, P. R. China; College of Mechatronics and Automation, National University of Defense Technology, Changsha, P. R. China","2013 International Conference on Machine Learning and Cybernetics","8 Sep 2014","2013","01","","362","369","There are still some problems need to be solved though there are a lot of achievements in the field of automatic driving. One of those problems is the difficulty of designing a decision-making system for complex traffic conditions. In recent years, reinforcement learning (RL) shows the potential in solving sequential decision optimization problems, which can be modeled as Markov decision processes (MDPs). In this paper, we establish a 14-DOF dynamic model of an autonomous vehicle and use RL to build a decision-making system for autonomous driving based on simulation. The decision-making process of the vehicle is modeled as an MDP, and the performance of the MDP is improved using an approximate RL. At last, we show the efficiency of the proposed method by simulation in a highway environment.","2160-1348","978-1-4799-0260-6","10.1109/ICMLC.2013.6890495","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6890495","Autonomous Vehicles;Reinforcement learning;Markov Decision Process;Autonomous driving;Decision-making","Vehicles;Three-dimensional displays;Abstracts;Markov processes;DSL","decision making;learning (artificial intelligence);learning systems;Markov processes;mobile robots;road vehicles;robot dynamics","decision-making method;autonomous vehicles;reinforcement learning;automatic driving;decision-making system;complex traffic conditions;sequential decision optimization problem;Markov decision process;MDP;14-DOF dynamic model;autonomous driving;highway environment","","16","","15","IEEE","8 Sep 2014","","","IEEE","IEEE Conferences"
"Optimal Synchronization Control of Heterogeneous Asymmetric Input-Constrained Unknown Nonlinear MASs via Reinforcement Learning","L. Xia; Q. Li; R. Song; H. Modares","Beijing Engineering Research Center of Industrial Spectrum Imaging, School of Automation and Electrical Engineering, University of Science and Technology Beijing, Beijing, China; Beijing Engineering Research Center of Industrial Spectrum Imaging, School of Automation and Electrical Engineering, University of Science and Technology Beijing, Beijing, China; Beijing Engineering Research Center of Industrial Spectrum Imaging, School of Automation and Electrical Engineering, University of Science and Technology Beijing, Beijing, China; Department of Mechanical Engineering, Michigan State University, East Lansing, MI, USA","IEEE/CAA Journal of Automatica Sinica","28 Dec 2021","2022","9","3","520","532","The asymmetric input-constrained optimal synchronization problem of heterogeneous unknown nonlinear multiagent systems (MASs) is considered in the paper. Intuitively, a state-space transformation is performed such that satisfaction of symmetric input constraints for the transformed system guarantees satisfaction of asymmetric input constraints for the original system. Then, considering that the leader's information is not available to every follower, a novel distributed observer is designed to estimate the leader's state using only exchange of information among neighboring followers. After that, a network of augmented systems is constructed by combining observers and followers dynamics. A nonquadratic cost function is then leveraged for each augmented system (agent) for which its optimization satisfies input constraints and its corresponding constrained Hamilton-Jacobi-Bellman (HJB) equation is solved in a data-based fashion. More specifically, a data-based off-policy reinforcement learning (RL) algorithm is presented to learn the solution to the constrained HJB equation without requiring the complete knowledge of the agents' dynamics. Convergence of the improved RL algorithm to the solution to the constrained HJB equation is also demonstrated. Finally, the correctness and validity of the theoretical results are demonstrated by a simulation example.","2329-9274","","10.1109/JAS.2021.1004359","National Natural Science Foundation of China(grant numbers:61873300,61722312); Fundamental Research Funds for the Central Universities(grant numbers:FRF-MP-20-11); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9646177","Asymmetric input-constrained;heterogeneous nonlinear multiagent systems (MASs);Hamilton-Jacobi-Bellman (HJB) equation;novel observer;reinforcement learning (RL)","Heuristic algorithms;Reinforcement learning;Artificial neural networks;Observers;Approximation algorithms;Cost function;Prediction algorithms","control system synthesis;convergence;learning (artificial intelligence);Lyapunov methods;multi-agent systems;nonlinear control systems;optimal control;synchronisation;time-varying systems","symmetric input constraints;transformed system;asymmetric input constraints;leader;novel distributed observer;neighboring followers;augmented system;observers;followers dynamics;corresponding constrained Hamilton-Jacobi-Bellman equation;data-based fashion;data-based off-policy reinforcement learning;constrained HJB equation;optimal synchronization control;heterogeneous asymmetric input-constrained;nonlinear MASs;asymmetric input-constrained optimal synchronization problem;heterogeneous unknown nonlinear multiagent systems;state-space transformation","","12","","58","","10 Dec 2021","","","IEEE","IEEE Journals"
"Self-Tuning MPPT Scheme Based on Reinforcement Learning and Beta Parameter in Photovoltaic Power Systems","D. Lin; X. Li; S. Ding; H. Wen; Y. Du; W. Xiao","School of Electrical and Automation Engineering, Nanjing Normal University, Nanjing, China; School of Electrical and Automation Engineering, Nanjing Normal University, Nanjing, China; School of Electrical and Automation Engineering, Nanjing Normal University, Nanjing, China; Xi’an Jiaotong–Liverpool University, Suzhou, China; College of Science and Engineering, James Cook University, Cairns, QLD, Australia; University of Sydney, Sydney, NSW, Australia","IEEE Transactions on Power Electronics","20 Aug 2021","2021","36","12","13826","13838","Maximum power point tracking (MPPT) is required in PV power systems for the highest solar energy harvest. This article proposes a self-tuning scheme to improve the MPPT performance in terms of high accuracy and speed. The scheme adopts the reinforcement learning (RL) and Beta parameter for the highest MPPT performance. The tracking speed and accuracy are significantly improved since the RL algorithm is enhanced for high convergence speed, meanwhile, the guiding variable $\beta$ is introduced to constrain the exploration space. Simulation and experimental test are applied to validate the superior performance of the proposed solution following the EN50530 dynamic test procedure.","1941-0107","","10.1109/TPEL.2021.3089707","National Natural Science Foundation of China(grant numbers:51977112); Natural Science Research Project of Jiangsu Higher Education Institutions(grant numbers:20KJB470020); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9457135","Control engineering;maximum power point tracking (MPPT);optimization;photovoltaic power system;reinforcement learning (RL);self-tuning","Reinforcement learning;Frequency selective surfaces;Space exploration;Maximum power point trackers;Tuning;Ions;Heuristic algorithms","energy harvesting;learning (artificial intelligence);maximum power point trackers;photovoltaic power systems;tuning","convergence speed;self-tuning MPPT scheme;reinforcement learning;beta parameter;photovoltaic power systems;maximum power point tracking;PV power systems;solar energy harvest;tracking speed;RL algorithm;EN50530 dynamic test","","11","","32","IEEE","16 Jun 2021","","","IEEE","IEEE Journals"
"A comparative study of urban traffic signal control with reinforcement learning and Adaptive Dynamic Programming","Y. Dai; D. Zhao; J. Yi","Laboratory of Complex Systems and Intelligence Science, Institute of Automation, Chinese Academy and Sciences, Beijing, China; Laboratory of Complex Systems and Intelligence Science, Institute of Automation, Chinese Academy and Sciences, Beijing, China; Laboratory of Complex Systems and Intelligence Science, Institute of Automation, Chinese Academy and Sciences, Beijing, China","The 2010 International Joint Conference on Neural Networks (IJCNN)","14 Oct 2010","2010","","","1","7","This paper proposes a new algorithm that employs Adaptive Dynamic Programming(ADP) to solve the distributed control problem of urban traffic with an infinite horizon. Urban traffic congestions lead to a lot of time consumption and exhaust emissions. So alleviating congested situation will have a good impact on both economy and environment. The signal control at urban intersections is an effective and most important way to reduce the traffic jams and collisions. A lot of control theories including traditional mathematical ways and modern artificial intelligent ways have been exploited. ADP is an effective and amiable intelligent control method. We proposed an algorithm to adjust the signal time plan at urban traffic intersections based on ADP theory. Simulations are taken under a microscopic traffic simulation software, TSIS(Traffic Software Integrated System). Several criteria named MOEs(Measures of Effectiveness) are collected to compare with the widely used pre-timed control, actuated control, also with a machine learning method Q-learning control. Results show that ADP control method have a better adaptability to the various traffic simulating real traffic flows.","2161-4407","978-1-4244-6918-5","10.1109/IJCNN.2010.5596480","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5596480","","Vehicles;Machine learning algorithms;Heuristic algorithms;Software algorithms;Software;Dynamic programming;Green products","dynamic programming;learning (artificial intelligence);traffic control;traffic engineering computing","urban traffic signal control;reinforcement learning;adaptive dynamic programming;urban traffic congestion;artificial intelligent;traffic software integrated system;microscopic traffic simulation software;machine learning method;Q-learning control","","11","","18","IEEE","14 Oct 2010","","","IEEE","IEEE Conferences"
"Attention-Based Meta-Reinforcement Learning for Tracking Control of AUV With Time-Varying Dynamics","P. Jiang; S. Song; G. Huang","Department of Automation, Tsinghua University, Beijing, China; Department of Automation, Tsinghua University, Beijing, China; Department of Automation, Tsinghua University, Beijing, China","IEEE Transactions on Neural Networks and Learning Systems","27 Oct 2022","2022","33","11","6388","6401","Reinforcement learning (RL) is a promising technique for designing a model-free controller by interacting with the environment. Several researchers have applied RL to autonomous underwater vehicles (AUVs) for motion control, such as trajectory tracking. However, the existing RL-based controller usually assumes that the unknown AUV dynamics keep invariant during the operation period, limiting its further application in the complex underwater environment. In this article, a novel meta-RL-based control scheme is proposed for trajectory tracking control of AUV in the presence of unknown and time-varying dynamics. To this end, we divide the tracking task for AUV with time-varying dynamics into multiple specific tasks with fixed time-varying dynamics, to which we apply meta-RL for training to distill the general control policy. The obtained control policy can transfer to the testing phase with high adaptability. Inspired by the line-of-sight (LOS) tracking rule, we formulate each specific task as a Markov decision process (MDP) with a well-designed state and reward function. Furthermore, a novel policy network with an attention module is proposed to extract the hidden information of AUV dynamics. The simulation environment with time-varying dynamics is established, and the simulation results reveal the effectiveness of our proposed method.","2162-2388","","10.1109/TNNLS.2021.3079148","Major Research Plan of the National Major Research Program(grant numbers:2018AAA0101604); Key Research and Development Special Project of Guangdong Province(grant numbers:2020B1111500002); National Natural Science Foundation of China(grant numbers:62022048); THUBosch JCML Center; Beijing Academy of Artificial Intelligence; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9439903","Attention mechanism;meta-reinforcement learning (meta-RL);time-varying dynamics;trajectory tracking","Vehicle dynamics;Task analysis;Trajectory tracking;Trajectory;Tracking;Heuristic algorithms;Adaptation models","autonomous underwater vehicles;learning (artificial intelligence);Markov processes;mobile robots;motion control;remotely operated vehicles;underwater vehicles","complex underwater environment;existing RL-based controller;fixed time-varying dynamics;general control policy;line-of-sight tracking rule;meta-reinforcement learning;model-free controller;motion control;novel meta-RL-based control scheme;tracking task;trajectory tracking control;unknown AUV dynamics","","10","","47","IEEE","24 May 2021","","","IEEE","IEEE Journals"
"Multiagent Meta-Reinforcement Learning for Adaptive Multipath Routing Optimization","L. Chen; B. Hu; Z. -H. Guan; L. Zhao; X. Shen","School of Artificial Intelligence and Automation, Huazhong University of Science and Technology, Wuhan, China; School of Artificial Intelligence and Automation, Huazhong University of Science and Technology, Wuhan, China; School of Artificial Intelligence and Automation, Huazhong University of Science and Technology, Wuhan, China; Department of Electrical, Computer and Biomedical Engineering, Ryerson University, Toronto, Canada; Department of Electrical and Computer Engineering, University of Waterloo, Waterloo, Canada","IEEE Transactions on Neural Networks and Learning Systems","5 Oct 2022","2022","33","10","5374","5386","In this article, we investigate the routing problem of packet networks through multiagent reinforcement learning (RL), which is a very challenging topic in distributed and autonomous networked systems. In specific, the routing problem is modeled as a networked multiagent partially observable Markov decision process (MDP). Since the MDP of a network node is not only affected by its neighboring nodes’ policies but also the network traffic demand, it becomes a multitask learning problem. Inspired by recent success of RL and metalearning, we propose two novel model-free multiagent RL algorithms, named multiagent proximal policy optimization (MAPPO) and multiagent metaproximal policy optimization (meta-MAPPO), to optimize the network performances under fixed and time-varying traffic demand, respectively. A practicable distributed implementation framework is designed based on the separability of exploration and exploitation in training MAPPO. Compared with the existing routing optimization policies, our simulation results demonstrate the excellent performances of the proposed algorithms.","2162-2388","","10.1109/TNNLS.2021.3070584","National Natural Science Foundation of China(grant numbers:61976100,61976099,61772086,61633011,61873287); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9410247","Adaptive routing;metapolicy gradient;multiagent;reinforcement learning (RL)","Routing;Optimization;Task analysis;Heuristic algorithms;Spread spectrum communication;Routing protocols;Training","Markov processes;multi-agent systems;optimisation;reinforcement learning;telecommunication computing;telecommunication network routing;telecommunication traffic","multiagent meta-reinforcement learning;adaptive multipath routing optimization;packet networks;distributed systems;autonomous networked systems;networked multiagent partially observable Markov decision process;MDP;network node;neighboring nodes;network traffic demand;multitask learning problem;model-free multiagent RL algorithms;multiagent metaproximal policy optimization;network performances;time-varying traffic demand;practicable distributed implementation framework;routing optimization policies;meta-MAPPO","","10","","49","IEEE","21 Apr 2021","","","IEEE","IEEE Journals"
"Event-Triggered Communication Network With Limited-Bandwidth Constraint for Multi-Agent Reinforcement Learning","G. Hu; Y. Zhu; D. Zhao; M. Zhao; J. Hao","School of Artificial Intelligence, University of Chinese Academy of Sciences, Beijing, China; School of Artificial Intelligence, University of Chinese Academy of Sciences, Beijing, China; School of Artificial Intelligence, University of Chinese Academy of Sciences, Beijing, China; Noah’s Ark Laboratory, Huawei, Beijing, China; Noah’s Ark Laboratory, Huawei, Beijing, China","IEEE Transactions on Neural Networks and Learning Systems","4 Aug 2023","2023","34","8","3966","3978","Communicating agents with each other in a distributed manner and behaving as a group are essential in multi-agent reinforcement learning. However, real-world multi-agent systems suffer from restrictions on limited bandwidth communication. If the bandwidth is fully occupied, some agents are not able to send messages promptly to others, causing decision delay and impairing cooperative effects. Recent related work has started to address the problem but still fails in maximally reducing the consumption of communication resources. In this article, we propose an event-triggered communication network (ETCNet) to enhance communication efficiency in multi-agent systems by communicating only when necessary. For different task requirements, two paradigms of the ETCNet framework, event-triggered sending network (ETSNet) and event-triggered receiving network (ETRNet), are proposed for learning efficient sending and receiving protocols, respectively. Leveraging the information theory, the limited bandwidth is translated to the penalty threshold of an event-triggered strategy, which determines whether an agent at each step participates in communication or not. Then, the design of the event-triggered strategy is formulated as a constrained Markov decision problem and reinforcement learning finds the feasible and optimal communication protocol that satisfies the limited bandwidth constraint. Experiments on typical multi-agent tasks demonstrate that ETCNet outperforms other methods in reducing bandwidth occupancy and still preserves the cooperative performance of multi-agent systems at the most.","2162-2388","","10.1109/TNNLS.2021.3121546","National Key Research and Development Program of China(grant numbers:2018AAA0102404); National Natural Science Foundation of China(grant numbers:62136008); Strategic Priority Research Program of Chinese Academy of Sciences(grant numbers:XDA27030400); Youth Innovation Promotion Association CAS; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9597491","Event trigger;limited bandwidth;multi-agent communication;multi-agent reinforcement learning (MARL)","Bandwidth;Protocols;Reinforcement learning;Task analysis;Optimization;Communication networks;Multi-agent systems","computer networks;Markov processes;multi-agent systems;protocols;reinforcement learning","bandwidth communication;bandwidth occupancy;communicating agents;communication efficiency;communication resources;efficient sending receiving protocols;event-triggered communication network;event-triggered strategy;limited-bandwidth constraint;multiagent reinforcement learning;multiagent tasks;optimal communication protocol;real-world multiagent systems","","9","","41","IEEE","1 Nov 2021","","","IEEE","IEEE Journals"
"Dynamie management of data center resources using reinforcement learning","O. Rolik; E. Zharikov; A. Koval; S. Telenyk","Department of Automation and Control in Technical Systems, Igor Sikorsky Kyiv Polytechnic Institute, Kyiv, Ukraine; Department of Automation and Control in Technical Systems, Igor Sikorsky Kyiv Polytechnic Institute, Kyiv, Ukraine; Department of Automation and Control in Technical Systems, Igor Sikorsky Kyiv Polytechnic Institute, Kyiv, Ukraine; Department of Automatic Control and Information Technology, Cracow University of Technology Cracow, Poland","2018 14th International Conference on Advanced Trends in Radioelecrtronics, Telecommunications and Computer Engineering (TCSET)","12 Apr 2018","2018","","","237","244","For effective management of cloud data center resources there is a need to develop and implement simple and robust methods that take into account the data center power consumption, user Service Level Agreement compliance, and different conditions of resource utilization. In this paper, the authors analyze the possibility of application of the reinforcement learning method to cloud data center resource management. Due to the intensive changes of the workloads and different conditions of resource utilization the data center resource management problem should be solved dynamically in an online manner. To address such problem, the authors propose the method of dynamic virtual machine placement based on the reinforcement learning. The proposed method takes into account the power consumption and the number of SLA violations while producing control impacts. Besides, the method considers the changes in the resource utilizations to make a decision on whether to switch underloaded physical servers to the sleep mode in order to reduce the power consumption. The proposed reinforcement learning agent is based on the Q-learning approach which allows to determine the optimal policy for managing the physical servers without creating an environment model and preliminary information about the workload.","","978-1-5386-2556-9","10.1109/TCSET.2018.8336194","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8336194","data center;resource management;learning agent;energy efficiency","Virtual machine monitors;Resource management;Energy efficiency","cloud computing;computer centres;contracts;learning (artificial intelligence);power aware computing;virtual machines","resource utilization;data center resource management problem;dynamic virtual machine placement;reinforcement learning agent;Q-learning approach;cloud data center resources;reinforcement learning method;data center power consumption;user service level agreement compliance","","7","","17","IEEE","12 Apr 2018","","","IEEE","IEEE Conferences"
"Reinforcement Learning based Lane Change Decision-Making with Imaginary Sampling","D. Li; D. Zhao; Q. Zhang","The State Key Laboratory of Management and Control for Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, China; The State Key Laboratory of Management and Control for Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, China; The State Key Laboratory of Management and Control for Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, China","2019 IEEE Symposium Series on Computational Intelligence (SSCI)","20 Feb 2020","2019","","","16","21","This paper investigates the autonomous driving lane change problem with reinforcement learning methods. A two-stage control method is proposed which includes a decision-making module computing the high-level lane change action and a lateral control module outputting the low-level steering angle. Due to the decoupling system framework, the proposed controller can flexibly cancel the previous improper lane change command. To improve the data efficiency in the lateral control module, the Gaussian process is employed to modeling the local time-interval system models. These models are used to generate imaginary samples and facilitate the reinforcement learning training process. The lateral control experiments show that the imaginary samples can improve the data efficiency and speed up the training process. Finally, the two-lane scene and three-lane scene experiments validate the effectiveness of the proposed two-stage lane change method.","","978-1-7281-2485-8","10.1109/SSCI44817.2019.9003029","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9003029","reinforcement learning;gaussian process;autonomous driving;Lane-Changing","Decision making;Learning (artificial intelligence);Gaussian processes;Uncertainty;Estimation;Autonomous vehicles;Roads","Gaussian processes;learning (artificial intelligence);road safety;road traffic;traffic engineering computing","high-level lane change action;lateral control module;low-level steering angle;decoupling system framework;data efficiency;Gaussian process;reinforcement learning training process;lateral control experiments;three-lane scene experiments;two-stage lane change method;lane change decision-making;autonomous driving lane change problem;reinforcement learning methods;two-stage control method;decision-making module;two-lane scene experiments;improper lane change command","","6","","14","IEEE","20 Feb 2020","","","IEEE","IEEE Conferences"
"Automated Model Generation for Machinery Fault Diagnosis Based on Reinforcement Learning and Neural Architecture Search","J. Zhou; L. Zheng; Y. Wang; C. Wang; R. X. Gao","School of Mechanical Engineering and Automation, Beihang University, Beijing, China; School of Mechanical Engineering and Automation, Beihang University, Beijing, China; School of Mechanical Engineering and Automation, Beihang University, Beijing, China; Key Laboratory of Vehicle Transmission, China North Vehicle Research Institute, Beijing, China; Department of Mechanical and Aerospace Engineering, Case Western Reserve University, Cleveland, OH, USA","IEEE Transactions on Instrumentation and Measurement","23 Feb 2022","2022","71","","1","12","In recent years, deep learning (DL)-based fault diagnosis methods have demonstrated significant success in various domains due to their high accuracy. Similar to other data-driven techniques, DL models are application-specific and strongly depend on the data which they are developed upon. Different DL models need to be designed for different tasks. In addition, manual-tuning of the DL structures and associated parameters as part of the model design is a trial-and-error optimization process, which is time-consuming and sensitive to changes. To address these limitations, this article presents a reinforcement learning (RL) and neural architecture search (NAS)-based automatic modeling framework (RL-NAS) for fault diagnosis of machinery. The RL-NAS method can adaptively and automatically design high-accuracy network models according to the intended diagnosis tasks. A weight-sharing mechanism has been developed to alleviate the bottleneck of NAS where the computation time increases exponentially with the expansion of the search space and the deepening of the model structure. To evaluate its effectiveness, efficiency, and reproducibility, the proposed framework is validated on five datasets from different institutes, spanning the applications of rolling element bearings, gears, and ball screws. The results show that for all five applications, the RL-NAS method successfully searched out diagnostics models with over 97% accuracy within a short time, from 40 s to 30 min depending on the complexity of the diagnosis task, showing good performance of the proposed method.","1557-9662","","10.1109/TIM.2022.3141166","National Key Research and Development Program of China(grant numbers:2020YFB1708400); National Natural Science Foundation of China(grant numbers:51805262); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9673794","Automatic modeling;fault diagnosis;neural architecture search (NAS);reinforcement learning (RL);rotating machinery;weight sharing","Fault diagnosis;Computational modeling;Task analysis;Data models;Training;Process control;Feature extraction","ball screws;deep learning (artificial intelligence);error analysis;fault diagnosis;gears;mechanical engineering computing;optimisation;reinforcement learning;rolling bearings","high-accuracy network models;RL-NAS method;diagnostics models;machinery fault diagnosis;reinforcement learning;deep learning-based fault diagnosis methods;DL models;manual-tuning;model design;trial-and-error optimization process;neural architecture search model;automated model generation;automatic modeling framework;weight-sharing mechanism;rolling element bearings;gears;ball screws;time 40.0 s to 30.0 min","","6","","38","IEEE","7 Jan 2022","","","IEEE","IEEE Journals"
