"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Position-Aware Communication via Self-Attention for Multi-Agent Reinforcement Learning","T. -H. Shih; H. -I. Lin","Graduate Institute of Automation Technology, National Taipei University of Technology, Taipei, Taiwan; Graduate Institute of Automation Technology, National Taipei University of Technology, Taipei, Taiwan","2020 IEEE International Conference on Consumer Electronics - Taiwan (ICCE-Taiwan)","23 Nov 2020","2020","","","1","2","Multi-agent reinforcement learning is important for real-world applications but is still a challenging problem. A feasible way is to share information among all agents via a communication channel. In recent years, attentional communication emerged in order to differentiate valuable information especially with a large number of agents. However, existing attentional communication, which relies on long short-term memory (LSTM) units with attention mechanism, makes parallelization difficult. Another problem is that the output of LSTM is dependent on the sequence of agents, but the relationship between agents, in general, is not sequential. In this paper, we proposed using multi-head self-attention layer, which is proposed from a well-known net “Transformer”, as a communication channel for parallelization. Attention mechanism is independent of the sequence of agents. In addition, we also incorporate position information via positional encoding. In our experiments, the proposed method achieves improvements in terms of reward compared with existing approaches.","2575-8284","978-1-7281-7399-3","10.1109/ICCE-Taiwan49838.2020.9258271","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9258271","","Reinforcement learning;Encoding;Communication channels;Games;Computer architecture;Network architecture;Markov processes","learning (artificial intelligence);multi-agent systems;parallel processing;recurrent neural nets;telecommunication channels","position-aware communication;multiagent reinforcement learning;communication channel;attentional communication;long short-term memory;attention mechanism;multihead self-attention layer;LSTM;agent sequence;transformer","","","","10","IEEE","23 Nov 2020","","","IEEE","IEEE Conferences"
"Utilizing unsupervised weightless neural network as autonomous states classifier in reinforcement learning algorithm","Y. Yusof; H. M. A. H. Mansor; A. Ahmad","Industrial Automation Section, Universiti Kuala Lumpur Malaysia France Institute, Bandar Baru Bangi, Selangor, Malaysia; Industrial Automation Section, Universiti Kuala Lumpur Malaysia France Institute, Bandar Baru Bangi, Selangor, Malaysia; Faculty of Electrical Engineering, Universiti Teknologi MARA, Shah Alam, Selangor, Malaysia","2017 IEEE 13th International Colloquium on Signal Processing & its Applications (CSPA)","12 Oct 2017","2017","","","264","269","An implementation of reinforcement learning algorithm in an autonomous system requires knowledge expert to specify anticipated states, actions and rewards; and the algorithm will autonomously discover a near optimal behaviour for the system through trial-and-error interactions with its environment. The information on anticipated states are usually extracted from data streams and pre-programmed based on the knowledge expert interpretation of the data thus making the reinforcement learning algorithm rigid to only handles anticipated circumstances and the system will not be able to optimize. As an alternative, in this paper we explore the use of AUTOWiSARD, an unsupervised weightless neural network which will autonomously classify the states based on sensor information and then used by Q-learning, a reinforcement learning algorithm in order find near optimal behavior. The implementation will be demonstrated in an autonomous mobile robot simulation and the outcome will be presented and discussed.","","978-1-5090-1184-1","10.1109/CSPA.2017.8064963","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8064963","AUTOWiSARD;Q-learning;reinforcement learning;unsupervised weightless neural network","Signal processing algorithms;Robot sensing systems;Classification algorithms;Learning (artificial intelligence);Mobile robots;Neural networks","learning (artificial intelligence);mobile robots;neural nets;neurocontrollers;unsupervised learning","unsupervised weightless neural network;autonomous states classifier;reinforcement learning algorithm;autonomous system;anticipated states;data streams;AUTOWiSARD;Q-learning;near optimal behavior;mobile robots","","","","14","IEEE","12 Oct 2017","","","IEEE","IEEE Conferences"
"Robotic Arm Motion Planning with Autonomous Obstacle Avoidance Based on Deep Reinforcement Learning","S. Yang; Q. Wang","School of Automation, Southeast University, Nanjing; School of Automation, Southeast University, Nanjing","2022 41st Chinese Control Conference (CCC)","11 Oct 2022","2022","","","3692","3697","The traditional control method of the robotic arm requires the operator to control it through a preset fixed trajectory according to the specific task and combined with the working environment, which requires a high-precision environment model. However, it lacks adaptability and cannot be applied to other working scenarios. This paper proposes an end-to-end robotic arm control method based on DRL(Deep Reinforcement Learning) to overcome the above problems. The strategy control module of the robotic arm uses the PPO(Proximal Policy Optimization) algorithm, so that the robotic arm has the ability to learn independently in a complex working environment and completes the adaptive control. In this paper, the reward shaping method is adopted in the training process of the agent, which accelerates the learning of the agent and makes the algorithm converge faster. The DRL algorithm can converge in a shorter time as shown in experimental results, and it has excellent performance in the motion planning, collision avoidance and overall strategy control of the robotic arm in the simulation environment.","1934-1768","978-988-75815-3-6","10.23919/CCC55666.2022.9902722","NNSF(grant numbers:61973074,62111530149); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9902722","DRL;PPO;reward shaping;robotic arm;motion planning;collision avoidance","Training;Learning systems;Robot kinematics;Reinforcement learning;Manipulators;Planning;Trajectory","adaptive control;collision avoidance;control engineering computing;deep learning (artificial intelligence);mobile robots;motion control;optimisation;path planning;reinforcement learning","adaptive control;autonomous obstacle avoidance;collision avoidance;complex working environment;deep reinforcement learning;DRL;high-precision environment model;PPO;proximal policy optimization;robotic arm control;robotic arm motion planning","","","","18","","11 Oct 2022","","","IEEE","IEEE Conferences"
"Coordinated Voltage Regulation of Microgrid Clusters Based on Deep Reinforcement Learning Approach","X. Xue; H. Ge","School of Electrical and Automation Engineering, Nanjing Normal University, Nanjing, China; College of Automation and College of Artificial Intelligence, Nanjing University of Posts and Telecommunications, Nanjing, China","2023 IEEE 12th Data Driven Control and Learning Systems Conference (DDCLS)","7 Jul 2023","2023","","","344","349","With the rapid development of microgrid cluster operation, the problem of voltage regulation in the coordinated operation of multiple microgrids faces practical challenges. Aiming at the problem of voltage regulation of multi-microgrids, this paper firstly establishes an optimization model of coordinated voltage regulation of multiple microgrids considering the coordination of source, grid, load and storage. Since the difficulty of solving the above optimization problem, it is further reformulated as a Markov game. Then, a novel collaborative voltage regulation algorithm based on multi-agent deep reinforcement learning (MADRL) is proposed. In order to improve the scalability of the algorithm, an attention mechanism is introduced into the multi-agent deep reinforcement learning algorithm. The simulation results show that the proposed algorithm can coordinate with multiple microgrids to regulate the voltage to a safe range.","2767-9861","979-8-3503-2105-0","10.1109/DDCLS58216.2023.10166110","National Natural Science Foundation of China(grant numbers:52077106); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10166110","Multi-microgrids;Voltage regulation;MADRL;Attention mechanism","Deep learning;Privacy;Scalability;Simulation;Clustering algorithms;Microgrids;Reinforcement learning","deep learning (artificial intelligence);distributed power generation;learning (artificial intelligence);Markov processes;multi-agent systems;optimisation;power engineering computing;power generation control;reinforcement learning;voltage control","coordinated operation;coordinated voltage regulation;deep reinforcement learning approach;microgrid cluster operation;microgrid clusters;multiagent deep reinforcement learning algorithm;multimicrogrids;multiple microgrids;novel collaborative voltage regulation algorithm;optimization problem","","","","20","IEEE","7 Jul 2023","","","IEEE","IEEE Conferences"
"Automated Calibration of Planar Cable-Driven Parallel Manipulators by Reinforcement Learning in Joint-Space","M. M. Aref; J. Mattila","Laboratory of Automation and Hydraulic Engineering, Tampere University of Technology, Tampere, Finland; Laboratory of Automation and Hydraulic Engineering, Tampere University of Technology, Tampere, Finland","2018 6th RSI International Conference on Robotics and Mechatronics (IcRoM)","4 Mar 2019","2018","","","172","177","Benefiting from modularity, cable-driven parallel robots (CDPRs) are capable of being reconfigurable by changes in their attachment points and, therefore, significant changes in their kinematic structures. Due to their wide-range motion, measuring CDPRs' fixed attachment points location can be limiting. This paper tackles the problem of identifying the manipulators' geometry based on their interoceptive sensors by reinforcement learning. We propose using Jacobian matrix elements to map rewards and actions into joint space without the appearance of local minimums and multiple solutions of forward kinematics. Feasibility of this method is demonstrated by a planar redundant CDPR. Without an expensive tracking system, the robot is capable of autocalibration based on the cable length measurements (actuator feedback) and quantization factors of any configuration space, while keeping all the cables under tension force. For instance, if the workspace is discretized with a grid resolution of 1 cm, this algorithm is capable of reducing the initial error of 2.2 m, as low as 1 cm. Further extension of this method toward higher technology readiness levels can improve the possibility of commercializing these manipulators toward plug-and-play setups.","2572-6889","978-1-7281-0127-9","10.1109/ICRoM.2018.8657644","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8657644","","Robots;Mechatronics;Parallel processing;Tracking loops","cables (mechanical);calibration;end effectors;geometry;Jacobian matrices;learning (artificial intelligence);manipulator dynamics;manipulator kinematics;mobile robots;motion control","automated calibration;planar cable-driven parallel manipulators;reinforcement learning;joint-space;cable-driven parallel robots;kinematic structures;wide-range motion;CDPRs' fixed attachment points location;interoceptive sensors;Jacobian matrix elements;forward kinematics;planar redundant CDPR;expensive tracking system;quantization factors;configuration space;manipulators geometry","","","","9","IEEE","4 Mar 2019","","","IEEE","IEEE Conferences"
"Reinforcement Stacked Learning with Semantic-Associated Attention for Visual Question Answering","X. Xiao; C. Zhang; S. Xiang; C. Pan","Tencent, Shanghai, China; School of Computer Science and Technology, Beijing Institute of Technology; Institute of Automation, Chinese Academy of Science; Institute of Automation, Chinese Academy of Science","ICASSP 2021 - 2021 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","13 May 2021","2021","","","4170","4174","The task of visual question answering (VQA) is to generate an answer for a question according to the content of an image being asked. In this process, the critical problems of effectively embedding the question feature and image feature as well as transforming the features to the prediction of answer are still faithfully unresolved. In this paper, depending on these problems, a semantic-associated attention method and a reinforcement stacked learning mechanism are proposed. Firstly, within the associations of high-level semantics, a visual spatial attention model (VSA) and a multi-semantic attention model (MSA) are proposed to extract the low-level image feature and high-level semantic feature, respectively. Furthermore, we develop a reinforcement stacked learning architecture, which splits the transformation process into multiple stages, to gradually approach the answers. At each stage, a new reinforcement learning (RL) method is introduced to directly criticize inappropriate answers to optimize the model. The extensive experiments on the VQA task show that our method can achieve state-of-the-art performance.","2379-190X","978-1-7281-7605-5","10.1109/ICASSP39728.2021.9414636","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9414636","VQA;Deep Learning;LSTM;Attention;Reinforcement Learning","Learning systems;Visualization;Semantics;Reinforcement learning;Signal processing;Feature extraction;Knowledge discovery","feature extraction;learning (artificial intelligence);video signal processing","visual question answering;question feature;semantic-associated attention method;reinforcement stacked learning mechanism;high-level semantics;visual spatial attention model;multisemantic attention model;low-level image feature;high-level semantic feature;transformation process;reinforcement learning method;inappropriate answers;VQA task show","","","","17","IEEE","13 May 2021","","","IEEE","IEEE Conferences"
"Autonomous navigation for indoor mobile robots based on reinforcement learning","L. Ge; X. Zhou; C. Zhang","Automation School Beijing University of Posts and Telecommunications, Beijing, China; Automation School Beijing University of Posts and Telecommunications, Beijing, China; Neolix Technologies Co., Ltd, Beijing, China","2021 2nd International Conference on Artificial Intelligence and Computer Engineering (ICAICE)","24 Jun 2022","2021","","","246","250","The algorithm of building a map based on SLAM (simultaneous localization and mapping) in indoor environment and using the map for autonomous localization and navigation is mature and has more successful cases applied in practical scenarios, but the cost of building a map is still very expensive, we try to use mapless method to achieve autonomous navigation of robots, according to the human in unknown environment can clearly reach the target location because human in We try to analogize human decision making thinking from the direction of intelligent decision making to guide mobile robots to achieve autonomous navigation, and reinforcement learning is an important algorithm to achieve intelligent decision making. In this paper, We use reinforcement learning methods from the original images acquired by the vision sensors for the robot to learn the optimal decision navigation method from the initial position to the target position. The experiment showed good results","","978-1-6654-2186-7","10.1109/ICAICE54393.2021.00056","Beijing University of Posts and Telecommunications(grant numbers:2021-YC-A298); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9797670","reinforcement learning;robot navigition;DQN;Intelligent decision","Training;Simultaneous localization and mapping;Navigation;Decision making;Buildings;Reinforcement learning;Vision sensors","decision making;learning (artificial intelligence);mobile robots;navigation;path planning;robot vision;SLAM (robots)","autonomous navigation;indoor mobile robots;indoor environment;autonomous localization;unknown environment;human decision;intelligent decision making;reinforcement learning methods;optimal decision navigation method","","","","10","IEEE","24 Jun 2022","","","IEEE","IEEE Conferences"
"Reinforcement Learning Applied to Agent Path Planning","F. Sun; X. Wu; G. Long","Key Laboratory of Intelligent Analysis and Decision on Complex Systems, School of Science, Chongqing University of Posts and Telecommunications, Chongqing, P.R. China; Key Laboratory of Intelligent Air-Ground Cooperative Control for Universities in Chongqing, College of Automation, Chongqing University of Posts and Telecommunications, Chongqing, P.R. China; Shangbaotian Primary School, Panzhou, Liupanshui, P.R. China","2022 41st Chinese Control Conference (CCC)","11 Oct 2022","2022","","","3639","3644","This paper provides an enhanced Q-learning algorithm for agent path planning in traditional grid maps, which solves the problem of agent path planning in grid maps. In an unknown environment, the classic Q-learning algorithm addresses the agent's path planning problem. However, there are several limits to this strategy in terms of path planning: the agent could only move nearby grids, and the step size is only one frame. Improved Q-learning algorithm, including changes the agent's direction and step size. The action direction of agents is increased from four to eight. The movement step of agents is raised from one to three frames. The new method makes the convergence faster and proxy path smoother. Finally, a set of simulation tests are presented to validate the modified Q-learning algorithm.","1934-1768","978-988-75815-3-6","10.23919/CCC55666.2022.9901681","National Natural Science Foundation of China(grant numbers:61673080,61773082); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9901681","Agent;Path planning;Q-learning;Grid method","Q-learning;Simulation;Path planning;Convergence","cartography;collision avoidance;mobile robots;reinforcement learning","agent path planning;classic Q-learning algorithm;collision-free path;enhanced Q-learning algorithm;grid maps;improved Q-learning algorithm;modified Q-learning algorithm;proxy path;reinforcement learning","","","","21","","11 Oct 2022","","","IEEE","IEEE Conferences"
"Uncertainty-Guided Active Reinforcement Learning with Bayesian Neural Networks","X. Wu; M. El-Shamouty; C. Nitsche; M. F. Huber","Cyber Cognitive Intelligence Department, Fraunhofer IPA; Robot and Assistive Systems Department, Fraunhofer IPA; Cyber Cognitive Intelligence Department, Fraunhofer IPA; Cyber Cognitive Intelligence Department, Fraunhofer IPA","2023 IEEE International Conference on Robotics and Automation (ICRA)","4 Jul 2023","2023","","","5751","5757","Recent advances in Reinforcement Learning (RL) have made significant contributions in past years by offering intelligent solutions to solve robotic tasks. However, most RL algorithms, especially the model-free RL, are plagued by low learning efficiency and safety problems. In this paper, we propose using the Bayesian Neural Networks (BNNs) to guide the agent exploring actively to enhance the learning efficiency in RL and investigate the potential of recognizing safety risks in working environments with uncertainty information. We compare two types of uncertainty quantification methods in both action and state spaces. To validate our method, we visualize the quantified uncertainty in robot environments with or without safety hazards. Moreover, we evaluate the learning efficiency and safety performance of the RL agents learned with BNNs on different robotic tasks.","","979-8-3503-2365-8","10.1109/ICRA48891.2023.10160686","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10160686","","Industries;Visualization;Uncertainty;Service robots;Neural networks;Reinforcement learning;Hazards","control engineering computing;neural nets;reinforcement learning;robots","Bayesian neural networks;BNN;intelligent solutions;low learning efficiency;model-free RL;quantified uncertainty;RL agents;RL algorithms;robot environments;robotic tasks;safety hazards;safety performance;safety problems;safety risks;uncertainty information;uncertainty quantification methods;uncertainty-guided active reinforcement learning","","","","46","IEEE","4 Jul 2023","","","IEEE","IEEE Conferences"
"Coordination of a Multi Robot System for Pick and Place Using Reinforcement Learning","X. Lan; Y. Qiao; B. Lee","Software Research Institute Technological University of the Shannon, Athlone, Ireland; Software Research Institute Technological University of the Shannon, Athlone, Ireland; Software Research Institute Technological University of the Shannon, Athlone, Ireland","2022 2nd International Conference on Computers and Automation (CompAuto)","6 Feb 2023","2022","","","87","92","Recent advances in deep reinforcement learning are enabling the creation and use of powerful agent systems in complex areas such as multi-robot coordination. These show great promise to help solve many of the difficult challenges of rapidly growing domains such as smart manufacturing. In this paper we describe our ongoing work on the use of single agent deep reinforcement learning to optimise coordination in a multi-robot pick and place (PnP) system. We describe the implementation of the DQN agent as well as a bespoke multi robot PnP simulator, implemented as an OpenAI Gym environment. We present our initial results and outline future work.","","978-1-6654-8194-6","10.1109/CompAuto55930.2022.00024","SFI(grant numbers:SFI/16/RC/3918); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10027088","simulator;pick and place;deep reinforcement learning;multi-robot system","Deep learning;Computers;Job shop scheduling;Automation;Robot kinematics;Reinforcement learning;Feeds","control engineering computing;deep learning (artificial intelligence);manipulators;multi-agent systems;multi-robot systems;optimisation;reinforcement learning","bespoke multirobot PnP simulator;complex areas;DQN agent;multirobot coordination;multirobot pick and place system;multirobot system;OpenAI Gym environment;powerful agent systems;show great promise;single agent deep reinforcement learning;smart manufacturing","","","","22","IEEE","6 Feb 2023","","","IEEE","IEEE Conferences"
