"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Reinforcement Learning Control of A Novel Magnetic Actuated Flexible-joint Robotic Camera System for Single Incision Laparoscopic Surgery","D. Xu; Y. Zhang; W. Tan; H. Wei","School of Automation Science and Electrical Engineering, Beihang University, Beijing, China; School of Automation Science and Electrical Engineering, Beihang University, Beijing, China; School of Mechanical Engineering and Automation, Beihang University, Beijing, China; School of Mechanical Engineering and Automation, Beihang University, Beijing, China","2021 IEEE International Conference on Robotics and Automation (ICRA)","18 Oct 2021","2021","","","1236","1241","This paper describes the control of a novel Magnetic Actuated Flexible-joint Robotic Surgical (MAFRS) camera system with four degrees of freedom (4-DOF) for single incision laparoscopic surgery. Based on the idea of motion decoupling, we designed a novel MAFRS system which is consists of an external driving device and a motor-free insertable wireless robotic device with a hollow flexible joint. Due to the problems of abdominal wall obstruction and variability in abdominal wall thickness during the actual application of the MAFRS system, as well as the existence of multiple permanent magnets and magnetically conductive media, high- precision position and attitude control of the insertable device without onboard motors has always been a challenge. We use the external driving device to generate a magnetic field to control the position and attitude of the internal robotic device. Aiming at the automatic precise tilt motion control of the novel MAFRS camera system, we have developed a closed-loop control scheme using the Deep Deterministic Policy Gradient (DDPG) algorithm. By referring to the damping characteristics of human muscles, a virtual-muscle method is proposed to eliminate the chattering problem of the MAFRS camera at specific angles. The experimental investigations indicate that the internal robotic device can be effectively controlled under different abdominal wall thicknesses. The tilt motion control accuracy is within 0.5°, and it has good adaptability and antiinterference performance.","2577-087X","978-1-7281-9077-8","10.1109/ICRA48506.2021.9560927","Nature; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9560927","","Motion planning;Wireless communication;Minimally invasive surgery;Attitude control;Magnetomechanical effects;Robot vision systems;Reinforcement learning","attitude control;closed loop systems;damping;medical robotics;motion control;muscle;position control;surgery","flexible-joint robotic camera system;single incision laparoscopic surgery;novel Magnetic Actuated Flexible-joint Robotic Surgical;4-DOF;motion decoupling;MAFRS system;external driving device;motor-free insertable wireless robotic device;hollow flexible joint;abdominal wall obstruction;abdominal wall thickness;multiple permanent magnets;magnetically conductive media;high- precision position;attitude control;insertable device;onboard motors;magnetic field;internal robotic device;automatic precise tilt motion control;MAFRS camera system;closed-loop control scheme;Deep Deterministic Policy Gradient algorithm;different abdominal wall thicknesses;motion control accuracy","","","","17","IEEE","18 Oct 2021","","","IEEE","IEEE Conferences"
"Generalized model learning for Reinforcement Learning on a humanoid robot","T. Hester; M. Quinlan; P. Stone","Department of Computer Science, University of Texas, Austin, Austin, TX, USA; Department of Computer Science, University of Texas, Austin, Austin, TX, USA; Department of Computer Science, University of Texas, Austin, Austin, TX, USA","2010 IEEE International Conference on Robotics and Automation","15 Jul 2010","2010","","","2369","2374","Reinforcement learning (RL) algorithms have long been promising methods for enabling an autonomous robot to improve its behavior on sequential decision-making tasks. The obvious enticement is that the robot should be able to improve its own behavior without the need for detailed step-by-step programming. However, for RL to reach its full potential, the algorithms must be sample efficient: they must learn competent behavior from very few real-world trials. From this perspective, model-based methods, which use experiential data more efficiently than model-free approaches, are appealing. But they often require exhaustive exploration to learn an accurate model of the domain. In this paper, we present an algorithm, Reinforcement Learning with Decision Trees (RL-DT), that uses decision trees to learn the model by generalizing the relative effect of actions across states. The agent explores the environment until it believes it has a reasonable policy. The combination of the learning approach with the targeted exploration policy enables fast learning of the model. We compare RL-DT against standard model-free and model-based learning methods, and demonstrate its effectiveness on an Aldebaran Nao humanoid robot scoring goals in a penalty kick scenario.","1050-4729","978-1-4244-5038-1","10.1109/ROBOT.2010.5509181","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5509181","","Humanoid robots;Decision trees;Machine learning;Learning systems;Robotics and automation;USA Councils;Computer science;Decision making;Robot programming;Helicopters","decision making;decision trees;generalisation (artificial intelligence);humanoid robots;learning (artificial intelligence);mobile robots;multi-robot systems","generalized model learning;reinforcement learning;autonomous robot;decision making;robot programming;decision trees;Aldebaran Nao humanoid robot","","51","2","14","IEEE","15 Jul 2010","","","IEEE","IEEE Conferences"
"Learning-Driven Exploration for Reinforcement Learning","M. Usama; D. E. Chang","School of Electrical Engineering, KAIST, Daejeon, Korea; School of Electrical Engineering, KAIST, Daejeon, Korea","2021 21st International Conference on Control, Automation and Systems (ICCAS)","28 Dec 2021","2021","","","1146","1151","Effective and intelligent exploration remains an unresolved problem for reinforcement learning. Most contemporary reinforcement learning relies on simple heuristic strategies which are unable to intelligently distinguish the well-explored and the unexplored regions of state space, which can lead to inefficient use of training time. We introduce entropy-based exploration (EBE) that enables an agent to explore efficiently the unexplored regions of state space. EBE quantifies the agent's learning in a state using state-dependent action values and adaptively explores the state space, i.e. more exploration for the unexplored region of the state space. We perform experiments on a diverse set of environments and demonstrate that EBE enables efficient exploration that ultimatelyresults in faster learning withouthaving totune anyhyperparameter. The code to reproduce the experimentsisgiven at https://github.com/Usama1002/EBE-Exploration and the supplementary video is given at https://youtu.be/nJggIjjzKic.","2642-3901","978-89-93215-21-2","10.23919/ICCAS52745.2021.9649810","IITP(grant numbers:2021-0-00590); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9649810","reinforcement learning;exploration;robotics","Training;Codes;Automation;Reinforcement learning;Aerospace electronics;Control systems;Entropy","entropy;optimisation;reinforcement learning;state-space methods","state space;state-dependent action values;intelligent exploration;reinforcement learning;heuristic strategy;entropy-based exploration;agent exploration","","3","","25","","28 Dec 2021","","","IEEE","IEEE Conferences"
"Reinforcement Strategy Using Quantum Amplitude Amplification for Robot Learning","D. Daoyi; C. Chunlin; Li Hanxiong","Department of Manufacturing Engineering and Engineering Management, City University of Hong Kong, Hong Kong, China; Department of Control and Systems Engineering, Nanjing University, Nanjing, China; Department of Manufacturing Engineering and Engineering Management, City University of Hong Kong, Hong Kong, China","2007 Chinese Control Conference","15 Oct 2007","2007","","","571","575","Quantum amplitude amplification is a kind of useful technique in quantum computation and it can boost the success probability of some quantum algorithms. Reinforcement strategy in reinforcement learning is essentially to boost the selection probability of ""good"" action. Considering the common characteristics, this paper uses the idea of amplitude amplification to reinforcement learning as a new reinforcement strategy, proposes a learning algorithm based on quantum amplitude amplification and demonstrates its effectiveness through simulated experiments.","1934-1768","978-7-81124-055-9","10.1109/CHICC.2006.4347206","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4347206","Reinforcement Learning;Quantum Amplitude Amplification;Robot Learning;Reinforcement Strategy","Learning;Quantum computing;Artificial intelligence;Robot sensing systems;Control systems;Intelligent robots;Quantum mechanics;Mobile robots;Information processing;Fuzzy logic","learning (artificial intelligence);probability;quantum computing;robots","quantum amplitude amplification;robot learning;quantum computation;success probability;quantum algorithm;reinforcement learning;selection probability","","2","","26","IEEE","15 Oct 2007","","","IEEE","IEEE Conferences"
"Coordination of hydraulic manipulators by reinforcement learning","M. Karpenko; J. Anderson; N. Sepehri","Department of Mechanical and Manufacturing Engineering, University of Manitoba, Winnipeg, MAN, Canada; Department of Computer Science, University of Manitoba, Canada; Department of Mechanical and Manufacturing Engineering, University of Manitoba, Winnipeg, MAN, Canada","2006 American Control Conference","24 Jul 2006","2006","","","6 pp.","","In this paper, a reinforcement learning method is applied to coordinate a pair of horizontal hydraulic actuators engaged in the cooperative positioning of an object. The goal is to enable the actuators to discover how to intelligently select control actions that tend to reduce the interaction forces directed along the axis of motion, while maintaining the desired trajectory. First, a detailed and realistic dynamic model of the entire system is derived. A multi-layer reinforcement learning neural network control architecture is designed next to regulate the interaction force during positioning. To regulate the interaction force, the neural network measures the interaction force and proposes a modification to the a priori prescribed formation constrained position trajectory. Each actuator system is outfitted with such a neural controller so that a decentralized reinforcement learning control system results. Simulations demonstrate the efficacy of the approach towards reducing the interaction forces and minimizing the associated object internal force in a single degree of freedom","2378-5861","1-4244-0210-7","10.1109/ACC.2006.1657214","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1657214","","Learning;Force measurement;Intelligent actuators;Force control;Neural networks;Control systems;Hydraulic actuators;Intelligent control;Motion control;Multi-layer neural network","control system synthesis;decentralised control;intelligent control;learning (artificial intelligence);manipulator dynamics;motion control;neurocontrollers;position control","hydraulic manipulator coordination;horizontal hydraulic actuators;cooperative positioning;intelligent control;motion control;multilayer reinforcement learning;neural network control architecture;formation constrained position trajectory;decentralized control system","","2","","13","","24 Jul 2006","","","IEEE","IEEE Conferences"
"Reinforcement Learning based Path Planning of the Mobile Agents with Constrained Locomotion for the Material Handling Applications","S. Veeramani; S. Muthuswamy","Centre for AI, IoT and Robotics Department of Mechanical Engineering, Indian Institue of Information Technology, Design and Manufacturing, Kancheepuram, Chennai, India; Centre for AI, IoT and Robotics Department of Mechanical Engineering, Indian Institue of Information Technology, Design and Manufacturing, Kancheepuram, Chennai, India","2020 IEEE 4th Conference on Information & Communication Technology (CICT)","8 Jan 2021","2020","","","1","5","This paper presents the intelligent path planning model of the mobile base agent of SwarmItFIX robot with novel Swing and Dock (SaD) locomotion for material handling/transfer applications. In this work, the Markov Decision Process (MDP) path planning problem of SaD agent is solved using two Reinforcement Learning (RL) based dynamic programming methods viz Policy Iteration (PI), and Value Iteration (VI). Being tested with 16 different test cases, both the algorithms return the optimal sequence of steps with reduced makespan for the mobile agents to reach the goal positions positively. The results of both the methods were compared with each other in the section V, and found to be convincing. Hence the proposed control scheme is being implemented in the SwarmItFIX setup available at the University of Genova, Italy.","","978-0-7381-2447-6","10.1109/CICT51604.2020.9311923","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9311923","SaD agent;SwarmItFIX intelligent robots;Material Handling System;Path planning;Dynamic programming","Path planning;Computational modeling;Legged locomotion;Mathematical model;Materials handling;Heuristic algorithms;Mobile agents","dynamic programming;iterative methods;learning (artificial intelligence);Markov processes;materials handling;mobile robots;path planning","Value Iteration;dynamic programming methods viz Policy;SaD agent;Markov Decision Process path planning problem;SwarmItFIX robot;mobile base agent;intelligent path planning model;material handling applications;constrained locomotion;mobile agents","","2","","9","IEEE","8 Jan 2021","","","IEEE","IEEE Conferences"
"Reinforcement Learning for Robots Path Planning with Rule-based Shallow-trial","K. Tang; H. Fu; H. Jiang; C. Liu; L. Wang","Department of Control and Systems Engineenng, School of Management and Engineering, Nanjing University, Nanjing, China; Department of Control and Systems Engineerin, School of Management and Engineering, Nanjing University, Mianyang, China; Southwest University of Science and Technology, Mianyang, Sichuan, CN; School of Manufacturing Science and Engineenng, Key Laboratory of Testing Technology for Manufacturing Process of Ministry of Education, Southwest University of Science and Technology, Mianyang, China; Department of Control and Systems Engineenng, Nanjing University, Nanjing, China","2019 IEEE 16th International Conference on Networking, Sensing and Control (ICNSC)","24 Jun 2019","2019","","","340","345","A key skill for mobile robots is the ability to navigate efficiently through their environment, and reinforcement learning is widely used in path planning for mobile robots. However, this algorithm has a slow convergence speed and a large number of iterations. There are few studies on how to improve learning efficiently from the perspective of acquisition in rule-based shallow-trial strategy. In biological world, animals depend on their own empirical knowledge when making path planing. Humanity has transcendental knowledge, which is of great help to peoples navigation. We take the transcendental knowledge of human behavior, and express it acts as shallow-trial rules, then apply the rule-based shallow-trial reinforcement learning(RSRL) to the navigation learning of robot and improve learning efficiently.","","978-1-7281-0084-5","10.1109/ICNSC.2019.8743192","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8743192","Reinforcement learning;Shallow-trial;Path planing;Rule-based","Path planning;Navigation;Reinforcement learning;Task analysis;Robot sensing systems;Mobile robots","learning (artificial intelligence);mobile robots;path planning","mobile robots;rule-based shallow-trial strategy;empirical knowledge;path planing;transcendental knowledge;rule-based shallow-trial reinforcement learning;robot path planning;convergence speed","","1","","21","IEEE","24 Jun 2019","","","IEEE","IEEE Conferences"
"Learning Emergent Discrete Message Communication for Cooperative Reinforcement Learning","S. Li; Y. Zhou; R. Allen; M. J. Kochenderfer","Department of Aeronautics and Astronautics, Stanford University; Lincoln Laboratory, Massachusetts Institute of Technology; Lincoln Laboratory, Massachusetts Institute of Technology; Department of Aeronautics and Astronautics, Stanford University","2022 International Conference on Robotics and Automation (ICRA)","12 Jul 2022","2022","","","5511","5517","Communication is an important factor that en-ables agents to work cooperatively in multi-agent reinforcement learning (MARL) contexts. Prior work used continuous message communication whose high representational capacity comes at the expense of interpretability. Allowing agents to learn their own discrete emergent message communication protocols can increase the interpretability for human designers and other agents. This paper proposes a method to generate discrete messages analogous to human languages. Discrete message communication is achieved by a broadcast-and-listen mecha-nism based on self-attention. We show that discrete message communication has performance comparable to continuous message communication but with a much smaller vocabulary size. Discrete message communication protocols can potentially be used for human-agent interaction.","","978-1-7281-9681-7","10.1109/ICRA46639.2022.9812285","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9812285","","Measurement;Vocabulary;Protocols;Automation;Reinforcement learning;Bandwidth","learning (artificial intelligence);multi-agent systems;protocols;telecommunication computing","discrete emergent message communication protocols;discrete messages;continuous message communication;discrete message communication protocols;human-agent interaction;cooperative reinforcement learning;multiagent reinforcement learning contexts;high representational capacity;learning emergent discrete message communication;MARL contexts;broadcast-and-listen mechanism;self-attention","","1","","25","IEEE","12 Jul 2022","","","IEEE","IEEE Conferences"
"Intrinsically Motivated Self-supervised Learning in Reinforcement Learning","Y. Zhao; C. Du; H. Zhao; T. Li","Peking University, Haidian, Beijing, China; Tsinghua University, Haidian, Beijing, China; Tsinghua University, Haidian, Beijing, China; Peking University, Haidian, Beijing, China","2022 International Conference on Robotics and Automation (ICRA)","12 Jul 2022","2022","","","3605","3615","In vision-based reinforcement learning (RL) tasks, it is prevalent to assign auxiliary tasks with a surrogate self-supervised loss so as to obtain more semantic representations and improve sample efficiency. However, abundant information in self-supervised auxiliary tasks has been disregarded, since the representation learning part and the decision-making part are separated. To sufficiently utilize information in auxiliary tasks, we present a simple yet effective idea to employ self-supervised loss as an intrinsic reward, called Intrinsically Motivated Self-Supervised learning in Reinforcement learning (IM-SSR). We formally show that the self-supervised loss can be decomposed as exploration for novel states and robustness improvement from nuisance elimination. IM-SSR can be effortlessly plugged into any reinforcement learning with self-supervised auxiliary objectives with nearly no additional cost. Combined with IM-SSR, the previous underlying algorithms achieve salient improvements on both sample efficiency and generalization in various vision-based robotics tasks from the DeepMind Control Suite, especially when the reward signal is sparse.","","978-1-7281-9681-7","10.1109/ICRA46639.2022.9812213","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9812213","","Representation learning;Costs;Automation;Semantics;Decision making;Reinforcement learning;Self-supervised learning","decision making;image representation;reinforcement learning;robot vision;supervised learning","vision-based reinforcement learning tasks;semantic representations;self-supervised auxiliary tasks;decision-making part;self-supervised loss;intrinsic reward;IM-SSR;vision-based robotics tasks;intrinsically motivated self-supervised learning;DeepMind Control Suite","","1","","25","IEEE","12 Jul 2022","","","IEEE","IEEE Conferences"
"Learning Crowd-Aware Robot Navigation from Challenging Environments via Distributed Deep Reinforcement Learning","S. Matsuzaki; Y. Hasegawa","Honda R&D Co., LTD.; Honda R&D Co., LTD.","2022 International Conference on Robotics and Automation (ICRA)","12 Jul 2022","2022","","","4730","4736","This paper presents a deep reinforcement learning (DRL) sframework for safe and efficient navigation in crowded environments. Here, the robot learns cooperative behavior using a new reward function that penalizes robot actions interfering with the pedestrian's movement. Also, we propose a simulated pedestrian policy reflecting data from actual pedestrian movements. Furthermore, we introduce a collision detection that considers the pedestrian's personal space to generate affinity robot behavior. To efficiently explore this simulation environment, we propose distributed learning using Ape-X [1]. We deployed the robot in a real environment and verified its crowd-aware navigation performance compared with an actual human in terms of path length, travel time, and the number of abrupt avoidances.","","978-1-7281-9681-7","10.1109/ICRA46639.2022.9812011","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9812011","","Training;Computer aided instruction;Automation;Navigation;Distance learning;Reinforcement learning;Behavioral sciences","human-robot interaction;learning (artificial intelligence);mobile robots;navigation;path planning;pedestrians;road traffic","learning crowd-aware robot navigation;distributed deep reinforcement learning;deep reinforcement learning sframework;safe navigation;efficient navigation;crowded environments;reward function;robot actions;simulated pedestrian policy;actual pedestrian movements;affinity robot behavior;simulation environment;crowd-aware navigation performance","","1","","37","IEEE","12 Jul 2022","","","IEEE","IEEE Conferences"
"Reinforcement learning of path-finding behaviour by a mobile robot","K. Malmstrom; L. Munday; J. Sitte","School of Mechanical, Manufacturing, and Medical Engineering, Queensland University of Technology; School of Mechanical, Manufacturing, and Medical Engineering, Queensland University of Technology; School of Computing Science, Queensland University of Technology","1996 Australian New Zealand Conference on Intelligent Information Systems. Proceedings. ANZIIS 96","6 Aug 2002","1996","","","334","337","We describe how a simple autonomous mobile robot can learn to navigate towards a goal while avoiding obstacles. A neural network determines the actions of the robot in response to the inputs from an array of infrared sensors. A reinforcement learning algorithm adjusts the weights of the neural network until the appropriate ""action mapping"" from sensor input to action output is found. Learning takes place in real time in the robot. The learning method is generic and therefore suitable for any robot with similar sensor and effectors.","","0-7803-3667-4","10.1109/ANZIIS.1996.573977","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=573977","","Learning;Mobile robots;Robot sensing systems;Infrared sensors;Navigation;Neural networks;Sensor arrays;Sensor systems;Diodes;Infrared detectors","mobile robots;path planning;intelligent control;learning (artificial intelligence);navigation;position control;neurocontrollers;infrared imaging;real-time systems","reinforcement learning;path-finding behaviour;mobile robot;navigation;obstacle avoidance;neural network;infrared sensors;weight adjustment;action mapping;sensor input;action output;real time;sensor;effectors","","","","6","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
