"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Policy gradient reinforcement learning for fast quadrupedal locomotion","N. Kohl; P. Stone","Department of Computer Sciences, University of Texas, Austin, Austin, TX, USA; Department of Computer Sciences, University of Texas, Austin, Austin, TX, USA","IEEE International Conference on Robotics and Automation, 2004. Proceedings. ICRA '04. 2004","6 Jul 2004","2004","3","","2619","2624 Vol.3","This paper presents a machine learning approach to optimizing a quadrupedal trot gait for forward speed. Given a parameterized walk designed for a specific robot, we propose using a form of policy gradient reinforcement learning to automatically search the set of possible parameters with the goal of finding the fastest possible walk. We implement and test our approach on a commercially available quadrupedal robot platform, namely the Sony Aibo robot. After about three hours of learning, all on the physical robots and with no human intervention other than to change the batteries, the robots achieved a gait faster than any previously known gait known for the Aibo, significantly outperforming a variety of existing hand-coded and learned solutions.","1050-4729","0-7803-8232-3","10.1109/ROBOT.2004.1307456","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1307456","","Legged locomotion;Robotics and automation;Machine learning;Leg;Humans;Testing;Robot control;Stability;Friction;Hardware","learning (artificial intelligence);gradient methods;legged locomotion","policy gradient reinforcement learning;fast quadrupedal locomotion;machine learning;quadrupedal trot gait;Sony Aibo robot","","286","3","17","IEEE","6 Jul 2004","","","IEEE","IEEE Conferences"
"A Reinforcement Learning Based Dynamic Walking Control","Y. Mao; J. Wang; P. Jia; S. Li; Z. Qiu; Le Zhang; Z. Han","State Key Laboratory of Intelligent Technology and Systems, Department of Computer Science and Technology, Tsinghua University, Beijing, China; State Key Laboratory of Intelligent Technology and Systems, Department of Computer Science and Technology, Tsinghua University, Beijing, China; State Key Laboratory of Intelligent Technology and Systems, Department of Computer Science and Technology, Tsinghua University, Beijing, China; State Key Laboratory of Intelligent Technology and Systems, Department of Computer Science and Technology, Tsinghua University, Beijing, China; State Key Laboratory of Intelligent Technology and Systems, Department of Computer Science and Technology, Tsinghua University, Beijing, China; State Key Laboratory of Intelligent Technology and Systems, Department of Computer Science and Technology, Tsinghua University, Beijing, China; State Key Laboratory of Intelligent Technology and Systems, Department of Computer Science and Technology, Tsinghua University, Beijing, China","Proceedings 2007 IEEE International Conference on Robotics and Automation","21 May 2007","2007","","","3609","3614","A quasi-passive dynamic walking robot is built to study natural and energy-efficient biped walking. The robot is actuated by MACCEPA actuators. A reinforcement learning based control method is proposed to enhance the robustness and stability of the robot's walking. The proposed method first learns the desired gait for the robot's walking on a flat floor. Then a fuzzy advantage learning method is used to control it to walk on uneven floor. The effectiveness of the method is verified by simulation results.","1050-4729","1-4244-0601-3","10.1109/ROBOT.2007.364031","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4209649","passive dynamic walking;reinforcement learning;fuzzy advantage learning;biped robot","Learning;Legged locomotion;Robust stability;Knee;Robot sensing systems;Robotics and automation;Robot control;Leg;Actuators;Energy efficiency","fuzzy control;learning (artificial intelligence);learning systems;legged locomotion;robot dynamics;robust control","reinforcement learning;dynamic walking control;quasipassive dynamic walking robot;biped walking;MACCEPA actuators;robustness;stability;fuzzy advantage learning method","","15","","9","IEEE","21 May 2007","","","IEEE","IEEE Conferences"
"Application of Reinforcement Learning to UR10 Positioning for Prioritized Multi-Step Inspection in NVIDIA Omniverse","F. Bahrpeyma; A. Sunilkumar; D. Reichelt","Dresden University of Applied Sciences, Dresden, Germany; Dresden University of Applied Sciences, Dresden, Germany; Dresden University of Applied Sciences, Dresden, Germany","2023 IEEE Symposium on Industrial Electronics & Applications (ISIEA)","15 Aug 2023","2023","","","1","6","Sequential multi-step operations have long played an important role in manufacturing systems. In high level multi-step manufacturing processes, multiple operations are carried out in sequence on different machines/robots, while in low level applications, multi-step operations are performed by a single robot. This paper in particular studies the multi-step inspection problem with focus on robot-positioning. Traditionally, multi-step robot positioning was implemented in engineering cycles under a set of predetermined conditions. Nonetheless, due to recent trends towards mass-customization, the dynamic nature of working environments coupled with uncertainty has imposed multi-step robot positioning tasks with challenges that transcend static engineering cycles and require an automated adaptation process when dealing new products. Based on the requirements associated with multi-step inspection processes (in the context of mass-customization), and the associated dynamicity and uncertainty, this paper investigates the use of reinforcement learning in bringing automation into the development of inspection systems by focusing on the multi-step robot positioning problem. The simulations have been implemented for a set of state of the art reinforcement learning algorithm including DDPG, TD3, TRPO and PPO via NVIDIA Omniverse, Isaac Sim environment. Our experiments indicated that TRPO demonstrated the overall best performance for the accuracy in visiting the inspection points and job rejection rate, whereas PPO, as a theoretically more capable method, exhibited a lower performance.","2472-7660","979-8-3503-4749-4","10.1109/ISIEA58478.2023.10212317","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10212317","Multi-step robotic tasks;robotics;Reinforcement Learning;PPO;TROP;TD3","Uncertainty;Sensitivity;Trajectory planning;Heuristic algorithms;Reinforcement learning;Inspection;Robot sensing systems","control engineering computing;industrial robots;inspection;manufacturing processes;mass production;position control;product customisation;production engineering computing;reinforcement learning;solid modelling","automated adaptation process;DDPG;high level multistep manufacturing processes;inspection systems;Isaac Sim environment;job rejection rate;manufacturing systems;mass-customization;multistep inspection processes;multistep robot positioning problem;NVIDIA Omniverse;PPO;prioritized multistep inspection;reinforcement learning;sequential multistep operations;static engineering cycles;TD3;TRPO;UR10 positioning","","1","","16","IEEE","15 Aug 2023","","","IEEE","IEEE Conferences"
"Reinforcement adaptive learning neural network based friction compensation for high speed and precision","Y. H. Kim; F. L. Lewis","Automation and Robotics Research Institute, University of Texas, Arlington, Fort Worth, TX, USA; Automation and Robotics Research Institute, University of Texas, Arlington, Fort Worth, TX, USA","Proceedings of the 37th IEEE Conference on Decision and Control (Cat. No.98CH36171)","6 Aug 2002","1998","1","","1064","1069 vol.1","There is an increasing number of applications in high precision motion control systems in manufacturing, i.e., ultra-precision machining, assembly of small components and micro devices. It is very difficult to assure such accuracy due to many factors affecting the precision of motion, such as friction and backlash in the drive system. The standard PID (proportional-integral-derivative) type servo control algorithms are not capable of delivering the desired precision under the influence of friction and backlash. In the paper, the friction and the disturbance are identified by a neural network. The weight adaptation rule, defined as a reinforcement adaptive-learning rule, is derived from the Lyapunov stability theory. Therefore the proposed scheme can be applicable to a wide class of mechanical systems. The simulation results on 1-DOF mechanical system verify the effectiveness of the proposed algorithm.","0191-2216","0-7803-4394-8","10.1109/CDC.1998.760838","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=760838","","Adaptive systems;Neural networks;Friction;Mechanical systems;Motion control;Manufacturing;Machining;Assembly systems;Three-term control;Servosystems","friction;compensation;motion control;learning (artificial intelligence);neurocontrollers;Lyapunov methods;manufacturing processes;mechanical variables control","reinforcement adaptive learning neural network based friction compensation;high precision motion control systems;weight adaptation rule;Lyapunov stability theory","","8","1","15","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Graph-based Reinforcement Learning meets Mixed Integer Programs: An application to 3D robot assembly discovery","N. Funk; S. Menzenbach; G. Chalvatzaki; J. Peters","Department of Computer Science, Technical University of Darmstadt; Department of Computer Science, Technical University of Darmstadt; Department of Computer Science, Technical University of Darmstadt; Department of Computer Science, Technical University of Darmstadt","2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","26 Dec 2022","2022","","","10215","10222","Robot assembly discovery (RAD) is a challenging problem that lives at the intersection of resource allocation and motion planning. The goal is to combine a predefined set of objects to form something new while considering task execution with the robot-in-the-loop. In this work, we tackle the problem of building arbitrary, predefined target structures entirely from scratch using a set of Tetris-like building blocks and a robotic manipulator. Our novel hierarchical approach aims at efficiently decomposing the overall task into three feasible levels that benefit mutually from each other. On the high level, we run a classical mixed-integer program for global optimization of block-type selection and the blocks' final poses to recreate the desired shape. Its output is then exploited to efficiently guide the exploration of an underlying reinforcement learning (RL) policy. This RL policy draws its generalization properties from a flexible graph-based representation that is learned through Q-learning and can be refined with search. Moreover, it accounts for the necessary conditions of structural stability and robotic feasibility that cannot be effectively reflected in the previous layer. Lastly, a grasp and motion planner transforms the desired assembly commands into robot joint movements. We demonstrate our proposed method's performance on a set of competitive simulated RAD environments, showcase real-world transfer, and report performance and robustness gains compared to an unstructured end-to-end approach.","2153-0866","978-1-6654-7927-1","10.1109/IROS47612.2022.9981784","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981784","","Three-dimensional displays;Shape;Transforms;Manipulators;Robustness;Planning;Structural engineering","graph theory;integer programming;intelligent robots;learning (artificial intelligence);mobile robots;multi-robot systems;path planning;resource allocation;robot dynamics;robotic assembly","block-type selection;desired assembly commands;feasible levels;flexible graph-based representation;graph-based reinforcement learning;mixed integer programs;mixed-integer program;motion planning;predefined set;predefined target structures;Q-learning;resource allocation;RL policy;robot assembly discovery;robot joint movements;robot-in-the-loop;robotic feasibility;robotic manipulator;task execution;Tetris-like building blocks;underlying reinforcement learning policy","","4","","35","IEEE","26 Dec 2022","","","IEEE","IEEE Conferences"
"Model-Based Reinforcement Learning via Proximal Policy Optimization","Y. Sun; X. Yuan; W. Liu; C. Sun","School of Automation, Southeast University, Nanjing, China; School of Automation, Southeast University, Nanjing, China; School of Automation, Southeast University, Nanjing, China; School of Automation, Southeast University, Nanjing, China","2019 Chinese Automation Congress (CAC)","13 Feb 2020","2019","","","4736","4740","Proximal policy optimization (PPO) is the state-of the-art most effective model-free reinforcement learning algorithm. Its powerful policy search ability allows an agent to find the optimal policy by trial and error but leads to high computation and low data-efficiency. Model-based algorithms can make the most efficient use of data by learning a forward model from observation, but face the challenge of model error. In this paper, we combine the strengths of both algorithms and introduce a data-efficient model-based approach called PIPPO (probabilistic inference via PPO). It makes online probabilistic dynamic model inference based on Gaussian process regression and executes offline policy improvement using PPO on the inferred model. Empirical evaluation on the pendulum benchmark problem shows that the proposed PIPPO algorithm has comparable performance and less interaction with the environment compared with traditional PPO.","2688-0938","978-1-7281-4094-0","10.1109/CAC48633.2019.8996875","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8996875","reinforcement learning;proximal policy optimization;Gaussian process regression;data-efficiency","Computational modeling;Probabilistic logic;Data models;Heuristic algorithms;Gaussian processes;Optimization;Ground penetrating radar","Gaussian processes;learning (artificial intelligence);pendulums;regression analysis","model-based reinforcement learning;proximal policy optimization;PPO;model-free reinforcement;powerful policy search ability;optimal policy;low data-efficiency;model-based algorithms;forward model;model error;data-efficient model-based approach;online probabilistic dynamic model inference;policy improvement;inferred model;PIPPO algorithm","","5","","13","IEEE","13 Feb 2020","","","IEEE","IEEE Conferences"
"Scheduling of Continuous Annealing With a Multi-Objective Differential Evolution Algorithm Based on Deep Reinforcement Learning","T. Li; Y. Meng; L. Tang","National Frontiers Science Center for Industrial Intelligence and Systems Optimization and the Key Laboratory of Data Analytics and Optimization for Smart Industry (Northeastern University), Ministry of Education, Shenyang, China; National Frontiers Science Center for Industrial Intelligence and Systems Optimization and the Key Laboratory of Data Analytics and Optimization for Smart Industry (Northeastern University), Ministry of Education, Shenyang, China; National Frontiers Science Center for Industrial Intelligence and Systems Optimization, Shenyang, China","IEEE Transactions on Automation Science and Engineering","","2023","PP","99","1","14","This paper studies a multi-objective scheduling problem in a continuous annealing operation of the steel industry, which is to simultaneously determine the production batch sizes for coils and their schedules so as to minimize the cost of setup, earliness, and tardiness. A large batch can reduce the setup costs but lead to a cost increase in earliness and tardiness. Thus, the conflict objectives of minimizing setup cost, earliness, and tardiness can be formulated separately. In this paper, we formulate a multi-objective optimization model for the problem and develop an adaptive multi-objective differential evolutionary based on deep reinforcement learning (AMODE-DRL) for effectively obtaining the Pareto solutions. In the proposed AMODE-RDL, DRL is integrated into the MODE algorithm as a controller, which can adaptively select mutation operators and parameters according to different search domains. Computational results on randomly generated instances and the practical problem instances show that DRL can effectively guide MODE to select mutation operators and parameters. The proposed algorithm can obtain better solutions compared to other powerful multi-objective evolutionary and adaptive MODE algorithms. Note to Practitioners—Setup usually leads to a decrease in production capacity and an increase in production costs. Similarly, earliness and tardiness costs are also crucial. These costs correspond to production, customer demand, and inventory, which are common objectives in production systems. However, the three objectives are generally conflicting, and it is very hard for practitioners to make appropriate decisions with manual experience. The multi-objective optimization methods can provide different scheduling for practitioners who may choose the suitable one according to current working conditions. Accordingly, the proposed model and algorithm can extend to other fields with similar characteristic problems.","1558-3783","","10.1109/TASE.2023.3244331","Major Program of National Natural Science Foundation of China(grant numbers:72192830,72192831); National Natural Science Foundation of China(grant numbers:72002028); Higher Education Discipline Innovation Project(grant numbers:B16009); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10049395","Continuous annealing batch scheduling;multi-objective optimization;differential evolution;deep reinforcement learning","Costs;Annealing;Production;Coils;Optimization;Job shop scheduling;Steel","","","","2","","","IEEE","22 Feb 2023","","","IEEE","IEEE Early Access Articles"
"Self-adaptive multi-objective optimization method design based on agent reinforcement learning for elevator group control systems","Fanlin Zeng; Qun Zong; Zhengya Sun; Liqian Dou","College of Electric and Automation Engineering, Tianjin University, TJU, Tianjin, China; College of Electric and Automation Engineering, Tianjin University, TJU, Tianjin, China; College of Electric and Automation Engineering, Tianjin University, TJU, Tianjin, China; College of Electric and Automation Engineering, Tianjin University, TJU, Tianjin, China","2010 8th World Congress on Intelligent Control and Automation","23 Aug 2010","2010","","","2577","2582","This paper study the multi-objective optimization problem of elevator group control systems by using the Markov Decision Process model. Define the Agent to be the leaner and decision-maker of the MDP model. And then using reinforcement learning Algorithm combined with generic method defines the elements of this model. Moreover we use SARSA(λ ) value iteration algorithm which was selected to iterative estimation the utility function combined with tile coding function approximation to design an optimization algorithm, and then prove that the solution of this algorithm will converges to a bounded domain which is given in this paper. The effect for dynamic optimization objective function of proposed approach was validated by virtual simulation environment of elevator group control systems.","","978-1-4244-6712-9","10.1109/WCICA.2010.5554696","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5554696","elevator group control systems;adaptive multi-objective optimization;optimizing parameters of the evaluation function;reinforcement learning;Agent;SARSA(λ ) Algorithm","Tiles;Encoding;Markov processes;Control systems;Approximation algorithms;Algorithm design and analysis;Heuristic algorithms","control system synthesis;decision making;function approximation;iterative methods;learning (artificial intelligence);lifts;Markov processes;optimisation","self adaptive multiobjective optimization method design;agent reinforcement learning;elevator group control system;Markov decision process model;decision making;SARSA;iteration algorithm;iterative estimation;utility function;tile coding function approximation;virtual simulation environment","","2","","","IEEE","23 Aug 2010","","","IEEE","IEEE Conferences"
"Output Feedback Reinforcement Q-learning for Optimal Quadratic Tracking Control of Unknown Discrete-Time Linear Systems and Its Application","G. Zhao; W. Sun; H. Cai; Y. Peng","College of Automation Science and Engineering, South China University of Technology, Guangzhou, P. R. China; College of Automation Science and Engineering, South China University of Technology, Guangzhou, P. R. China; College of Automation Science and Engineering, South China University of Technology, Guangzhou, P. R. China; College of Automation Science and Engineering, South China University of Technology, Guangzhou, P. R. China","2018 15th International Conference on Control, Automation, Robotics and Vision (ICARCV)","20 Dec 2018","2018","","","750","755","In this paper, a novel output feedback solution based on the Q-learning algorithm using the measured data is proposed for the linear quadratic tracking (LQT) problem of unknown discrete-time systems. To tackle this technical issue, an augmented system composed of the original controlled system and the linear command generator is first constructed. Then, by using the past input, output, and reference trajectory data of the augmented system, the output feedback Q-learning scheme is able to learn the optimal tracking controller online without requiring any knowledge of the augmented system dynamics. Learning algorithms including both policy iteration (PI) and value iteration (VI) algorithms are developed to converge to the optimal solution. Finally, simulation results are provided to verify the effectiveness of the proposed scheme.","","978-1-5386-9582-1","10.1109/ICARCV.2018.8581252","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8581252","","Heuristic algorithms;Trajectory;System dynamics;Mathematical model;Output feedback;Generators;Approximation algorithms","discrete time systems;feedback;iterative methods;learning systems;linear quadratic control;linear systems;trajectory control","Q-learning algorithm;linear quadratic tracking problem;discrete-time systems;original controlled system;linear command generator;reference trajectory data;VI algorithm;value iteration algorithm;PI algorithm;policy iteration algorithm;output feedback solution;unknown discrete-time linear systems;optimal quadratic tracking control;output feedback reinforcement Q-learning;optimal solution;learning algorithms;augmented system dynamics;optimal tracking controller;output feedback Q-learning scheme","","1","","19","IEEE","20 Dec 2018","","","IEEE","IEEE Conferences"
"Deep Reinforcement Learning-based Swing-Free Trajectories Planning Algorithm for UAV with a Suspended Load","R. Li; F. Yang; Y. Xu; W. Yuan; Q. Lu","HDU-ITMO Joint Institute, Hangzhou Dianzi University, Hangzhou, China; School of Automation, Hangzhou Dianzi University, Hangzhou, China; School of Automation, Hangzhou Dianzi University, Hangzhou, China; School of Automation, Hangzhou Dianzi University, Hangzhou, China; School of Automation, Hangzhou Dianzi University, Hangzhou, China","2022 China Automation Congress (CAC)","13 Mar 2023","2022","","","6149","6154","UAV transportation has great application prospects, and can be used to transport some materials that need to be delivered quickly, such as food, medicine, and even organ transplantation, in the face of many special situations available using rope suspended load, but, when using suspension transport, the swing of the load will increase the instability of the flight. To address this situation, we propose a method based on Deep Q-Networks to generate the minimum swing trajectory of UAV suspended load. First, a training environment is established using the kinematic model of UAV suspended load to discretize the action, which will greatly accelerate the training speed; Finally, a step-by-step regional approximation exploration reward function is designed, and the final training simulation results verify the feasibility of the method, and the suspended load oscillation is controlled within a certain range during the whole transportation process.","2688-0938","978-1-6654-6533-5","10.1109/CAC57257.2022.10055333","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10055333","Deep Q-Networks;UAV;Suspended load;Path planning","Training;Trajectory planning;Simulation;Transportation;Kinematics;Rendering (computer graphics);Trajectory","autonomous aerial vehicles;control engineering computing;deep learning (artificial intelligence);learning (artificial intelligence);motion control;path planning;position control;reinforcement learning;suspensions;trajectory control","Deep Q-Networks;Deep reinforcement learning-based swing-free trajectories;final training simulation results;great application prospects;minimum swing trajectory;organ transplantation;special situations available using rope;step-by-step regional approximation exploration reward function;suspended load oscillation;suspension transport;training environment;training speed;transportation process;UAV transportation","","","","18","IEEE","13 Mar 2023","","","IEEE","IEEE Conferences"
