"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Energy Efficient Relay in UAV Networks Against Jamming: A Reinforcement Learning Based Approach","W. Wang; X. Lu; S. Liu; L. Xiao; B. Yang","Dept. of Information and Communication Engineering, Xiamen University, Xiamen, China; Dept. of Information and Communication Engineering, Xiamen University, Xiamen, China; Dept. of Information and Communication Engineering, Xiamen University, Xiamen, China; Dept. of Information and Communication Engineering, Xiamen University, Xiamen, China; Dept. of Automation, Shanghai Jiao Tong University, Shanghai, China","2020 IEEE 91st Vehicular Technology Conference (VTC2020-Spring)","30 Jun 2020","2020","","","1","5","Unmanned aerial vehicle (UAV) networks are vulnerable to jamming attacks because of the high mobility, limited battery and scarce spectrum resources of UAVs. In this paper, we propose a reinforcement learning based UAV relay scheme to improve the anti-jamming capability and save energy consumption of the UAV network. Based on the real-time channel conditions and the historical relay experiences, the proposed scheme enables UAVs to improve the policy of relay power and strategies without knowing the UAV network and channel model. Simulation results show that the proposed UAV relay scheme reduces the bit error rate of the messages and reduces the energy consumption of the UAV network compared with the state-of-the-art benchmark.","2577-2465","978-1-7281-5207-3","10.1109/VTC2020-Spring48590.2020.9128716","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9128716","Jamming;unmanned aerial vehicles;relay;reinforcement learning","Relays;Jamming;Unmanned aerial vehicles;Batteries;Power control;Channel models;Energy consumption","aircraft communication;autonomous aerial vehicles;energy conservation;energy consumption;error statistics;jamming;learning (artificial intelligence);relay networks (telecommunication);telecommunication computing;telecommunication power management","UAV network;reinforcement learning;unmanned aerial vehicle networks;jamming attacks;UAV relay scheme;antijamming capability;energy consumption;historical relay experiences;energy efficient relay;real-time channel conditions;spectrum resources;relay power","","3","","19","IEEE","30 Jun 2020","","","IEEE","IEEE Conferences"
"Grid Voltage Control Method Based on Generator Reactive Power Regulation Using Reinforcement Learning","Y. Wang","School of Electrical Engineering and Automation, Harbin Institute of Technology, Harbin, China","2020 IEEE/IAS Industrial and Commercial Power System Asia (I&CPS Asia)","29 Sep 2020","2020","","","1060","1065","Too high or too low grid voltage will greatly affect the operation safety of the power system. This paper proposes a voltage regulation method based on generator reactive power regulation using reinforcement learning. First, the members of the agent are selected based on the reactive power of the generator, and then the Q tables are trained corresponding to the agent. According to the voltage amplitude state of the point to be adjusted, the regulation action is given. In order to solve the problem of complex combination of action sets and difficult convergence of Q table in a single agent, multi-agents are selected to decompose complex regulation actions into a series of continuous simple actions. At the same time, in order to improve the effectiveness of agent actions, the “progress” reward mechanism is proposed. The method based on reinforcement learning proposed in this paper can effectively regulate the reactive voltage of the system.","","978-1-7281-4303-3","10.1109/ICPSAsia48933.2020.9208556","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9208556","reactive voltage regulation;reinforcement learning;reactive power;multi-agents","Industrial power systems;Asia;Conferences","control engineering computing;learning (artificial intelligence);multi-agent systems;power engineering computing;power generation control;power grids;reactive power control;voltage control","reinforcement learning;reactive voltage;grid voltage control method;reactive power regulation;power system;voltage regulation method","","3","","10","IEEE","29 Sep 2020","","","IEEE","IEEE Conferences"
"Simulation of mobile robot navigation utilizing reinforcement and unsupervised weightless neural network learning algorithm","Y. Yusof; H. M. A. H. Mansor; H. M. Dani Baba","Industrial Automation Section, Universiti Kuala Lumpur Malaysia France Institute, Selangor, Malaysia; Faculty of Electrical Engineering, University Technology MARA Shah Alam, Selangor, Malaysia; Faculty of Electrical Engineering, University Technology MARA, Selangor, Malaysia","2015 IEEE Student Conference on Research and Development (SCOReD)","9 Apr 2016","2015","","","123","128","The approach of transforming human expert knowledge into computer program only allow a system to solve foreseen and tested outcomes compared to a system having self-learning capabilities. This paper will summarize and discuss the research, design and implementation of a novel self-learning algorithm which combines: (a) Q-Learning - A reinforcement learning algorithm; and (b) AutoWiSARD - An unsupervised weightless neural network learning algorithm. The self-learning algorithm was implemented in an autonomous mobile robot navigation and obstacle avoidance system in a simulated environment. The AutoWiSARD algorithm identifies, differentiates and classifies the obstacles and the Q-learning algorithm learns and tries to maneuver through these obstacles. This novel hybrid technique allows the autonomous system to acquire knowledge, learn and record experience thus attaining self-learning state. The final result shows the simulated mobile robot was able to differentiate various shapes of obstacles such as corners and walls; and create complex control sequences of movements to maneuver through these obstacles.","","978-1-4673-9572-4","10.1109/SCORED.2015.7449308","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7449308","reinforcement learning;Q-learning;AutoWiSARD;autonomous navigation;unsupervised learning;weightless neural network;robot simulation","","collision avoidance;control engineering computing;digital simulation;mobile robots;neural nets;unsupervised learning","mobile robot navigation simulation;obstacle avoidance system;reinforcement learning algorithm;Q-Learning algorithm;unsupervised weightless neural network learning algorithm;AutoWiSARD algorithm;self-learning capability","","2","","28","IEEE","9 Apr 2016","","","IEEE","IEEE Conferences"
"A Law of Iterated Logarithm for Multi-Agent Reinforcement Learning","G. Thoppe; B. Kumar","Computer Science and Automation, Indian Institute of Science, Bengaluru, Karnataka, India; Electrical and Computer Engineering, University of Wisconsin at Madison, Madison, WI, USA","2021 Seventh Indian Control Conference (ICC)","14 Feb 2022","2021","","","19","20","In Multi-Agent Reinforcement Learning (MARL), multiple agents interact with a common environment, as also with each other, for solving a shared problem in sequential decision-making. In this work, we derive a novel law of iterated logarithm for a family of distributed nonlinear stochastic approximation schemes that is useful in MARL. In particular, our result describes the convergence rate on almost every sample path where the algorithm converges. This result is the first of its kind in the distributed setup and provides deeper insights than the existing ones, which only discuss convergence rates in the expected or the CLT sense. Importantly, our result holds under significantly weaker assumptions: neither the gossip matrix needs to be doubly stochastic nor the stepsizes square summable.","","978-1-6654-0978-0","10.1109/ICC54714.2021.9702912","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9702912","","Decision making;Reinforcement learning;Approximation algorithms;Convergence","approximation theory;convergence;decision making;learning (artificial intelligence);matrix algebra;multi-agent systems;stochastic processes","multiagent reinforcement learning;MARL;sequential decision-making;iterated logarithm;distributed nonlinear stochastic approximation schemes;convergence rate;multiple agents interaction;shared problem solving;CLT sense","","2","","7","IEEE","14 Feb 2022","","","IEEE","IEEE Conferences"
"Motion Planning and Control with Randomized Payloads Using Deep Reinforcement Learning","A. Demir; V. Sezer","Department of Mechatronics Engineering, Istanbul Technical University, Istanbul, Turkey; Department of Control and Automation Engineering, Istanbul Technical University, Istanbul, Turkey","2019 Third IEEE International Conference on Robotic Computing (IRC)","28 Mar 2019","2019","","","32","37","In this study, we present a unified motion planner with low-level controller for continuous control of a differential drive mobile robot under variable payload values. Our deep reinforcement agent takes 11 dimensional state vector as input and calculates each wheel's torque value as a 2 dimensional output vector. These torque values are fed into the dynamic model of the robot, and lastly steering commands are gathered. In previous studies, intersection navigation solutions that uses deep - RL methods, have not been considered with variable payloads. Our study is focused specifically on service robotic applications where payload is subject to change. To the best of our knowledge, this is the first study in the literature that investigates intersection - navigation problem under variable payloads using deep-RL. In this paper, deep-RL based motion planning is performed by considering both kinematic and dynamic constraints. According to the simulations in a dynamic environment, the agent successfully navigates to target with 98.2% success rate in test time with unseen payload masses during training. Another agent is also trained without payload randomization for comparison. Results show that our agent outperforms the other agent, that is not aware of its own payload, with more than 40% gap.","","978-1-5386-9245-5","10.1109/IRC.2019.00014","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8675660","Reinforcement Learning;Motion Planning;Navigation","Mathematical model;Payloads;Robot kinematics;Torque;Mobile robots;Navigation","learning (artificial intelligence);mobile robots;motion control;navigation;path planning;robot dynamics;robot kinematics;service robots;torque control;wheels","differential drive mobile robot;variable payload values;deep reinforcement agent;torque values;intersection navigation solutions;service robotic applications;deep-RL based motion planning;kinematic constraints;dynamic constraints;payload randomization;deep reinforcement learning;continuous control","","2","","32","IEEE","28 Mar 2019","","","IEEE","IEEE Conferences"
"Dynamic Adaptive Streaming Control based on Deep Reinforcement Learning in Named Data Networking","S. Qiu; X. Tan; J. Zhu","Laboratory for Future Networks, University of Science and Technology of China, Hefei, P. R. China; Laboratory for Future Networks, University of Science and Technology of China, Hefei, P. R. China; Department of Automation of University of Science and Technology of China, Hefei, P. R. China","2018 37th Chinese Control Conference (CCC)","7 Oct 2018","2018","","","9478","9482","Named Data Networking (NDN) is a general proposed network layer protocol which offers a set of rich functionality: in-network storage, multi-path forwarding, and data-centric security. The cache and multi-path feature improves the efficiency of transmission but increases the difficulty of the bandwidth estimation. In dynamic adaptive streaming, video of different quality is segmented in server, clients could select the most appropriate segment to download due to the network status. In this paper, a deep reinforcement learning method is proposed for dynamic adaptive video streaming over NDN to maximum user-perceived quality-of-experience(QoE). As a model-free method, our algorithm doesn't need accurate bandwidth estimation. It can use all kinds of information during the video playback process to make a sensitive decision. Experimental results indicate that our algorithm performs better than others in NDN.","1934-1768","978-988-15639-5-8","10.23919/ChiCC.2018.8483332","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8483332","Named Data Networking;Dynamic Adaptive Streaming;Bitrate Adaptation;Deep Reinforcement Learning","Streaming media;Bit rate;Machine learning;Adaptive systems;Bandwidth;Heuristic algorithms;Training","cache storage;client-server systems;Internet;learning (artificial intelligence);quality of experience;video streaming","multipath forwarding;data-centric security;multipath feature;network status;deep reinforcement learning method;dynamic adaptive video;model-free method;video playback process;NDN;dynamic adaptive streaming control;general proposed network layer protocol;in-network storage;bandwidth estimation;named data networking;maximum user-perceived quality-of-experience","","2","","21","","7 Oct 2018","","","IEEE","IEEE Conferences"
"Reinforcement-learning based fault-tolerant control","D. Zhang; Z. Lin; Z. Gao","School of Electrical Engineering & Automation, Tianjin University, Tianjin, China; School of Electrical Engineering, Tianjin University of Technology, Tianjin, China; Faculty of Engineering and Environment, University of Northumbria, Newcastle upon Tyne, UK","2017 IEEE 15th International Conference on Industrial Informatics (INDIN)","13 Nov 2017","2017","","","671","676","Engineering systems are always subjected to faults or malfunctions due to age or unexpected events, which would degrade the operation performance and even lead to the operation failure-Therefore, there is a strong motivation to develop fault-tolerant control strategy so that the system can operate with tolerated perform ance de ggr ad ation-In this p ap er, a novel approach based on reinforcement leaning is proposed to design a fault-tolerant controller without need of the information on faults-T simulation example.","2378-363X","978-1-5386-0837-1","10.1109/INDIN.2017.8104852","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8104852","Fault-tolerant control;reinforcement learning;performance index","","failure analysis;fault diagnosis;fault tolerant control;learning (artificial intelligence)","engineering systems;operation performance;operation failure;fault-tolerant control;performance degradation;reinforcement learning","","2","","19","IEEE","13 Nov 2017","","","IEEE","IEEE Conferences"
"Behavior-based reinforcement learning control for robotic rehabilitation training","F. Meng; K. Fan","School of Automation, Beijing Institute of Technology, Beijing, China; Zoucheng forestry administration, Shandong, China","The 27th Chinese Control and Decision Conference (2015 CCDC)","20 Jul 2015","2015","","","4330","4334","A behavior-based reinforcement learning controller (BRL) is developed for robotic rehabilitation training systems with time-varying properties. This adaptive BRL control system consists of an event-based planner layer, a behavior decision-making layer, and a control execution layer. In the adaptive BRL, the event-based planner layer is used to create a representative database and generate a real optimal desired trajectory for each patient, and then the behavior decision-making layer utilizes multiple behavior modules to select an optimal control behavior, which is transmitted to the control execution layer. In addition, to avoid the conflicts and the competition of different control behaviors, a self-adjusting shaping algorithm is proposed for BRL. Simulation experiments verify that the feasibility of the proposed BRL framework.","1948-9447","978-1-4799-7017-9","10.1109/CCDC.2015.7162691","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7162691","Robotic rehabilitation system;Behavior-based Reinforcement-learning control;Actor critic;Shaping","Training;Medical treatment;Decision making;Trajectory;Robot kinematics;Learning (artificial intelligence)","adaptive control;learning systems;medical robotics;patient rehabilitation;time-varying systems;trajectory control","self-adjusting shaping algorithm;trajectory generation;control execution layer;behavior decision-making layer;event-based planner layer;adaptive BRL control system;time-varying property;robotic rehabilitation training;behavior-based reinforcement learning control","","1","","21","IEEE","20 Jul 2015","","","IEEE","IEEE Conferences"
"A Bilevel Graph Reinforcement Learning Method for Electric Vehicle Fleet Charging Guidance","Q. Xing; Y. Xu; Z. Chen","School of Automation and the School of Artificial Intelligence, Nanjing University of Posts and Telecommunications, Nanjing, China; School of Electrical and Electronic Engineering, Nanyang Technological University, Nanyang Ave, Singapore; School of Electrical Engineering, Southeast University (Sipailou), Nanjing, China","IEEE Transactions on Smart Grid","21 Jun 2023","2023","14","4","3309","3312","This letter proposes a bilevel graph reinforcement learning method for electric vehicle (EV) fleet charging guidance, achieving collaborative optimization of the transportation-electrification coupled system. A dual-agent architecture is first constructed, where the upper-level is used for charging and the lower-level is used for routing. The EV traveling and charging behavior is characterized as a graph-structured interaction process. A graph attention network (GAT) is leveraged to extract the topology correlation and feature information. Then the extracted topology embedded with knowledge, as intermediate latent environment states, is fed into the underlying network of deep reinforcement learning (DRL). A DRL-based sequential scheduling pattern is developed to realize the guidance of multiple EVs. Extensive experimental results verify the superiority and adaptability of our proposed methodology.","1949-3061","","10.1109/TSG.2023.3240580","National Natural Science Foundation of China(grant numbers:52077035); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10029881","Electric vehicle fleet charging guidance;transportation electrification coupled system;bilevel graph reinforcement learning;graph attention network","Roads;Navigation;Feature extraction;Topology;Routing;Decision making;Costs","battery powered vehicles;deep learning (artificial intelligence);electric vehicle charging;electric vehicles;graph theory;optimisation;reinforcement learning;transportation","bilevel graph reinforcement learning method;charging behavior;collaborative optimization;deep reinforcement learning;DRL-based sequential scheduling pattern;dual-agent architecture;electric vehicle fleet charging guidance;EV traveling;GAT;graph attention network;graph-structured interaction process;transportation-electrification coupled system","","1","","9","IEEE","30 Jan 2023","","","IEEE","IEEE Journals"
"Mixing Update Q-value for Deep Reinforcement Learning","Z. Li; X. Hou","School of Artificial Intelligence, University of Chinese Academy of Sciences; Center for Research on Intelligent System and Engineering, Institute of Automation, Chinese Academy of Sciences","2019 International Joint Conference on Neural Networks (IJCNN)","30 Sep 2019","2019","","","1","6","The value-based reinforcement learning methods are known to overestimate action values such as deep Q-learning, which could lead to suboptimal policies. This problem also persists in an actor-critic algorithm. In this paper, we propose a novel mechanism to minimize its effects on both the critic and the actor. Our mechanism builds on Double Q-learning, by mixing update action value based on the minimum and maximum between a pair of critics to limit the overestimation. We then propose a specific adaptation to the Twin Delayed Deep Deterministic policy gradient algorithm (TD3) and show that the resulting algorithm not only reduces the observed overestimations, as hypothesized, but that this also leads to much better performance on several tasks.","2161-4407","978-1-7281-1985-4","10.1109/IJCNN.2019.8852397","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8852397","","Reinforcement learning;Space exploration;Neural networks;Games;Estimation;Task analysis;Approximation algorithms","deterministic algorithms;estimation theory;gradient methods;learning (artificial intelligence);neural nets","mixing update Q-value;Deep reinforcement learning;value-based reinforcement learning methods;deep Q-learning;actor-critic algorithm;Double Q-learning;Twin Delayed Deep Deterministic policy gradient algorithm","","1","","15","IEEE","30 Sep 2019","","","IEEE","IEEE Conferences"
