"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Partial Consistency for Stabilizing Undiscounted Reinforcement Learning","H. Gao; Z. Yang; T. Tan; T. Zhang; J. Ren; P. Sun; S. Guo; F. Chen","Department of Automation, Tsinghua University, Beijing 100084, China.; Department of Automation, Tsinghua University, Beijing 100084, China.; Department of Civil and Environmental Engineering, Stanford University, Stanford, CA 94305 USA.; Department of Automation, Tsinghua University, Beijing 100084, China.; Department of Automation, Tsinghua University, Beijing 100084, China.; Department of Automation, Tsinghua University, Beijing 100084, China.; Department of Automation and the Department of Precision Instrument, Tsinghua University, Beijing 100086, China; Center for Brain-Inspired Computing Research, Department of Automation, Tsinghua University, Beijing 100190, China, and also with the LSBDPA Beijing Key Laboratory, Beijing 100084, China","IEEE Transactions on Neural Networks and Learning Systems","","2022","PP","99","1","15","Undiscounted return is an important setup in reinforcement learning (RL) and characterizes many real-world problems. However, optimizing an undiscounted return often causes training instability. The causes of this instability problem have not been analyzed in-depth by existing studies. In this article, this problem is analyzed from the perspective of value estimation. The analysis result indicates that the instability originates from transient traps that are caused by inconsistently selected actions. However, selecting one consistent action in the same state limits exploration. For balancing exploration effectiveness and training stability, a novel sampling method called last-visit sampling (LVS) is proposed to ensure that a part of actions is selected consistently in the same state. The LVS method decomposes the state-action value into two parts, i.e., the last-visit (LV) value and the revisit value. The decomposition ensures that the LV value is determined by consistently selected actions. We prove that the LVS method can eliminate transient traps while preserving optimality. Also, we empirically show that the method can stabilize the training processes of five typical tasks, including vision-based navigation and manipulation tasks.","2162-2388","","10.1109/TNNLS.2022.3165941","National Natural Science Foundation of China(grant numbers:62176133,61836004); Tsinghua--Guoqiang Research Program(grant numbers:2019GQG0006); National Key Research and Development Program of China(grant numbers:2021ZD0200300); Shuimu Tsinghua Scholar Program; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9762369","Last visit (LV);partial consistency;reinforcement learning (RL);transient trap;undiscounted return.","Transient analysis;Task analysis;Training;Optimization;Estimation;Automation;Sun","","","","","","","CCBYNCND","25 Apr 2022","","","IEEE","IEEE Early Access Articles"
"A Reinforcement Learning Approach to Dynamic Scheduling in a Product-Mix Flexibility Environment","Y. -R. Shiue; K. -C. Lee; C. -T. Su","Department of Management Engineering, Fujian Business University, Fuzhou, China; Department of Industrial Engineering and Engineering Management, National Tsing Hua University, Hsinchu, Taiwan; Department of Management Engineering, Fujian Business University, Fuzhou, China","IEEE Access","16 Jun 2020","2020","8","","106542","106553","Machine bottlenecks, resulting from shifting and unbalanced machine loads caused by resource capacity limitations, impair product-mix flexibility production systems. Thus, the knowledge base (KB) of a dynamic scheduling control system should be dynamic and include a knowledge revision mechanism for monitoring crucial changes that occur in the production system. In this paper, reinforcement learning (RL)-based dynamic scheduling and a selection mechanism for multiple dynamic scheduling rules (MDSRs) are proposed to support the operating characteristics of a flexible manufacturing system (FMS) and semiconductor wafer fabrication (FAB). The proposed RL-based dynamic scheduling MDSR selection mechanism consisted of initial MDSR KB generation and revision phases. According to various performance criteria, the presented approach yields a system performance that is superior to those of the fixed-decision scheduling approach, the machine learning classification approach, and the classical MDSR selection mechanism.","2169-3536","","10.1109/ACCESS.2020.3000781","Ministry of Science and Technology, Taiwan(grant numbers:MOST 107-2221-E-007-076-MY2); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9110908","Manufacturing execution system;dynamic scheduling;machine learning;reinforcement learning;Q-learning","Dynamic scheduling;Job shop scheduling;Machine learning;Production systems;Frequency modulation","dynamic scheduling;flexible manufacturing systems;knowledge based systems;learning (artificial intelligence);production engineering computing","flexible manufacturing system;RL-based dynamic scheduling MDSR selection mechanism;semiconductor wafer fabrication;reinforcement learning-based dynamic scheduling;knowledge revision mechanism;dynamic scheduling control system;knowledge base;product-mix flexibility production systems;resource capacity limitations;machine bottlenecks","","8","","80","CCBY","8 Jun 2020","","","IEEE","IEEE Journals"
"Q-Learning Based Reinforcement Learning Controller for Concentration Control of Food Preparation","M. Supriya; K. Srilatha; S. S. P; S. Oommen; H. C; S. N","Computer Science and Engineering, Geetanjali College of Engineering and Technology; Computer Science and Engineering, Geetanjali College of Engineering and Technology; Computer Science and Engineering, Presidency University; School of Electrical and Electronics Engineering, REVA University, Bangalore; Department of Mechanical Engineering, BGS Institute of Technology, Karnataka; Department of Mechanical Engineering, BGS Institute of Technology, Karnataka","2023 5th International Conference on Inventive Research in Computing Applications (ICIRCA)","28 Aug 2023","2023","","","872","877","Food preservation is the practice of preparing food in such a way that its beneficial characteristics (sensory and nutritional) are maintained for as long as feasible after preparation. Water elimination and reduction of water content are the basis of the food preservation theory. Maintaining concentration at a particular level is crucial in the food manufacturing industry. Common processing equipment in the food industry is the Continuous Stirred Tank Reactor (CS TR). The CS TR's function is to keep the reactor's internal temperature and product concentration constant. This study aims to keep the product concentration constant using two different controllers. The first is a traditional Proportional Integral Derivative (PID) controller, and the second is a Reinforcement Learning (RL) controller based on Q-learning. A mathematical model of the CS TR is constructed, and the controllers are developed. The concentration of the product is set to the specific value and allows the controller to track it. Error measures such as Mean Squared Error (MSE), Mean Absolute Error (MAE), and Mean Absolute Percentage Error (MAPE) are used to assess the performance of each controller. The RL controller shows promising results in terms of error metrics, suggesting that it may be a viable option for maintaining concentration in food industries.","","979-8-3503-2142-5","10.1109/ICIRCA57980.2023.10220591","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10220591","Q-Learning;CSTR;Controller Performance;Concentration;Error Metrics","Industries;Q-learning;Measurement uncertainty;Process control;Optimization methods;Food preservation;Mathematical models","chemical reactors;control engineering computing;food preservation;food processing industry;mean square error methods;production engineering computing;reinforcement learning;three-term control","concentration control;continuous stirred tank reactor;CSTR function;error metrics;food manufacturing industry;food preparation;food preservation theory;mathematical model;mean absolute error;mean absolute percentage error;mean squared error;particular level;PID controller;processing equipment;product concentration constant;proportional integral derivative controller;Q-learning based reinforcement learning controller;reactor internal temperature;reinforcement learning controller;RL controller;water content;water elimination","","","","16","IEEE","28 Aug 2023","","","IEEE","IEEE Conferences"
"Curriculum Multi-Stage Reinforcement Learning for Automated Interlinked Production Systems on Virtual Commissioning Simulations","F. Jaensch; A. Steidle; A. Verl","ISW University of Stuttgart, Stuttgart, Germany; ISW University of Stuttgart, Stuttgart, Germany; ISW University of Stuttgart, Stuttgart, Germany","2021 Third International Conference on Transdisciplinary AI (TransAI)","18 Oct 2021","2021","","","129","136","In order to automate the software engineering process of interlinked production systems, reinforcement learning applications can be used to learn the control flow logic on the basis of virtual production systems. Since the simulation- based prototypes are available for virtual commissioning (VC) anyway, they can be used simultaneously as reinforcement learning environments. In this work, the event-discrete flow logic for the transport and assembly of a target workpiece is learned automatically by reinforcement learning on the real use case of the VC simulation of a PLC-based production system. According to the idea of curriculum learning, the system is trained separately in subsystems to support its modularity and to reduce the complexity of the overall learning process. With regard to the learning processes, subsystems, sequence errors, termination criteria and necessary action and state adjustments typical for the PLC-based plant are identified and implemented in the VC simulation. The reward functions are derived with respect to the individual subsystems. The learned controls of the subsystems are then merged back together for a complete flow of the entire system.","","978-1-6654-3412-6","10.1109/TransAI51903.2021.00031","Ministry of Education; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9565636","reinforcement learning;virtual commissioning simulation","Learning systems;Production systems;Prototypes;Process control;Reinforcement learning;Aerospace electronics;Control systems","learning (artificial intelligence);programmable controllers;virtual manufacturing","curriculum multistage reinforcement learning;automated interlinked production systems;virtual commissioning;software engineering process;reinforcement learning applications;control flow logic;virtual production systems;reinforcement learning environments;event-discrete flow logic;VC simulation;production system;curriculum learning;learning process;PLC-based plant;learned controls;complete flow","","","","19","IEEE","18 Oct 2021","","","IEEE","IEEE Conferences"
"Convex Optimization-Based Inverse Reinforcement Learning in Design Space Exploring","Y. -F. Jin; Y. -S. Xia; X. -J. Zha","Faculty of Electrical Engineering and Computer Science, Ningbo University, Ningbo, China; Faculty of Electrical Engineering and Computer Science, Ningbo University, Ningbo, China; Faculty of Electrical Engineering and Computer Science, Ningbo University, Ningbo, China","2022 IEEE 16th International Conference on Solid-State & Integrated Circuit Technology (ICSICT)","1 Dec 2022","2022","","","1","3","In recent years, the application of machine learning in Electronic Design Automation (EDA) has become a trend. Especially in deep reinforcement learning, it has proven to be an excellent algorithm to optimize the delay and area of the circuit. However, one fundamental assumption of existing reinforcement learning algorithms is that reward function, the most direct representation of the designer’s intention, needs to be provided beforehand. In practice, the reward function directly determines the efficiency of reinforcement learning (RL). This paper proposed a high-performance convex optimization-based inverse reinforcement learning (IRL) framework for writing the reward function, which directly solves the problem by giving different labels to expert trajectories and experimental trajectories to learn the reward functions, respectively. Applied to an evaluation of the EPFL integrated benchmark suite, the model optimization after changing the reward function is more efficient than state-of art methods, and with the similar Quality of Results (QoRs), it saves 36.2% of iterations.","","978-1-6654-6906-7","10.1109/ICSICT55466.2022.9963424","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9963424","","Integrated circuit technology;Machine learning algorithms;Design automation;Reinforcement learning;Writing;Market research;Trajectory","convex programming;deep learning (artificial intelligence);electronic design automation;reinforcement learning","deep reinforcement learning;design space exploring;electronic design automation;EPFL;high-performance convex optimization-based inverse reinforcement learning framework;machine learning;quality of results;reward function","","","","12","IEEE","1 Dec 2022","","","IEEE","IEEE Conferences"
"Reinforcement Learning for Hardware Security: Opportunities, Developments, and Challenges","S. Patnaik; V. Gohil; H. Guo; J. J. Rajendran","Electrical & Computer Engineering, Texas A&M University, College Station, Texas, USA; Electrical & Computer Engineering, Texas A&M University, College Station, Texas, USA; Electrical & Computer Engineering, Texas A&M University, College Station, Texas, USA; Electrical & Computer Engineering, Texas A&M University, College Station, Texas, USA","2022 19th International SoC Design Conference (ISOCC)","7 Feb 2023","2022","","","217","218","Reinforcement learning (RL) is a machine learning paradigm where an autonomous agent learns to make an optimal sequence of decisions by interacting with the underlying environment. The promise demonstrated by RL-guided workflows in unraveling electronic design automation problems has encouraged hardware security researchers to utilize autonomous RL agents in solving domain-specific problems. From the perspective of hardware security, such autonomous agents are appealing as they can generate optimal actions in an unknown adversarial environment. On the other hand, the continued globalization of the integrated circuit supply chain has forced chip fabrication to off-shore, untrustworthy entities, leading to increased concerns about the security of the hardware. Furthermore, the unknown adversarial environment and increasing design complexity make it challenging for defenders to detect subtle modifications made by attackers (a.k.a. hardware Trojans). In this brief, we outline the development of RL agents in detecting hardware Trojans, one of the most challenging hardware security problems. Additionally, we outline potential opportunities and enlist the challenges of applying RL to solve hardware security problems.","2163-9612","978-1-6654-5971-6","10.1109/ISOCC56007.2022.10031569","National Science Foundation(grant numbers:1822848,2039610); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10031569","Reinforcement Learning;Hardware Security","Integrated circuits;Design automation;Supply chains;Globalization;Reinforcement learning;Hardware;Autonomous agents","electronic design automation;electronic engineering computing;invasive software;learning (artificial intelligence);multi-agent systems;reinforcement learning","autonomous agent;autonomous RL agents;challenging hardware security problems;domain-specific problems;hardware security researchers;increasing design complexity;integrated circuit supply chain;machine learning paradigm;optimal actions;reinforcement learning;RL-guided workflows;underlying environment;unknown adversarial environment;unraveling electronic design automation problems","","","","22","IEEE","7 Feb 2023","","","IEEE","IEEE Conferences"
"Power optimization with Reinforcement Learning in Logic Synthesis","C. Yang; Y. Xia","Faculty of Electrical Engineering and Computer Science (EECS), Ningbo University, Ningbo, China; Faculty of Electrical Engineering and Computer Science (EECS), Ningbo University, Ningbo, China","2021 IEEE 14th International Conference on ASIC (ASICON)","1 Dec 2021","2021","","","1","3","Logic optimization is an NP-hard problem though there is a wealth of research on algorithms for logic optimization, but how these algorithms are used is usually determined by heuristics. In engineering, it often requires experienced engineers to spend a lot of time tweaking optimization commands in electronic design automation (EDA) tools to achieve improved hardware performance. In this paper, we use the Deep Reinforcement Learning algorithm Advantage Actor-Critic to train an agent. This agent is able to optimize the dynamic power consumption of the designs using the commands in the synthesis tool. Experimental results show that the dynamic power consumption optimization results of the method proposed in this paper outperform the heuristic algorithm in ABC(academic synthesis tools).","2162-755X","978-1-6654-3867-4","10.1109/ASICON52560.2021.9620356","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9620356","","Power demand;Design automation;NP-hard problem;Heuristic algorithms;Conferences;Reinforcement learning;Tools","deep learning (artificial intelligence);electronic design automation;integrated circuit design;logic design;optimisation","power optimization;logic synthesis;logic optimization;NP-hard problem;optimization commands;electronic design automation tools;improved hardware performance;synthesis tool;dynamic power consumption optimization results;heuristic algorithm;Deep Reinforcement Learning algorithm Advantage Actor-Critic;academic synthesis tools","","","","14","IEEE","1 Dec 2021","","","IEEE","IEEE Conferences"
"Deep Reinforcement Learning Based Incentive Mechanism Design for Platoon Autonomous Driving With Social Effect","B. Li; K. Xie; X. Huang; Y. Wu; S. Xie","School of Automation, Guangdong University of Technology, Guangzhou, China; School of Automation, Guangdong University of Technology, Guangzhou, China; School of Automation, Guangdong University of Technology, Guangzhou, China; State Key Laboratory of Internet of Things for Smart City, University of Macau, Taipa, China; School of Automation, Guangdong University of Technology, Guangzhou, China","IEEE Transactions on Vehicular Technology","15 Jul 2022","2022","71","7","7719","7729","In platoon autonomous driving, a leader vehicle (LV) leads the entire platoon moving forward by instructing the follower vehicles (FVs) to drive cooperatively. To gather sufficient environmental data as the prior knowledge, the LV employs the FVs to perform the data collection tasks. Each FV determines the participation willingness and its effort level according to an incentive mechanism presented by the LV and decisions of the social partners in the same platoon. We develop a game theoretic approach to model the strategic interactions among the LV and FVs. After that, the equilibrium solution is derived based on the backward induction method and information collection of the FVs. We further propose a deep reinforcement learning approach to effectively seek the equilibrium solution without the complete information. In our scheme, we apply a multi-agent deep deterministic policy gradient algorithm to train each game player as an agent with the continuous action space. Finally, numerical results are provided to demonstrate the effectiveness and efficiency of our scheme.","1939-9359","","10.1109/TVT.2022.3164656","National Natural Science Foundation of China(grant numbers:62001125,61973087,U1911401); State Key Laboratory of Synthetical Automation for Process Industries(grant numbers:2020-KF-21-02); Science and Technology Development Fund of Macau SAR(grant numbers:0060/2019/A1,0162/2019/A3); FDCT-MOST(grant numbers:0066/2019/AMJ); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9749953","DRL;platoon autonomous driving;social effect","Games;Data collection;Autonomous vehicles;Task analysis;Costs;Automation;Sensors","game theory;gradient methods;incentive schemes;mobile robots;multi-agent systems;reinforcement learning","LV;social effect;platoon autonomous driving;incentive mechanism design;multiagent deep deterministic policy gradient algorithm;deep reinforcement learning approach;information collection;backward induction method;equilibrium solution;game theoretic approach;social partners;data collection tasks;FVs;follower vehicles;leader vehicle","","","","30","IEEE","5 Apr 2022","","","IEEE","IEEE Journals"
"Automated Design of Complex Analog Circuits with Multiagent based Reinforcement Learning","J. Zhang; J. Bao; Z. Huang; X. Zeng; Y. Lu","State Key Lab. of ASIC & System, School of Information Science and Technology; State Key Lab. of ASIC & System, School of Information Science and Technology; Frontier Institute of Chip and System; State Key Lab. of ASIC & System, Microelectronics Department, Fudan University, Shanghai, China; State Key Lab. of ASIC & System, School of Information Science and Technology","2023 60th ACM/IEEE Design Automation Conference (DAC)","15 Sep 2023","2023","","","1","6","Despite the effort of analog circuit design automation, currently complex analog circuit design still requires extensive manual iterations, making it labor intensive and time-consuming. Recently, reinforcement learning (RL) algorithms have been demonstrated successfully for the analog circuit design optimization. However, a robust and highly efficient RL method to design analog circuits with complex design space has not been fully explored yet. In this work, inspired by multiagent planning theory as well as human expert design practice, we propose a multiagent based RL (MA-RL) framework to tackle this issue. Particularly, we (i) partition the complex analog circuits into several sub-blocks based on topology information and effectively reduce the complexity of design search space; (ii) leverage MA-RL for the circuit optimization, where each agent corresponds to a single sub-block, and the interactions between agents delicately mimic the best design tradeoffs between circuit sub-blocks by human experts; (iii) introduce the multiagent twin-delayed techniques to further boost training stability and accomplish higher performances. Experiments on two different analog circuit topologies and knowledge transfers between two technology nodes are demonstrated. It’s shown that MA-RL framework can achieve the best FoM for complex analog circuits design. This work shines the light for future large scale analog circuit system design automation.","","979-8-3503-2348-1","10.1109/DAC56929.2023.10247909","National Natural Science Foundation of China; Shanghai Municipal Education Commission; Natural Science Foundation of Shanghai; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10247909","Complex analog circuits;Circuit design automation;Multiagent reinforcement learning;Twin delayed deep deterministic policy gradient","Training;Design automation;Reinforcement learning;Manuals;Analog circuits;Topology;Circuit stability","analogue circuits;circuit optimisation;electronic design automation;multi-agent systems;reinforcement learning","analog circuit design automation;analog circuit design optimization;automated design;circuit optimization;circuit subblocks;complex analog circuit design;complex design space;design search space;different analog circuit topologies;large scale analog circuit system design automation;MA-RL framework;multiagent based reinforcement learning;multiagent based RL framework;reinforcement learning algorithms;robust RL method","","","","20","IEEE","15 Sep 2023","","","IEEE","IEEE Conferences"
"Deep Reinforcement Learning-Based Multichannel Access for Industrial Wireless Networks With Dynamic Multiuser Priority","X. Liu; C. Xu; H. Yu; P. Zeng","State Key Laboratory of Robotics, Shenyang Institute of Automation, Chinese Academy of Sciences, Shenyang, China; State Key Laboratory of Robotics, Shenyang Institute of Automation, Chinese Academy of Sciences, Shenyang, China; State Key Laboratory of Robotics, Shenyang Institute of Automation, Chinese Academy of Sciences, Shenyang, China; State Key Laboratory of Robotics, Shenyang Institute of Automation, Chinese Academy of Sciences, Shenyang, China","IEEE Transactions on Industrial Informatics","13 Jul 2022","2022","18","10","7048","7058","In Industry 4.0, massive heterogeneous industrial devices generate a great deal of data with different quality of service requirements, and communicate via industrial wireless networks (IWNs). However, the limited time-frequency resources of IWNs cannot well support the high concurrent access of massive industrial devices with strict real-time and reliable communication requirements. To address this problem, a deep reinforcement learning-based dynamic priority multichannel access (DRL-DPMCA) algorithm is proposed in this article. Firstly, according to the time-sensitivity of industrial data, industrial devices are assigned with different priorities, based on which their channel access probabilities are dynamically adjusted. Then, the Markov decision process is utilized to model the dynamic priority multichannel access problem. To cope with the explosion of state space caused by the multichannel access of massive industrial devices with dynamic priorities, DRL is used to establish the mapping from states to actions. Next, the long-term cumulative reward is maximized to obtain an effective policy. Especially, with joint consideration of the access reward and priority reward, a compound reward for multichannel access and dynamic priority is designed. For breaking the time correlation of training data while accelerating the convergence of DRL-DPMCA, an experience replay with experience-weight is proposed to store and sample experiences categorically. Besides, the gated recurrent unit, dueling architecture and step-by-step $\varepsilon$-greedy method are employed to make states more comprehensive and reduce model oscillation. Extensive experiments show that, compared with slotted-Aloha and deep Q network algorithms, DRL-DPMCA converges quickly, and guarantees the highest channel access probability and the minimum queuing delay for high-priority industrial devices in the context of minimum access conflict and nearly 100% channel utilization.","1941-0050","","10.1109/TII.2021.3139349","National Key Research and Development Program of China(grant numbers:2020YFB1710900); National Natural Science Foundation of China(grant numbers:62173322,61803368,U1908212,61821005); China Postdoctoral Science Foundation(grant numbers:2019M661156); Youth Innovation Promotion Association of the Chinese Academy of Sciences(grant numbers:2019202); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9667302","Deep reinforcement learning;dynamic priority;industrial wireless networks (IWNs);multichannel access;quality of service","Delays;Reliability;Real-time systems;Informatics;Heuristic algorithms;Transmitters;Quality of service","access protocols;deep learning (artificial intelligence);greedy algorithms;Markov processes;multi-access systems;probability;production engineering computing;quality of service;queueing theory;radio networks;reinforcement learning;telecommunication network reliability;wireless channels","industrial wireless networks;dynamic multiuser priority;massive heterogeneous industrial devices;IWNs;time-frequency resources;high concurrent access;massive industrial devices;reliable communication requirements;deep reinforcement learning-based dynamic priority multichannel access algorithm;DRL-DPMCA;time-sensitivity;industrial data;channel access probabilities;dynamic priority multichannel access problem;long-term cumulative reward;access reward;priority reward;time correlation;deep Q network algorithms;minimum access conflict;high-priority industrial devices;highest channel access probability","","1","","32","IEEE","31 Dec 2021","","","IEEE","IEEE Journals"
