"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Compliant Robotic Assembly based on Deep Reinforcement Learning","Z. Zhou; P. Ni; X. Zhu; Q. Cao","School of Mechanical Engineering, Shanghai Jiao Tong University, Shanghai, China; School of Mechanical Engineering, Shanghai Jiao Tong University, Shanghai, China; School of Mechanical Engineering, Shanghai Jiao Tong University, Shanghai, China; School of Mechanical Engineering, Shanghai Jiao Tong University, Shanghai, China","2021 International Conference on Machine Learning and Intelligent Systems Engineering (MLISE)","25 Nov 2021","2021","","","6","9","Assembly with industrial robots in an unstructured environment is more and more desirable and going to play an indispensable role in modern manufacturing industries. The classical peg-in-hole robotic assembly has been extensively researched as a common industrial task, but high-precision robotic assembly, which means the assembly precision of mechanical parts required may exceed that of robots, remains an open problem. Meanwhile, the conventional impedance control method used in the current manufacturing, requires numerous parameters to be artificially tuned before deployment, tedious and awfully time-consuming. Moreover, it has a poor success rate. In this paper, we propose a novel method with off-policy, model-free deep reinforcement-learning for position-controlled robots to perform assembly tasks compliantly through training, and there is no need for manual tuning. Through conducting a series of comparative experiments, this method is proved to have a preferable performance and assembly efficiency.","","978-1-6654-1736-5","10.1109/MLISE54096.2021.00009","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9611647","Deep Reinforcement learning;Robotic assembly;Impendance control;Compliance control","Robotic assembly;Training;Manufacturing industries;Service robots;Reinforcement learning;Manuals;Manufacturing","compliance control;force control;learning (artificial intelligence);motion control;position control;robotic assembly","compliant robotic assembly;deep reinforcement learning;industrial robots;modern manufacturing industries;peg-in-hole robotic assembly;industrial task;high-precision robotic assembly;mechanical parts;open problem;impedance control method;model-free deep reinforcement-learning;position-controlled robots;assembly tasks","","1","","15","IEEE","25 Nov 2021","","","IEEE","IEEE Conferences"
"Data-driven scheduling for smart shop floor via reinforcement learning with model-based clustering algorithm","Y. Li; W. Gu; X. Wang; Z. Chen","Department of Mechanical and Electrical Engineering, Hohai University, Changzhou, China; Department of Mechanical and Electrical Engineering, Hohai University, Changzhou, China; Department of Mechanical and Electrical Engineering, Hohai University, Changzhou, China; Department of Mechanical and Electrical Engineering, Hohai University, Changzhou, China","2021 IEEE 4th Advanced Information Management, Communicates, Electronic and Automation Control Conference (IMCEC)","19 Jul 2021","2021","4","","1310","1314","Various information technologies provide the manufacturing system massive data, which can support the decision optimization of product lifecycle management. However, the lack of effective use for advanced technologies prevents manufacturing industry from being automated and intelligent. Therefore, this paper proposes the smart shop floor and implementation mechanism. Meanwhile, based on the clustering and reinforcement learning, the brain agent and scheduling agent are designed to determine the approriate rule according to the shop floor state information, thus realizing the data-driven real-time scheduling. Experimental results show that the smart shop floor can effectively deal with disturbance events and has better performance compared with composite dispatching rules.","2693-2776","978-1-7281-8535-4","10.1109/IMCEC51613.2021.9482089","National Science Foundation; Fundamental Research Funds for the Central Universities; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9482089","data-driven;real-time scheduling;smart shop floor;clustering;reinforcement learning","Product lifecycle management;Manufacturing industries;Job shop scheduling;Reinforcement learning;Production;Real-time systems;Information management","decision support systems;factory automation;information technology;integrated manufacturing systems;job shop scheduling;learning (artificial intelligence);manufacturing industries;multi-agent systems;optimisation;pattern clustering;product life cycle management;production engineering computing","smart shop floor;information technologies;manufacturing system massive data;product lifecycle management;shop floor state information;data-driven real-time scheduling;reinforcement learning;model-based clustering algorithm;decision optimization;manufacturing industry;brain agent;scheduling agent","","1","","10","IEEE","19 Jul 2021","","","IEEE","IEEE Conferences"
"Demand Response optimization of Cement Manufacturing Industry Based on Reinforcement Learning Algorithm","X. -Y. Ye; Z. -W. Liu; M. Chi; M. -F. Ge; Z. Xi","School of Artificial Intelligence and Automation Huazhong University of Science and Technology, Wuhan, China; School of Artificial Intelligence and Automation Huazhong University of Science and Technology, Wuhan, China; School of Artificial Intelligence and Automation Huazhong University of Science and Technology, Wuhan, China; School of Mechanical Engineering and Electronic Information, China University of Geosciences, Wuhan, China; School of Artificial Intelligence and Automation Huazhong University of Science and Technology, Wuhan, China","2022 IEEE International Conference on Cyborg and Bionic Systems (CBS)","8 May 2023","2023","","","402","406","For industrial manufacturing to meet the country’s carbon neutrality goals by 2026, energy efficiency optimization is becoming a crucial development orientation. Demand response has played a significant role in improving energy efficiency and balancing supply and demand. The dynamic industrial environment requires the high level of precision and reliability of demand response. Reinforcement learning methods can make more accurate judgments and optimal decisions in response to complex dynamic environments compared with traditional optimization methods, and meet the relevant requirements of demand response. The paper studies cement manufacturing, a typical energy-intensive industry. As a first step, an in-depth modeling analysis of cement manufacturing’s main energy-consuming equipment is conducted based on industrial load characteristics. Then, industrial demand response scheduling methods based on a reinforcement learning algorithm are designed. The effectiveness and feasibility of the scheme are verified by simulation experiments.","","978-1-6654-9028-3","10.1109/CBS55922.2023.10115387","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10115387","","Manufacturing industries;Analytical models;Job shop scheduling;Supply and demand;Biological system modeling;Reinforcement learning;Demand response","cement industry;demand side management;energy conservation;optimisation;power engineering computing;reinforcement learning","cement manufacturing industry;demand response optimization;energy efficiency optimization;energy-consuming equipment;industrial demand response scheduling methods;industrial manufacturing;reinforcement learning algorithm;typical energy-intensive industry","","","","11","IEEE","8 May 2023","","","IEEE","IEEE Conferences"
"Sim2Real Deep Reinforcement Learning of Compliance-based Robotic Assembly Operations","O. Petrovic; L. Schäper; S. Roggendorf; S. Storms; C. Brecher","Department of Automation and Control Chair of Machine Tools, Laboratory for Machine Tools and Production Engineering (WZL), RWTH Aachen University, Aachen, Germany; Department of Automation and Control Chair of Machine Tools, Laboratory for Machine Tools and Production Engineering (WZL), RWTH Aachen University, Aachen, Germany; Department of Automation and Control Chair of Machine Tools, Laboratory for Machine Tools and Production Engineering (WZL), RWTH Aachen University, Aachen, Germany; Department of Automation and Control Chair of Machine Tools, Laboratory for Machine Tools and Production Engineering (WZL), RWTH Aachen University, Aachen, Germany; Department of Automation and Control Chair of Machine Tools, Laboratory for Machine Tools and Production Engineering (WZL), RWTH Aachen University, Aachen, Germany","2022 26th International Conference on Methods and Models in Automation and Robotics (MMAR)","8 Sep 2022","2022","","","300","305","Reinforcement learning (RL) enables robots to learn goal-oriented behavior. In production processes with high variances, such as joining operations in end-of-line assembly, this is particularly interesting to save significant programming effort. Due to a large amount of required training data, simulative training is becoming increasingly important. In this paper, we present an approach to learn a contact-rich peg-in-hole assembly task utilizing deep reinforcement learning (DRL) and a compliant robot controller. The DRL-Agent learns directly in the Cartesian space (task space) and not in the joint space of the robot, to increase the robustness and efficiency of the algorithms. To further increase the robustness of the policy and to shorten training times, geometric limitations are imposed by introducing an admissible workspace using a trajectory generator. Furthermore, these limitations result in nearly identical behavior in the simulation and on the real robot, allowing the DRL training process to be purely simulative. The learned policy is experimentally investigated both in the simulation environment and on a real robot, to evaluate its transferability from simulation to reality (sim2real).","","978-1-6654-6858-9","10.1109/MMAR55195.2022.9874304","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9874304","","Training;Robotic assembly;Training data;Reinforcement learning;Aerospace electronics;Robustness;Behavioral sciences","control engineering computing;data handling;deep learning (artificial intelligence);production engineering computing;reinforcement learning;robotic assembly;trajectory control","sim2real deep reinforcement;goal oriented behavior;production processes;end-of-line assembly;required training data;simulative training;deep reinforcement learning;DRL agent;Cartesian space;joint space;geometric limitations;identical behavior;DRL training process;learned policy;simulation environment;contact rich peg-in-hole assembly task;compliance based robotic assembly operations","","","","20","IEEE","8 Sep 2022","","","IEEE","IEEE Conferences"
"An MDP Model-Based Reinforcement Learning Approach for Production Station Ramp-Up Optimization: Q-Learning Analysis","S. Doltsinis; P. Ferreira; N. Lohse","Manufacturing Division, University of Nottingham, University Park, Nottingham, U.K.; Manufacturing Division, University of Nottingham, University Park, Nottingham, U.K.; Manufacturing Division, University of Nottingham, University Park, Nottingham, U.K.","IEEE Transactions on Systems, Man, and Cybernetics: Systems","20 May 2017","2014","44","9","1125","1138","Ramp-up is a significant bottleneck for the introduction of new or adapted manufacturing systems. The effort and time required to ramp-up a system is largely dependent on the effectiveness of the human decision making process to select the most promising sequence of actions to improve the system to the required level of performance. Although existing work has identified significant factors influencing the effectiveness of ramp-up, little has been done to support the decision making during the process. This paper approaches ramp-up as a sequential adjustment and tuning process that aims to get a manufacturing system to a desirable performance in the fastest possible time. Production stations and machines are the key resources in a manufacturing system. They are often functionally decoupled and can be treated in the first instance as independent ramp-up problems. Hence, this paper focuses on developing a Markov decision process (MDP) model to formalize ramp-up of production stations and enable their formal analysis. The aim is to capture the cause-and-effect relationships between an operator's adaptation or adjustment of a station and the station's response to improve the effectiveness of the process. Reinforcement learning has been identified as a promising approach to learn from ramp-up experience and discover more successful decision-making policies. Batch learning in particular can perform well with little data. This paper investigates the application of a Q-batch learning algorithm combined with an MDP model of the ramp-up process. The approach has been applied to a highly automated production station where several ramp-up processes are carried out. The convergence of the Q-learning algorithm has been analyzed along with the variation of its parameters. Finally, the learned policy has been applied and compared against previous ramp-up cases.","2168-2232","","10.1109/TSMC.2013.2294155","European Commission as a part of the CP-FP 246083-2 IDEAS and CP-FP 229208-2 FRAME Project; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6702489","Decision-making;learning systems;manufacturing automation;Markov processes;Decision-making;learning systems;manufacturing automation;Markov processes","Decision making;Manufacturing systems;Learning (artificial intelligence);Personnel;Algorithm design and analysis","decision making;learning (artificial intelligence);manufacturing systems;Markov processes;production engineering computing","MDP model-based reinforcement learning approach;production station ramp-up optimization;manufacturing systems;human decision making process;system improvement;performance level improvement;sequential adjustment;tuning process;production machines;Markov decision process model;formal analysis;cause-and-effect relationships;operator adaptation;station response adjustment;process effectiveness improvement;Q-batch learning algorithm;automated production station;convergence analysis","","42","","34","OAPA","9 Jan 2014","","","IEEE","IEEE Journals"
"Opportunities for Reinforcement Learning in Industrial Automation","Q. Xin; G. Wu; W. Fang; J. Cao; Y. Ping","Nanhu Lab, Jiaxing, China; National University of Defense Technology, Changsha, China; Nanhu Lab, Jiaxing, China; Academy of Military Science, Beijing, China; Academy of Military Science, Beijing, China","2021 7th International Conference on Big Data and Information Analytics (BigDIA)","6 Dec 2021","2021","","","496","504","With the development of technology and the increasingly fierce competitive environment, the manufacturing system becomes more and more complex and requires higher coordination. Manufacturing companies are facing the challenge of highly non-linear and flexible business requirements, while the current degree of automation in the smart era has been unable to meet the needs of the environment. In the next stage, the leading manufacturing enterprises should focus on the application of digitalization and even intelligence in the automated manufacturing industry. Additionally, the successful implementation of intelligent applications in the industry and the realization of their ideal value are also the part that researchers must consider. The development of artificial intelligence (AI) and machine learning (ML) has shown that there is great potential to change the manufacturing field through advanced intelligent system tools, especially through reinforcement learning (QL). Therefore, the focuses of this article have been shown as follows: (1) Review the practical application of recent reinforcement learning in various fields, especially in the industrial field. (2) Analyze the method of reinforcement learning applied in industrial applications and its unique performance. (3) Identify the challenges and opportunities for further application of reinforcement learning in automated manufacturing, and discuss the future development of reinforcement learning to better meet the needs of intelligent manufacturing. In order to achieve these goals, this article uses a large number of literature reviews to elaborate a hierarchical analysis of the extensive practice of reinforcement learning in industrial applications. Through these analyses, we try to find the applicability of reinforcement learning in automated manufacturing systems. In addition, we take industrial process systems, human-machine assistance supervision and control, process monitoring, prevention and post-processing, and finally full material process management into consideration, and hope to achieve the desired characteristics in the process and control of the automated manufacturing industry.","","978-1-6654-2466-0","10.1109/BigDIA53151.2021.9619637","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9619637","Reinforcement learning;artificial intelligence;industrial automation","Manufacturing industries;Technological innovation;Automation;Costs;Process control;Reinforcement learning;Companies","intelligent manufacturing systems;manufacturing industries;process monitoring;production engineering computing;reinforcement learning","industrial applications;automated manufacturing systems;automated manufacturing industry;industrial automation;manufacturing system;manufacturing companies;flexible business requirements;leading manufacturing enterprises;artificial intelligence;machine learning;manufacturing field;recent reinforcement learning;intelligent manufacturing;intelligent system tools;smart era;hierarchical analysis;human-machine assistance supervision;process monitoring","","","","34","IEEE","6 Dec 2021","","","IEEE","IEEE Conferences"
"Dynamic assembly sequence selection using reinforcement learning","G. Lowe; B. Shirinzadeh","School of Computer Science and Software Engineering, Monash University, Australia; Depanment of Mechanical Engineering, Monash University, Australia","IEEE International Conference on Robotics and Automation, 2004. Proceedings. ICRA '04. 2004","6 Jul 2004","2004","3","","2633","2638 Vol.3","Determining the most appropriate sequence for assembling products requires assessment of the process, product, and the technology applied. Most production engineers apply constraint based evaluation and history to identify the solution sequence. What if their solution is sub-optimal? In this paper a self-learning technique for selecting a sequence and dynamically changing the sequence is presented, selection is based on the history of assemblies. The evaluation is dependent on part properties rather than parts and their relationships, thus no previous knowledge of parts and their interaction is required in the decision making process. The method assumes assembly is without constraint, for example, a highly flexible robotic assembly cell. This maximises the ability of the algorithm to select sequences for new products and optimise them. The heart of the algorithm is a reinforcement-learning model, which punishes failed assembly steps, this facilitates feedback sequence selection, when: current methods are merely feedforward. This feedback approach addresses combinatorial explosion that can cripple assembly planners.","1050-4729","0-7803-8232-3","10.1109/ROBOT.2004.1307458","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1307458","","Learning;Robotic assembly;Production;Application specific processors;Humans;History;Feedback;Process planning;Product design;Computer science","assembly planning;learning (artificial intelligence);process control;knowledge based systems;decision making;robotic assembly","dynamic assembly sequence selection;reinforcement learning;self-learning technique;decision making process;flexible robotic assembly cell;assembly planning","","8","","13","IEEE","6 Jul 2004","","","IEEE","IEEE Conferences"
"Deep Reinforcement Learning for Robotic Control in High-Dexterity Assembly Tasks - A Reward Curriculum Approach","L. Leyendecker; M. Schmitz; H. A. Zhou; V. Samsonov; M. Rittstieg; D. Lütticke","Fraunhofer Institute for Production Technology IPT, 52074 Aachen, Germany; Departments of Data Analytics and Innovation, Digitalization at BMW Group, 80807 Munich, Germany; Institute of Information Management in Mechanical Engineering, RWTH Aachen University, 52068 Aachen, Germany; Institute of Information Management in Mechanical Engineering, RWTH Aachen University, 52068 Aachen, Germany; Departments of Data Analytics and Innovation, Digitalization at BMW Group, 80807 Munich, Germany; Institute of Information Management in Mechanical Engineering, RWTH Aachen University, 52068 Aachen, Germany","2021 Fifth IEEE International Conference on Robotic Computing (IRC)","7 Feb 2022","2021","","","35","42","For years, the fully-automated robotic assembly has been a highly sought-after technology in large-scale manufacturing. Yet it still struggles to find widespread implementation in industrial environments. Traditional programming has so far proven to be insufficient to provide the required flexibility and dexterity to solve complex assembly tasks. Although research in robotic control using deep reinforcement learning (DRL) advances quickly, the transfer to real-world applications in industrial settings is lagging behind. In this study, we apply DRL for robotic motion control at the use-case of a multi-body contact automotive assembly task and focus on optimizing the final performance on the real-world setup. We propose a reward-curriculum learning approach in combination with domain randomization to obtain both force-sensitivity and generalizability. We train an agent exclusively in simulation and successfully perform the Sim-to-Real transfer. Finally, we evaluate the controller’s performance and robustness on an industrial setup and reflect its adherence to the high automotive production standards.","","978-1-6654-3416-4","10.1109/IRC52146.2021.00012","Deutsche Forschungsgemeinschaft; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9699929","Reinforcement Learning;Machine Learning;Robot Control;Curriculum Learning;Reward Shaping;Peg In Hole Assembly;Manufacturing","Robotic assembly;Robot motion;Service robots;Reinforcement learning;Production;Programming;Robustness","automobile industry;deep learning (artificial intelligence);dexterous manipulators;motion control;production engineering computing;reinforcement learning;robotic assembly","high-dexterity assembly tasks;robotic assembly;large-scale manufacturing;industrial environments;complex assembly tasks;DRL;robotic motion control;multibody contact automotive assembly task;reward-curriculum learning approach;controller;industrial setup;high automotive production standards;deep reinforcement learning;domain randomization;Sim-to-Real transfer","","4","","45","IEEE","7 Feb 2022","","","IEEE","IEEE Conferences"
"The application of a reinforcement learning agent to a multi-product manufacturing facility","D. C. Creighton; S. Nahavandi","School of Engineering and Technology, Deakin University, Geelong, VIC, Australia; School of Engineering and Technology, Deakin University, Geelong, VIC, Australia","2002 IEEE International Conference on Industrial Technology, 2002. IEEE ICIT '02.","2 Apr 2003","2002","2","","1229","1234 vol.2","An intelligent agent-based scheduling system, consisting of a reinforcement learning agent and a simulation model has been developed and tested on a classic scheduling problem. The production facility studied is a multiproduct serial line subject to stochastic failure. The agent goal is to minimise total production costs, through selection of job sequence and batch size. To explore state space the agent used reinforcement learning. By applying an independent inventory control policy for each product, the agent successfully identified optimal operating policies for a real production facility.","","0-7803-7657-9","10.1109/ICIT.2002.1189350","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1189350","","Learning;Production facilities;Job shop scheduling;Intelligent manufacturing systems;Intelligent agent;System testing;Stochastic processes;Job production systems;Costs;Space exploration","computer aided production planning;learning (artificial intelligence);software agents;manufacturing industries;stochastic processes;minimisation;state-space methods;stock control","reinforcement learning agent;multiproduct manufacturing facility;intelligent agent-based scheduling system;multiproduct serial line;stochastic failure;total production cost minimisation;job sequence selection;batch size selection;independent inventory control policy;optimal operating policies","","6","","17","IEEE","2 Apr 2003","","","IEEE","IEEE Conferences"
"Fuzzy Logic-Driven Variable Time-Scale Prediction-Based Reinforcement Learning for Robotic Multiple Peg-in-Hole Assembly","Z. Hou; Z. Li; C. Hsu; K. Zhang; J. Xu","Department of Mechanical Engineering, State Key Laboratory of Tribology, Beijing Key Laboratory of Precision/Ultra-Precision Manufacturing Equipment Control, Tsinghua University, Beijing, China; Department of Mechanical Engineering, State Key Laboratory of Tribology, Beijing Key Laboratory of Precision/Ultra-Precision Manufacturing Equipment Control, Tsinghua University, Beijing, China; Department of Mechanical Engineering, State Key Laboratory of Tribology, Beijing Key Laboratory of Precision/Ultra-Precision Manufacturing Equipment Control, Tsinghua University, Beijing, China; Department of Mechanical Engineering, State Key Laboratory of Tribology, Beijing Key Laboratory of Precision/Ultra-Precision Manufacturing Equipment Control, Tsinghua University, Beijing, China; Department of Mechanical Engineering, State Key Laboratory of Tribology, Beijing Key Laboratory of Precision/Ultra-Precision Manufacturing Equipment Control, Tsinghua University, Beijing, China","IEEE Transactions on Automation Science and Engineering","5 Jan 2022","2022","19","1","218","229","Reinforcement learning (RL) has been increasingly used for single peg-in-hole assembly, where assembly skill is learned through interaction with the assembly environment in a manner similar to skills employed by human beings. However, the existing RL algorithms are difficult to apply to the multiple peg-in-hole assembly because the much more complicated assembly environment requires sufficient exploration, resulting in a long training time and less data efficiency. To this end, this article focuses on how to predict the assembly environment and how to use the predicted environment in assembly action control to improve the data efficiency of the RL algorithm. Specifically, first, the assembly environment is exactly predicted by a variable time-scale prediction (VTSP) defined as general value functions (GVFs), reducing the unnecessary exploration. Second, we propose a fuzzy logic-driven variable time-scale prediction-based reinforcement learning (FLDVTSP-RL) for assembly action control to improve the efficiency of the RL algorithm, in which the predicted environment is mapped to the impedance parameter in the proposed impedance action space by a fuzzy logic system (FLS) as the action baseline. To demonstrate the effectiveness of VTSP and the data efficiency of the FLDVTSP-RL methods, a dual peg-in-hole assembly experiment is set up; the results show that FLDVTSP-deep Q-learning (DQN) decreases the assembly time about 44% compared with DQN and FLDVTSP-deep deterministic policy gradient (DDPG) decreases the assembly time about 24% compared with DDPG. Note to Practitioners—The complicated assembly environment of the multiple peg-in-hole assembly results in a contact state that cannot be recognized exactly from the force sensor. Therefore, contact-model-based methods that require tuning of the control parameters based on the contact state recognition cannot be applied directly in this complicated environment. Recently, reinforcement learning (RL) methods without contact state recognition have recently attracted scientific interest. However, the existing RL methods still rely on numerous explorations and a long training time, which cannot be directly applied to real-world tasks. This article takes inspiration from the manner in which human beings can learn assembly skills with a few trials, which relies on the variable time-scale predictions (VTSPs) of the environment and the optimized assembly action control strategy. Our proposed fuzzy logic-driven variable time-scale prediction-based reinforcement learning (FLDVTSP-RL) can be implemented in two steps. First, the assembly environment is predicted by the VTSP defined as general value functions (GVFs). Second, assembly action control is realized in an impedance action space with a baseline defined by the impedance parameter mapped from the predicted environment by the fuzzy logic system (FLS). Finally, a dual peg-in-hole assembly experiment is conducted; compared with deep Q-learning (DQN), FLDVTSP-DQN can decrease the assembly time about 44%; compared with deep deterministic policy gradient (DDPG), FLDVTSP-DDPG can decrease the assembly time about 24%.","1558-3783","","10.1109/TASE.2020.3024725","National Key Research and Development Program of China(grant numbers:2016YFE0206200); National Natural Science Foundation of China(grant numbers:U1613205,51675291,51935010); Beijing Municipal Natural Science Foundation(grant numbers:L192001); Funding for Basic Scientific Research Program(grant numbers:JCKY2018205B029); State Key Laboratory of China(grant numbers:SKL2020C15); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9210190","Fuzzy logic system (FLS);multiple peg-in-hole;prediction learning;reinforcement learning (RL);robotic assembly","Impedance;Robotic assembly;Task analysis;Force;Fuzzy logic;Robot sensing systems","assembling;force sensors;fuzzy logic;learning (artificial intelligence);robotic assembly","existing RL algorithms;multiple peg-in-hole assembly;complicated assembly environment;long training time;data efficiency;predicted environment;RL algorithm;fuzzy logic-driven variable time-scale prediction;impedance action space;fuzzy logic system;FLDVTSP-RL methods;dual peg-in-hole assembly experiment;FLDVTSP-deep Q-learning;assembly time;peg-in-hole assembly results;complicated environment;reinforcement learning methods;existing RL methods;assembly skill;optimized assembly action control strategy","","16","","40","IEEE","30 Sep 2020","","","IEEE","IEEE Journals"
