"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Deep Reinforcement Learning for Electric Transmission Voltage Control","B. L. Thayer; T. J. Overbye","Pacific Northwest National Laboratory located in Richland, WA, USA; Texas A&M University located in College Station, TX, USA","2020 IEEE Electric Power and Energy Conference (EPEC)","18 Jan 2021","2020","","","1","8","Today, human operators primarily perform voltage control of the electric transmission system. As the complexity of the grid increases, so does its operation, suggesting additional automation could be beneficial. A subset of machine learning known as deep reinforcement learning (DRL) has recently shown promise in performing tasks typically performed by humans. This paper applies DRL to the transmission voltage control problem, presents open-source DRL environments for voltage control, proposes a novel modification to the “deep Q network” (DQN) algorithm, and performs experiments at scale with systems up to 500 buses. The promise of applying DRL to voltage control is demonstrated, though more research is needed to enable DRL-based techniques to consistently outperform conventional methods.","2381-2842","978-1-7281-6489-2","10.1109/EPEC48502.2020.9320077","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9320077","Machine learning;artificial intelligence;automatic voltage control;power system simulation","Voltage control;Generators;Power systems;Reinforcement learning;Testing;Training;Open source software","control engineering computing;deep learning (artificial intelligence);power engineering computing;power system control;power transmission;public domain software;voltage control","deep reinforcement learning;electric transmission voltage control;human operators;electric transmission system;machine learning;deep Q network algorithm;open-source DRL environments","","6","","35","IEEE","18 Jan 2021","","","IEEE","IEEE Conferences"
"Cooperative Assistance in Robotic Surgery through Multi-Agent Reinforcement Learning","P. M. Scheikl; B. Gyenes; T. Davitashvili; R. Younis; A. Schulze; B. P. Müller-Stich; G. Neumann; M. Wagner; F. Mathis-Ullrich","Institute for Anthropomatics and Robotics, Karlsruhe Institute of Technology, Karlsruhe, Germany; Institute for Anthropomatics and Robotics, Karlsruhe Institute of Technology, Karlsruhe, Germany; Department for General, Visceral and Transplantation Surgery, Heidelberg University Hospital, Heidelberg, Germany; Department for General, Visceral and Transplantation Surgery, Heidelberg University Hospital, Heidelberg, Germany; Department for General, Visceral and Transplantation Surgery, Heidelberg University Hospital, Heidelberg, Germany; Department for General, Visceral and Transplantation Surgery, Heidelberg University Hospital, Heidelberg, Germany; Institute for Anthropomatics and Robotics, Karlsruhe Institute of Technology, Karlsruhe, Germany; Department for General, Visceral and Transplantation Surgery, Heidelberg University Hospital, Heidelberg, Germany; Institute for Anthropomatics and Robotics, Karlsruhe Institute of Technology, Karlsruhe, Germany","2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","16 Dec 2021","2021","","","1859","1864","Cognitive cooperative assistance in robot-assisted surgery holds the potential to increase quality of care in minimally invasive interventions. Automation of surgical tasks promises to reduce the mental exertion and fatigue of surgeons. In this work, multi-agent reinforcement learning is demonstrated to be robust to the distribution shift introduced by pairing a learned policy with a human team member. Multi-agent policies are trained directly from images in simulation to control multiple instruments in a sub task of the minimally invasive removal of the gallbladder. These agents are evaluated individually and in cooperation with humans to demonstrate their suitability as autonomous assistants. Compared to human teams, the hybrid teams with artificial agents perform better considering completion time (44.4% to 71.2% shorter) as well as number of collisions (44.7% to 98.0% fewer). Path lengths, however, increase under control of an artificial agent (11.4% to 33.5% longer). A multi-agent formulation of the learning problem was favored over a single-agent formulation on this surgical sub task, due to the sequential learning of the two instruments. This approach may be extended to other tasks that are difficult to formulate within the standard reinforcement learning framework. Multi-agent reinforcement learning may shift the paradigm of cognitive robotic surgery towards seamless cooperation between surgeons and assistive technologies.","2153-0866","978-1-6654-1714-3","10.1109/IROS51168.2021.9636193","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636193","","Laparoscopes;Minimally invasive surgery;Medical robotics;Instruments;Reinforcement learning;Gallbladder;Fatigue","assistive robots;health care;medical computing;medical image processing;multi-agent systems;patient diagnosis;reinforcement learning;surgical robots","reinforcement learning;minimally invasive interventions;human team member;assistive technologies;artificial agent;multiagent formulation;single-agent formulation;robotic surgery;surgeons;gallbladder","","5","","22","IEEE","16 Dec 2021","","","IEEE","IEEE Conferences"
"Methodology for Interpretable Reinforcement Learning Model for HVAC Energy Control","O. Kotevska; J. Munk; K. Kurte; Y. Du; K. Amasyali; R. W. Smith; H. Zandi","Computer Science and Mathematics, Oak Ridge National Laboratory, Oak Ridge, TN, U.S.A; Energy and Transportation Science, Oak Ridge National Laboratory, Oak Ridge, TN, U.S.A; Computational Sciences and Engineering, Oak Ridge National Laboratory, Oak Ridge, TN, U.S.A; Electrical Engineering and Computer Science, University of Tennessee, Knoxville, TN, U.S.A; Computational Sciences and Engineering, Oak Ridge National Laboratory, Oak Ridge, TN, U.S.A; Computer Science and Mathematics, Oak Ridge National Laboratory, Oak Ridge, TN, U.S.A; Computational Sciences and Engineering, Oak Ridge National Laboratory, Oak Ridge, TN, U.S.A","2020 IEEE International Conference on Big Data (Big Data)","19 Mar 2021","2020","","","1555","1564","Deep reinforcement learning (DRL) approaches have been used in various application areas to improve efficiency, optimization, or automation. However, very little is known about how the DRL algorithms make decisions and what features affect their performance. Using a case study of a DRL based Heating, Ventilation and Air Conditioning (HVAC) optimization methodology, we demonstrate how we can address these challenges by applying interpretability tools and systematically exploring the model inputs for better understanding the DRL behaviour and decision making process. We developed a methodology for interpretable reinforcement learning and evaluated our approach in real-world house located in Knoxville, TN. Our findings explain the reasoning behind DRL-based optimization decisions under different circumstances which has been discussed and confirmed by the experts in the field.","","978-1-7281-6251-5","10.1109/BigData50022.2020.9377735","Battelle; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9377735","reinforcement learning;decision making;interpretability;optimization;deep learning;machine learning;demand response","HVAC;Water heating;Reinforcement learning;Big Data;Tools;Ventilation;Optimization","building management systems;control engineering computing;decision making;deep learning (artificial intelligence);HVAC;optimisation;power control","interpretable reinforcement learning model;HVAC energy control;deep reinforcement learning approaches;DRL algorithms;interpretability tools;model inputs;decision making process;DRL-based optimization decisions;heating, ventilation and air conditioning optimization methodology;HVAC optimization methodology","","4","","30","IEEE","19 Mar 2021","","","IEEE","IEEE Conferences"
"An Automated Deep Reinforcement Learning Pipeline for Dynamic Pricing","R. R. Afshar; J. Rhuggenaath; Y. Zhang; U. Kaymak","Eindhoven University of Technology, Eindhoven, Netherlands; Eindhoven University of Technology, Eindhoven, Netherlands; Eindhoven University of Technology, Eindhoven, Netherlands; Jheronimus Academy of Data Science, ‘s-Hertogenbosch, Netherlands","IEEE Transactions on Artificial Intelligence","24 May 2023","2023","4","3","428","437","A dynamic pricing problem is difficult due to the highly dynamic environment and unknown demand distributions. In this article, we propose a deep reinforcement learning (DRL) framework, which is a pipeline that automatically defines the DRL components for solving a dynamic pricing problem. The automated DRL pipeline is necessary because the DRL framework can be designed in numerous ways, and manually finding optimal configurations is tedious. The levels of automation make nonexperts capable of using DRL for dynamic pricing. Our DRL pipeline contains three steps of DRL design, including Markov decision process modeling, algorithm selection, and hyperparameter optimization. It starts with transforming available information to state representation and defining reward function using a reward shaping approach. Then, the hyperparameters are tuned using a novel hyperparameter optimization method that integrates Bayesian optimization and the selection operator of the genetic algorithm. We employ our DRL pipeline on reserve price optimization problems in online advertising as a case study. We show that using the DRL configuration obtained by our DRL pipeline, a pricing policy is obtained whose revenue is significantly higher than the benchmark methods. The evaluation is performed by developing a simulation for the real-time bidding environment that makes exploration possible for the reinforcement learning agent.","2691-4581","","10.1109/TAI.2022.3186292","European Commission; E! 11582; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9807363","Automated reinforcement learning (AutoRL) pipeline;Bayesian optimization (BO);dynamic pricing (DP)","Pricing;Pipelines;Optimization;Heuristic algorithms;Mathematical models;Reinforcement learning;Machine learning algorithms","Bayes methods;deep learning (artificial intelligence);genetic algorithms;learning (artificial intelligence);Markov processes;optimisation;pricing;reinforcement learning;telecommunication computing","automated deep reinforcement learning pipeline;automated DRL pipeline;deep reinforcement learning framework;DRL components;DRL configuration;DRL design;DRL framework;dynamic pricing problem;highly dynamic environment;novel hyperparameter optimization method;optimal configurations;pricing policy;reinforcement learning agent;reserve price optimization problems","","2","","32","IEEE","27 Jun 2022","","","IEEE","IEEE Journals"
"Terrain Adaption Controller for a Walking Excavator Robot using Deep Reinforcement Learning","A. Babu; F. Kirchner","DFKI GmbH (German Research Center for Artificial Intelligence), Robotics Innovation Center, Bremen, Germany; DFKI GmbH (German Research Center for Artificial Intelligence), Robotics Innovation Center, Bremen, Germany","2021 20th International Conference on Advanced Robotics (ICAR)","5 Jan 2022","2021","","","64","70","Automation of heavy-duty vehicles using technologies developed in the robotics domain is gaining popularity. One such vehicle is the walking excavator with active suspension chassis for adapting to uneven terrain. The terrain adaption controller automates the suspension control by considering the factors stability, underlying terrain structure, wheel-ground distance, chassis-ground distance, etc. This work builds the controller, which actuates the joints that control the height of the wheels. Deep reinforcement learning is used, considering the complexity of the problem and transferability to other robots. The controller is learned and evaluated in simulation, where continuous terrain with varying slopes is automatically generated. Autoencoders compress the height-map and convert it into latent space of different sizes. Three groups of controllers are then designed based on observations given to the controller. Evaluation of controllers shows that the controllers with ground distances as observation perform better. If the ground distances are part of the observation, there is no significant difference in performance between controllers with different latent space sizes. For controllers with terrain information and no ground distances, the evaluation results match the terrain reconstruction accuracy of the corresponding autoencoder.","","978-1-6654-3684-7","10.1109/ICAR53236.2021.9659399","Federal Ministry of Education and Research(grant numbers:13N14675); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9659399","","Legged locomotion;Suspensions (mechanical systems);Wheels;Reinforcement learning;Aerospace electronics;Manipulators;Stability analysis","adaptive control;excavators;learning (artificial intelligence);legged locomotion;mobile robots;road vehicles;robot dynamics;stability;suspensions (mechanical components);terrain mapping;wheels","terrain adaption controller;walking excavator robot;deep reinforcement learning;heavy-duty vehicles;robotics domain;active suspension chassis;uneven terrain;suspension control;terrain structure;wheel-ground distance;chassis-ground distance;continuous terrain;ground distances;terrain information;terrain reconstruction accuracy","","2","","29","IEEE","5 Jan 2022","","","IEEE","IEEE Conferences"
"Neuroevolution-based Inverse Reinforcement Learning","K. K. Budhraja; T. Oates","Computer Science and Electrical Engineering, University of Maryland, Baltimore, Baltimore County, USA; Computer Science and Electrical Engineering, University of Maryland, Baltimore, Baltimore County, USA","2017 IEEE Congress on Evolutionary Computation (CEC)","7 Jul 2017","2017","","","67","76","The problem of Learning from Demonstration is targeted at learning to perform tasks based on observed examples. One approach to Learning from Demonstration is Inverse Reinforcement Learning, in which actions are observed to infer rewards. This work combines a feature-based state evaluation approach to Inverse Reinforcement Learning with neuroevolution, a paradigm for modifying neural networks based on their performance on a given task. Neural networks are used to learn from a demonstrated expert policy and are evolved to generate a policy similar to the demonstration. The algorithm is discussed and evaluated against competitive feature-based Inverse Reinforcement Learning approaches. At the cost of execution time, neural networks allow for non-linear combinations of features in state evaluations. This results in better correspondence to observed examples as opposed to using linear combinations. This work also extends existing work on Bayesian Non-Parametric Feature construction for Inverse Reinforcement Learning by using non-linear combinations of intermediate data to improve performance. The algorithm is observed to be specifically suitable for a linearly solvable non-deterministic Markov Decision Processes in which multiple rewards are sparsely scattered in state space. This translates to real-world control problems such as those in robotics and automation (e.g. the robust output tracking problem or controlling an n-joint arm), where the underlying equations can be made linear. A conclusive performance hierarchy between evaluated algorithms is presented.","","978-1-5090-4601-0","10.1109/CEC.2017.7969297","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7969297","","Neural networks;Learning (artificial intelligence);Genetic algorithms;Markov processes;Robustness;Kernel;Bayes methods","Bayes methods;decision theory;learning (artificial intelligence);Markov processes;neural nets;nonparametric statistics","neuroevolution-based inverse reinforcement learning;learning from demonstration;feature-based state evaluation;neural networks;Bayesian nonparametric feature construction;nonlinear combinations;nondeterministic Markov decision processes;state space","","1","","42","IEEE","7 Jul 2017","","","IEEE","IEEE Conferences"
"A Modern Perspective on Safe Automated Driving for Different Traffic Dynamics Using Constrained Reinforcement Learning","D. Kamran; T. D. Simão; Q. Yang; C. T. Ponnambalam; J. Fischer; M. T. J. Spaan; M. Lauer","Karlsruhe Institute of Technology, Germany; Radboud University, Nijmegen, The Netherlands; Delft University of Technology, The Netherlands; Delft University of Technology, The Netherlands; Karlsruhe Institute of Technology, Germany; Delft University of Technology, The Netherlands; Karlsruhe Institute of Technology, Germany","2022 IEEE 25th International Conference on Intelligent Transportation Systems (ITSC)","1 Nov 2022","2022","","","4017","4023","The use of reinforcement learning (RL) in real-world domains often requires extensive effort to ensure safe behavior. While this compromises the autonomy of the system, it might still be too risky to allow a learning agent to freely explore its environment. These strict impositions come at the cost of flexibility and applying them often relies on complex parameters and hard-coded knowledge modelled by the reward function. Autonomous driving is one such domain that could greatly benefit from more efficient and verifiable methods for safe automation. We propose to approach the automated driving problem using constrained RL, a method that automates the trade off between risk and utility, thereby significantly reducing the burden on the designer. We first show that an engineered reward function for ensuring safety and utility in one specific environment might not result in the optimal behavior when traffic dynamics changes in the exact environment. Next we show how algorithms based on constrained RL which are more robust to the environmental disturbances can address this challenge. These algorithms use a simple and easy to interpret reward and cost function, and are able to maintain both, efficiency and safety without requiring reward parameter tuning. We demonstrate our approach in the automated merging scenario with different traffic configurations such as low or high chance of cooperative drivers and different cooperative driving strategies.","","978-1-6654-6880-0","10.1109/ITSC55140.2022.9921907","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9921907","","Costs;Heuristic algorithms;Merging;Reinforcement learning;Cost function;Safety;Behavioral sciences","advanced driver assistance systems;multi-agent systems;reinforcement learning","safe automated driving;traffic dynamics;constrained reinforcement learning;learning agent;autonomous driving;constrained RL;traffic configurations;cooperative driving strategies;reward function","","1","","34","IEEE","1 Nov 2022","","","IEEE","IEEE Conferences"
"Deep Reinforcement Learning for Air Traffic Conflict Resolution Under Traffic Uncertainties","A. Mukherjee; Y. Guleria; S. Alam","School of Mechanical and Aerospace Engineering, Nanyang Technological University, Singapore; School of Mechanical and Aerospace Engineering, Nanyang Technological University, Singapore; School of Mechanical and Aerospace Engineering, Nanyang Technological University, Singapore","2022 IEEE/AIAA 41st Digital Avionics Systems Conference (DASC)","31 Oct 2022","2022","","","1","8","With a significant increase in air traffic over the years, the frequency of potential conflicts between aircraft has increased, which in turn has proportionally increased the workload of Air Traffic Control Operators (ATCOs). This has increased the importance of the role of automation tools in assisting the ATCOs. Deep Reinforcement Learning (RL) is a very promising way to address the problem of resolving conflicts in air traffic and find optimum alternate flight paths. Existing research on using RL in air traffic conflict resolution is skewed towards aircraft speed control which is easier to obtain optimum solutions from compared to control of other aircraft parameters. However depending upon airspace sector size, this may not always be feasible. To address this research gap, the current research proposes a deep reinforcement learning architecture for air traffic conflict resolution in a structured airspace, using heading vector control. Results from the architecture shows that the ownship aircraft achieves safe separation of 5 nautical miles for 100% of the conflicts in the designed scenarios. Further analysis reveals that the RL agent achieves promising results in the presence of surrounding aircraft as well as in the event of a potential secondary conflict. The RL agent is capable of guiding the ownship back to its original path once conflicts are resolved. The results also demonstrate that our model is able to provide safe and efficient resolution to the generated air traffic conflicts under uncertainties associated with the speed and cross-track deviation of the intruder aircraft.","2155-7209","978-1-6654-8607-1","10.1109/DASC55683.2022.9925772","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9925772","Artificial intelligence;Deep Reinforcement learning;conflict resolution;air traffic control;Deep Q-learning","Uncertainty;Q-learning;Atmospheric modeling;Velocity control;Reinforcement learning;Aerospace electronics;Trajectory","air traffic;air traffic control;aircraft;aircraft control;learning (artificial intelligence)","potential conflicts;Air Traffic Control Operators;air traffic conflict resolution;aircraft speed control;deep reinforcement learning architecture;potential secondary conflict;generated air traffic conflicts;Traffic uncertainties","","","","32","IEEE","31 Oct 2022","","","IEEE","IEEE Conferences"
"Safe Deep Reinforcement Learning for Power System Operation under Scheduled Unavailability","X. Weiss; S. Mohammadi; P. Khanna; M. R. Hesamzadeh; L. Nordström","School of Electrical Engineering and Computer Science, KTH Royal Institute of Technology, Stockholm, Sweden; School of Electrical Engineering and Computer Science, KTH Royal Institute of Technology, Stockholm, Sweden; School of Electrical Engineering and Computer Science, KTH Royal Institute of Technology, Stockholm, Sweden; School of Electrical Engineering and Computer Science, KTH Royal Institute of Technology, Stockholm, Sweden; School of Electrical Engineering and Computer Science, KTH Royal Institute of Technology, Stockholm, Sweden","2023 IEEE Power & Energy Society General Meeting (PESGM)","25 Sep 2023","2023","","","1","5","The electrical grid is a safety-critical system, since incorrect actions taken by a power system operator can result in grid failure and cause harm. For this reason, it is desirable to have an automated power system operator that can reliably take actions that avoid grid failure while fulfilling some objective. Given the existing and growing complexity of power system operation, the choice has often fallen on deep reinforcement learning (DRL) agents for automation, but these are neither explainable nor provably safe. Therefore in this work, the effect of shielding on DRL agent survivability, validation computational time, and convergence are explored. To do this, shielded and unshielded DRL agents are evaluated on a standard IEEE 14-bus network. Agents are tasked with balancing generation and demand through redispatch and topology changing actions at a human timescale of 5 minutes. To test survivability under controlled conditions, varying degrees of scheduled unavailability events are introduced which could cause grid failure if unaddressed. Results show improved convergence and generally greater survivability of shielded agents compared with unshielded agents. However, the safety assurances provided by the shield increase computational time. This will require trade-offs or optimizations to make real-time deployment more feasible.","1944-9933","978-1-6654-6441-3","10.1109/PESGM52003.2023.10252619","Energimyndigheten; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10252619","Deep reinforcement learning;power system operation;deep learning;safe deep reinforcement learning","Deep learning;Reinforcement learning;Prediction algorithms;Safety;Power system reliability;Topology;Reliability","deep learning (artificial intelligence);multi-agent systems;optimisation;power engineering computing;power grids;power system security;reinforcement learning","automated power system operator;deep reinforcement learning agents;DRL agent survivability;electrical grid;grid failure;power system operation;safe deep reinforcement learning;safety-critical system;scheduled unavailability;shielded agents;time 5.0 min;topology changing actions","","","","15","IEEE","25 Sep 2023","","","IEEE","IEEE Conferences"
"Payload Transporting with Two Quadrotors by Centralized Reinforcement Learning Method","D. Lin; J. Han; K. Li; J. Zhang; C. Zhang","College of Artificial Intelligence, Nankai University, China; College of Artificial Intelligence, Nankai University, China; College of Artificial Intelligence, Nankai University, China; College of Artificial Intelligence, Nankai University, China; College of Artificial Intelligence, Nankai University, China","IEEE Transactions on Aerospace and Electronic Systems","","2023","PP","99","1","14","Nowadays, quadrotors find applications in automation and artificial intelligence. Among diverse quadrotor studies, payload transport stands out, posing implementation challenges. Using multiple quadrotors reduces per-quadrotor load while increasing system complexity. Inspired by model-free reinforcement learning, we apply it to position control in a nonlinear two-quadrotor payload system. Our approach employs a reinforcement learning agent guided by the Twin Delay Deep Deterministic Policy Gradient (TD3) algorithm. Its goal is accurate cable-suspended payload delivery and system stabilization. We test the method's robustness by adding noise. Simulation results show TD3 excels in ideal conditions and handles noise during training and testing, highlighting its effectiveness. This study's scope can be expanded to encompass scenarios involving three or more quadrotors, providing valuable insights for future endeavors.","1557-9603","","10.1109/TAES.2023.3321260","National Natural Science Foundation of China(grant numbers:62073174,62073175); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10268605","Two-quadrotor transporting payload system;reinforcement learning;Twin Delayed Deep Deterministic Policy Gradient;continuous action space;continuous state space;","Quadrotors;Payloads;Reinforcement learning;Mathematical models;Angular velocity;Torque;Symbols","","","","","","","IEEE","2 Oct 2023","","","IEEE","IEEE Early Access Articles"
