"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"C-3PO: Cyclic-Three-Phase Optimization for Human-Robot Motion Retargeting based on Reinforcement Learning","T. Kim; J. -H. Lee","Dept. of Comp. SW and Eng., Korea University of Science and Technology, Daejeon, Rep. of Korea; Human-Robot Interaction Research Group, ETRI, Daejeon, Rep. of Korea","2020 IEEE International Conference on Robotics and Automation (ICRA)","15 Sep 2020","2020","","","8425","8432","Motion retargeting between heterogeneous polymorphs with different sizes and kinematic configurations requires a comprehensive knowledge of (inverse) kinematics. Moreover, it is non-trivial to provide a kinematic independent general solution. In this study, we developed a cyclic three-phase optimization method based on deep reinforcement learning for human-robot motion retargeting. The motion retargeting learning is performed using refined data in a latent space by the cyclic and filtering paths of our method. In addition, the human- in-the-loop based three-phase approach provides a framework for the improvement of the motion retargeting policy by both quantitative and qualitative manners. Using the proposed C- 3PO method, we were successfully able to learn the motion retargeting skill between the human skeleton and motion of the multiple robots such as NAO, Pepper, Baxter and C-3PO.","2577-087X","978-1-7281-7395-5","10.1109/ICRA40945.2020.9196948","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9196948","","Skeleton;Robot motion;Robot kinematics;Kinematics;Zirconium;Torso","human-robot interaction;learning (artificial intelligence);mobile robots;motion control;multi-robot systems","human-robot motion retargeting;kinematic configurations;kinematic independent general solution;three-phase optimization method;deep reinforcement learning;motion retargeting learning;motion retargeting policy;motion retargeting skill;human skeleton;cyclic-three-phase optimization;NAO robot;Pepper robot;Baxter robot;C-3PO robot","","4","","51","IEEE","15 Sep 2020","","","IEEE","IEEE Conferences"
"Redundant Robot Control Using Multi Agent Reinforcement Learning","A. Perrusquía; W. Yu; X. Li","Departamento de Control Automatico, CINVESTAV-IPN (National Polytechnic Institute) Av.IPN 2508, Mexico City, Mexico; Departamento de Control Automatico, CINVESTAV-IPN (National Polytechnic Institute) Av.IPN 2508, Mexico City, Mexico; Departamento de Computacion, CINVESTAV-IPN (National Polytechnic Institute), Mexico City, Mexico","2020 IEEE 16th International Conference on Automation Science and Engineering (CASE)","8 Oct 2020","2020","","","1650","1655","Robot control in task-space1 needs the inverse kinematics and Jacobian matrix. They are not available for redundant robots, because there are so many degrees-of-freedom (DOF). Intelligent learning methods, such as neural networks (NN) and reinforcement learning (RL) can learn them. However, NN needs big data and RL is not suitable for multilink robots as the redundant robots. In this paper, we propose a full cooperative multi-agent reinforcement learning (MARL) to solve the above problems. Each joint of the robot is regarded as one agent. Although the dimension of the learning space is very large, the full cooperative MARL uses the kinematic learning and avoids the function approximators in large learning space. The experimental results show that our MARL is much more better compared with the classic methods such as, Jacobian-based methods and neural networks.1Task-space (or Cartesian space) is defined by the position and orientation of the end effector of a robot. Joint-space is defined by angular displacements of each joint of a robot.","2161-8089","978-1-7281-6904-0","10.1109/CASE48305.2020.9216774","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9216774","","Kinematics;Jacobian matrices;Task analysis;Aerospace electronics;Robot control;Learning (artificial intelligence)","attitude control;Big Data;end effectors;function approximation;Jacobian matrices;learning (artificial intelligence);multi-agent systems;neural nets;position control;redundant manipulators","intelligent learning methods;NN;RL;multiagent reinforcement learning;MARL;kinematic learning;Jacobian-based methods;Cartesian space;joint-space;redundant robot control;inverse kinematics;Jacobian matrix;degrees-of-freedom;neural networks;big data;end effectors;position control;orientation control","","4","","40","IEEE","8 Oct 2020","","","IEEE","IEEE Conferences"
"Local Policy Optimization for Trajectory-Centric Reinforcement Learning","P. Kolaric; D. K. Jha; A. U. Raghunathan; F. L. Lewis; M. Benosman; D. Romeres; D. Nikovski","UTA Research Institute, University of Texas at Arlington, Fort Worth, TX, USA; Mitsubishi Electric Research Laboratories (MERL), Cambridge, MA, USA; Mitsubishi Electric Research Laboratories (MERL), Cambridge, MA, USA; UTA Research Institute, University of Texas at Arlington, Fort Worth, TX, USA; Mitsubishi Electric Research Laboratories (MERL), Cambridge, MA, USA; Mitsubishi Electric Research Laboratories (MERL), Cambridge, MA, USA; Mitsubishi Electric Research Laboratories (MERL), Cambridge, MA, USA","2020 IEEE International Conference on Robotics and Automation (ICRA)","15 Sep 2020","2020","","","5094","5100","The goal of this paper is to present a method for simultaneous trajectory and local stabilizing policy optimization to generate local policies for trajectory-centric model-based reinforcement learning (MBRL). This is motivated by the fact that global policy optimization for non-linear systems could be a very challenging problem both algorithmically and numerically. However, a lot of robotic manipulation tasks are trajectory-centric, and thus do not require a global model or policy. Due to inaccuracies in the learned model estimates, an open-loop trajectory optimization process mostly results in very poor performance when used on the real system. Motivated by these problems, we try to formulate the problem of trajectory optimization and local policy synthesis as a single optimization problem. It is then solved simultaneously as an instance of nonlinear programming. We provide some results for analysis as well as achieved performance of the proposed technique under some simplifying assumptions.","2577-087X","978-1-7281-7395-5","10.1109/ICRA40945.2020.9197058","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9197058","","Robustness;Trajectory optimization;Uncertainty;Learning (artificial intelligence);Robots","control engineering computing;learning (artificial intelligence);manipulators;nonlinear control systems;nonlinear programming;open loop systems","local policy optimization;trajectory-centric reinforcement learning;local stabilizing policy optimization;trajectory-centric model-based reinforcement learning;global policy optimization;nonlinear systems;robotic manipulation tasks;open-loop trajectory optimization;local policy synthesis;single optimization problem;nonlinear programming","","4","1","28","IEEE","15 Sep 2020","","","IEEE","IEEE Conferences"
"Imitative Reinforcement Learning Fusing Vision and Pure Pursuit for Self-driving","M. Peng; Z. Gong; C. Sun; L. Chen; D. Cao","School of Data and Computer Science, Sun Yat-sen University, China; School of Data and Computer Science, Sun Yat-sen University, China; Waterloo CogDrive Lab, University of Waterloo, Canada; School of Data and Computer Science, Sun Yat-sen University, China; Waterloo CogDrive Lab, University of Waterloo, Canada","2020 IEEE International Conference on Robotics and Automation (ICRA)","15 Sep 2020","2020","","","3298","3304","Autonomous urban driving navigation is still an open problem and has ample room for improvement in unknown complex environments and terrible weather conditions. In this paper, we propose a two-stage framework, called IPP-RL, to handle these problems. IPP means an Imitation learning method fusing visual information with the additional steering angle calculated by Pure-Pursuit (PP) method, and RL means using Reinforcement Learning for further training. In our IPP model, the visual information captured by camera can be compensated by the calculated steering angle, thus it could perform well under bad weather conditions. However, imitation learning performance is limited by the driving data severely. Thus we use a reinforcement learning method-Deep Deterministic Policy Gradient (DDPG)-in the second stage training, which shares the learned weights from pretrained IPP model. In this way, our IPP-RL can lower the dependency of imitation learning on demonstration data and solve the problem of low exploration efficiency caused by randomly initialized weights in reinforcement learning. Moreover, we design a more reasonable reward function and use the n-step return to update the critic-network in DDPG. Our experiments on CARLA driving benchmark demonstrate that our IPP-RL is robust to lousy weather conditions and shows remarkable generalization capability in unknown environments on navigation task.","2577-087X","978-1-7281-7395-5","10.1109/ICRA40945.2020.9197027","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9197027","","Learning (artificial intelligence);Meteorology;Robustness;Task analysis;Navigation;Training;Autonomous vehicles","generalisation (artificial intelligence);intelligent robots;learning (artificial intelligence);road vehicles;sensor fusion;steering systems;traffic engineering computing","pretrained IPP model;CARLA driving benchmark;generalization capability;pure pursuit;autonomous urban driving navigation;two-stage framework;visual information;pure-pursuit method;steering angle;imitation learning performance;driving data;reinforcement learning method;deep deterministic policy gradient;IPP-RL framework","","4","","22","IEEE","15 Sep 2020","","","IEEE","IEEE Conferences"
"Weakly Supervised Disentangled Representation for Goal-Conditioned Reinforcement Learning","Z. Qian; M. You; H. Zhou; B. He","College of Electronic and Information Engineering, Frontiers Science Center for Intelligent Autonomous Systems, Tongji University, Shanghai, China; College of Electronic and Information Engineering, Frontiers Science Center for Intelligent Autonomous Systems, Tongji University, Shanghai, China; College of Electronic and Information Engineering, Frontiers Science Center for Intelligent Autonomous Systems, Tongji University, Shanghai, China; College of Electronic and Information Engineering, Frontiers Science Center for Intelligent Autonomous Systems, Tongji University, Shanghai, China","IEEE Robotics and Automation Letters","24 Jan 2022","2022","7","2","2202","2209","Goal-conditioned reinforcement learning is a crucial yet challenging algorithm which enables agents to achieve multiple user-specified goals when learning a set of skills in a dynamic environment. However, it typically requires millions of the environmental interactions explored by agents, which is sample-inefficient. In the letter, we propose a skill learning framework DR-GRL that aims to improve the sample efficiency and policy generalization by combining the Disentangled Representation learning and Goal-conditioned visual Reinforcement Learning. In a weakly supervised manner, we propose a Spatial Transform AutoEncoder (STAE) to learn an interpretable and controllable representation in which different parts correspond to different object attributes (shape, color, position). Due to the high controllability of the representations, STAE can simply recombine and recode the representations to generate unseen goals for agents to practice themselves. The manifold structure of the learned representation maintains consistency with the physical position, which is beneficial for reward calculation. We empirically demonstrate that DR-GRL significantly outperforms the previous methods in sample efficiency and policy generalization. In addition, DR-GRL is also easy to expand to the real robot.","2377-3766","","10.1109/LRA.2022.3141148","National Natural Science Foundation of China(grant numbers:62073244); Shanghai Innovation Action Plan(grant numbers:20511100500,20511105802); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9677980","Deep learning for visual perception;reinforcement learning;representation learning","Visualization;Image color analysis;Transforms;Training;Task analysis;Shape;Reinforcement learning","image representation;multi-agent systems;neural nets;supervised learning","interpretable representation;controllable representation;DR-GRL;sample efficiency;policy generalization;user-specified goals;goal-conditioned visual reinforcement learning;agents;environmental interaction;skill learning framework;weakly supervised disentangled representation learning;spatial transform autoencoder;STAE;reward calculation","","4","","36","IEEE","11 Jan 2022","","","IEEE","IEEE Journals"
"Relationship Between the Order for Motor Skill Transfer and Motion Complexity in Reinforcement Learning","N. J. Cho; S. H. Lee; I. H. Suh; H. -S. Kim","Hanyang University, Seongdong-gu, Seoul, KR; Korea Institute of Industrial Technology, Cheonan, KR; Hanyang University, Seongdong-gu, Seoul, KR; Korea Institute of Industrial Technology, Cheonan, KR","IEEE Robotics and Automation Letters","9 Jan 2019","2019","4","2","293","300","We propose a method to generate an order for learning and transferring motor skills based on motion complexity, then evaluate the order to learn motor skills of a task and transfer them to another task as a form of reinforcement learning (RL). Here, motion complexity refers to the complexity calculated from multiple motion trajectories of a task. To do this, multiple human demonstrations are extracted and clustered to calculate motion complexity and identify the motor skills involved in a task. The motion trajectories of the task are then used to calculate the motion complexity considering temporal entropy and spatial entropy. Finally, both orders [Simple-to-Complex] and [Complex-to-Simple] are generated to learn and transfer motor skills based on the motion complexities of multiple tasks. To evaluate these orders, two tasks [Drawing] and [Fitting] are performed using an actual robotic arm. To verify the learning and transfer processes, we apply our method to three different figures as well as to pegs and holes of three different shapes and analyze the experimental results. In addition, we provide guidelines for using the [Simple-to-Complex] and [Complex-to-Simple] orders in RL.","2377-3766","","10.1109/LRA.2018.2889026","Technology Innovation Industrial Program; Ministry of Trade (MI, South Korea)(grant numbers:10048320&10073161); MSIT; Institute for Information and communications Technology Promotion(grant numbers:2018-0-00622); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8585125","Motor skill transfer;ordering;motion complexity;reinforcement learning;robot manipulation","Task analysis;Complexity theory;Entropy;Robots;Trajectory;Clustering algorithms","entropy;learning (artificial intelligence);manipulators;motion control","motor skill transfer;motion complexity;reinforcement learning;learning transferring motor skills;multiple motion trajectories;transfer processes;RL;actual robotic arm","","4","","18","IEEE","21 Dec 2018","","","IEEE","IEEE Journals"
"Batch Exploration With Examples for Scalable Robotic Reinforcement Learning","A. S. Chen; H. Nam; S. Nair; C. Finn","Computer Science Department, Stanford University, Boulder, CO, USA; Computer Science Department, Stanford University, Boulder, CO, USA; Computer Science Department, Stanford University, Boulder, CO, USA; Computer Science Department, Stanford University, Boulder, CO, USA","IEEE Robotics and Automation Letters","9 Apr 2021","2021","6","3","4401","4408","Learning from diverse offline datasets is a promising path towards learning general purpose robotic agents. However, a core challenge in this paradigm lies in collecting large amounts of meaningful data, while not depending on a human in the loop for data collection. One way to address this challenge is through task-agnostic exploration, where an agent attempts to explore without a task-specific reward function, and collect data that can be useful for any subsequent task. While these approaches have shown some promise in simple domains, they often struggle to explore the relevant regions of the state space in more challenging settings, such as vision-based robotic manipulation. This challenge stems from an objective that encourages exploring everything in a potentially vast state space. To mitigate this challenge, we propose to focus exploration on the important parts of the state space using weak human supervision. Concretely, we propose an exploration technique, Batch Exploration with Examples (BEE), that explores relevant regions of the state-space, guided by a modest number of human-provided images of important states. These human-provided images only need to be provided once at the beginning of data collection and can be acquired in a matter of minutes, allowing us to scalably collect diverse datasets, which can then be combined with any batch RL algorithm. We find that BEE is able to tackle challenging vision-based manipulation tasks both in simulation and on a real Franka Emika Panda robot, and observe that compared to task-agnostic and weakly-supervised exploration techniques, it (1) interacts more than twice as often with relevant objects, and (2) improves subsequent task performance when used in conjunction with offline RL.","2377-3766","","10.1109/LRA.2021.3068655","Schmidt Futures; ONR(grant numbers:N00014-20-1-2675); NSF; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9385945","Deep learning methods;reinforcement learning","Deep learning;Reinforcement learning;Data collection","","","","4","","51","IEEE","24 Mar 2021","","","IEEE","IEEE Journals"
"SoMoGym: A Toolkit for Developing and Evaluating Controllers and Reinforcement Learning Algorithms for Soft Robots","M. A. Graule; T. P. McCarthy; C. B. Teeple; J. Werfel; R. J. Wood","John A. Paulson School of Engineering and Applied Sciences, Harvard University, Allston, MA, USA; John A. Paulson School of Engineering and Applied Sciences, Harvard University, Allston, MA, USA; John A. Paulson School of Engineering and Applied Sciences, Harvard University, Allston, MA, USA; John A. Paulson School of Engineering and Applied Sciences, Harvard University, Allston, MA, USA; John A. Paulson School of Engineering and Applied Sciences, Harvard University, Allston, MA, USA","IEEE Robotics and Automation Letters","23 Feb 2022","2022","7","2","4071","4078","Soft robotsoffer a host of benefits over traditional rigid robots, including inherent compliance that lets them passively adapt to variable environments and operate safely around humans and fragile objects. However, that same compliance makes it hard to use model-based methods in planning tasks requiring high precision or complex actuation sequences. Reinforcement learning (RL) can potentially find effective control policies, but training RL using physical soft robots is often infeasible, and training using simulations has had a high barrier to adoption. To accelerate research in control and RL for soft robotic systems, we introduce SoMoGym (Soft Motion Gym), a software toolkit that facilitates training and evaluating controllers for continuum robots. SoMoGym provides a set of benchmark tasks in which soft robots interact with various objects and environments. It allows evaluation of performance on these tasks for controllers of interest, and enables the use of RL to generate new controllers. Custom environments and robots can likewise be added easily. We provide and evaluate baseline RL policies for each of the benchmark tasks. These results show that SoMoGym enables the use of RL for continuum robots, a class of robots not covered by existing benchmarks, giving them the capability to autonomously solve tasks that were previously unattainable.","2377-3766","","10.1109/LRA.2022.3149580","National Science Foundation(grant numbers:EFMA-1830901); Space Technology Research Institutes(grant numbers:80NSSC19K1076); NASA’s Space Technology Research Grants Program; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9707663","Soft robot applications;modeling;control;and learning for soft robots;reinforcement learning","Task analysis;Robots;Benchmark testing;Soft robotics;Manipulators;Actuators;Training","control engineering computing;learning (artificial intelligence);mobile robots;pneumatic actuators","SoMoGym;controller evaluation;reinforcement learning algorithms;traditional rigid robots;inherent compliance;variable environments;fragile objects;model-based methods;complex actuation sequences;effective control policies;training RL;physical soft robots;high barrier;soft robotic systems;Soft Motion Gym;software toolkit;continuum robots;benchmark tasks;baseline RL","","4","","36","IEEE","8 Feb 2022","","","IEEE","IEEE Journals"
"Improving the Robustness of Reinforcement Learning Policies With ${\mathcal {L}_{1}}$ Adaptive Control","Y. Cheng; P. Zhao; F. Wang; D. J. Block; N. Hovakimyan","Mechanical Science and Engineering Department, University of Illinois at Urbana-Champaign, IL, USA; Mechanical Science and Engineering Department, University of Illinois at Urbana-Champaign, IL, USA; Mechanical Science and Engineering Department, University of Illinois at Urbana-Champaign, IL, USA; Electrical and Computer Engineering Department, University of Illinois at Urbana-Champaign, IL, USA; Mechanical Science and Engineering Department, University of Illinois at Urbana-Champaign, IL, USA","IEEE Robotics and Automation Letters","23 May 2022","2022","7","3","6574","6581","A reinforcement learning (RL) control policy could fail in a new/perturbed environment that is different from the training environment, due to the presence of dynamic variations. For controlling systems with continuous state and action spaces, we propose an add-on approach to robustifying a pre-trained RL policy by augmenting it with an ${\mathcal {L}_{1}}$ adaptive controller (${\mathcal {L}_{1}}$AC). Leveraging the capability of an ${\mathcal {L}_{1}}$AC for fast estimation and active compensation of dynamic variations, the proposed approach can improve the robustness of an RL policy which is trained either in a simulator or in the real world without consideration of a broad class of dynamic variations. Numerical and real-world experiments empirically demonstrate the efficacy of the proposed approach in robustifying RL policies trained using both model-free and model-based methods.","2377-3766","","10.1109/LRA.2022.3169309","Air Force Office of Scientific Research; NSF(grant numbers:2133656,1830639); AI Institute Planning(grant numbers:2020289); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9761728","Reinforcement learning;machine learning for robot control;robust/adaptive control;robot safety","Adaptation models;Training;Numerical models;Adaptive control;Uncertainty;Robustness;Predictive models","adaptive control;control system analysis computing;reinforcement learning","reinforcement learning control policy;training environment;dynamic variations;continuous state;L1 adaptive controller;robustifying RL policies;L1 AC;pretrained RL policy","","3","","35","CCBY","21 Apr 2022","","","IEEE","IEEE Journals"
"A New Sample-Efficient PAC Reinforcement Learning Algorithm","A. Zehfroosh; H. G. Tanner","Department of Mechanical Engineering, University of Delaware; Department of Mechanical Engineering, University of Delaware","2020 28th Mediterranean Conference on Control and Automation (MED)","1 Sep 2020","2020","","","788","793","This paper introduces a new hybrid PAC RL algorithm for MDPS, which intelligently maintains favorable features of its parents. The DDQ algorithm, integrates model-free and model-based learning approaches, preserving some advantages from both. A PAC analysis of the DDQ algorithm is presented and its sample complexity is explicitly bounded. Numerical results from a small-scale example motivated by work on human-robot interaction models corroborates the theoretical predictions on sample complexity.","2473-3504","978-1-7281-5742-9","10.1109/MED48518.2020.9182985","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9182985","","Picture archiving and communication systems;Computational modeling;Complexity theory;Approximation algorithms;Brain modeling;Numerical models;Heuristic algorithms","computational complexity;human-robot interaction;learning (artificial intelligence);Markov processes","sample-efficient PAC reinforcement;learning algorithm;hybrid PAC RL algorithm;MDPS;favorable features;DDQ algorithm;model-free;learning approaches;PAC analysis;sample complexity;human-robot interaction models","","3","","23","IEEE","1 Sep 2020","","","IEEE","IEEE Conferences"
