"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Graphical Minimax Game and On-Policy Reinforcement Learning for Consensus of Leaderless Multi-Agent Systems","W. Dong; C. Wang; J. Li; J. Wang","Key Laboratory of Dynamics and Control of Flight Vehicle within Ministry of Education, School of Aerospace Engineering, Beijing Institute of Technology, Beijing, China; Key Laboratory of Dynamics and Control of Flight Vehicle within Ministry of Education, School of Aerospace Engineering, Beijing Institute of Technology, Beijing, China; School of Information and Control Engineering, Liaoning Shihua University, Fushun, China; Key Laboratory of Dynamics and Control of Flight Vehicle within Ministry of Education, School of Aerospace Engineering, Beijing Institute of Technology, Beijing, China","2020 IEEE 16th International Conference on Control & Automation (ICCA)","30 Nov 2020","2020","","","606","611","In this paper, we study the adaptive optimal consensus control of leaderless multi-agent systems (MASs) with heterogeneous dynamics. First, the consensus control problem is converted into a graphical minimax game problem and the corresponding algebraic Riccati equation (ARE) for each agent is obtained. Then, an on-policy reinforcement learning algorithm is proposed to online learn the optimal control policy without requiring the system dynamics. A certain rank condition is established to guarantee the convergence of the proposed online learning algorithm to the unique solution of the ARE. Finally, the effectiveness of the proposed algorithm is demonstrated through a numerical simulation.","1948-3457","978-1-7281-9093-8","10.1109/ICCA51439.2020.9264527","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9264527","","Games;Heuristic algorithms;Reinforcement learning;Mathematical model;Vehicle dynamics;Performance analysis;Optimal control","adaptive control;game theory;graph theory;learning (artificial intelligence);minimax techniques;multi-agent systems;optimal control;Riccati equations","ARE;online learning;convergence;rank condition;graphical minimax game;optimal control policy;on-policy reinforcement learning;algebraic Riccati equation;consensus control problem;heterogeneous dynamics;adaptive optimal consensus control;leaderless multiagent systems","","2","","23","IEEE","30 Nov 2020","","","IEEE","IEEE Conferences"
"Reinforcement Learning Solution for Cyber-Physical Systems Security Against Replay Attacks","Y. Yu; W. Yang; W. Ding; J. Zhou","Key Laboratory of Smart Manufacturing in Energy Chemical Process, East China University of Science and Technology, Shanghai, China; Key Laboratory of Smart Manufacturing in Energy Chemical Process, East China University of Science and Technology, Shanghai, China; Key Laboratory of Smart Manufacturing in Energy Chemical Process, East China University of Science and Technology, Shanghai, China; Key Laboratory of Smart Manufacturing in Energy Chemical Process, East China University of Science and Technology, Shanghai, China","IEEE Transactions on Information Forensics and Security","28 Apr 2023","2023","18","","2583","2595","The security problem of state estimation plays a critical role in monitoring and managing operation of cyber-physical systems (CPS). This paper considers the problem of network security under replay attacks and formulates a novel attack detection method. More specifically, we design a model-free reinforcement learning-based replay attack detection framework that can automatically learn and recognize the evolving attacks with more effectiveness. Attackers in some situations are more like intelligent agents with initiative, who can transform their attack strategies purposefully according to the actions of defenders. Thus, we propose a new defense strategy against the interaction between the attacker and the defender which is solved by optimization learning. The proposed analytical procedure concerning reinforcement learning technology can also be extended to the study of other control applications. Finally, the numerical examples are provided to illustrate the effectiveness of the detection method.","1556-6021","","10.1109/TIFS.2023.3268532","National Natural Science Foundation of China(grant numbers:62122026,61973123); Program of Introducing Talents of Discipline to Universities (the 111 Project)(grant numbers:B17017); Shuguang Program through the Shanghai Education Development Foundation and the Shanghai Municipal Education Commission; Special Project of Military Civilian Integration Development in Shanghai(grant numbers:2019-jmrh1-kj25); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10105656","Cyber-physical systems;distributed Kalman filtering;replay attack;reinforcement learning","Reinforcement learning;Detectors;Games;Watermarking;Technological innovation;State estimation;Noise measurement","computer network security;cyber-physical systems;learning (artificial intelligence);reinforcement learning;security of data;state estimation","attack strategies;cyber-physical systems security against replay attacks;evolving attacks;formulates;managing operation;model-free reinforcement learning-based replay attack detection framework;network security;novel attack detection method;optimization learning;reinforcement learning solution;reinforcement learning technology;security problem;state estimation","","1","","30","IEEE","19 Apr 2023","","","IEEE","IEEE Journals"
"Meta-Reinforcement Learning-Based Transferable Scheduling Strategy for Energy Management","L. Xiong; Y. Tang; C. Liu; S. Mao; K. Meng; Z. Dong; F. Qian","Key Laboratory of Smart Manufacturing in Energy Chemical Process, Ministry of Education, and the Engineering Research Center of Process System Engineering, Ministry of Education, East China University of Science and Technology, Shanghai, China; Key Laboratory of Smart Manufacturing in Energy Chemical Process, Ministry of Education, and the Engineering Research Center of Process System Engineering, Ministry of Education, East China University of Science and Technology, Shanghai, China; Key Laboratory of Smart Manufacturing in Energy Chemical Process, Ministry of Education, and the Engineering Research Center of Process System Engineering, Ministry of Education, East China University of Science and Technology, Shanghai, China; Department of Electrical Engineering, Nantong University, Nantong, China; School of Electrical Engineering and Telecommunications, University of New South Wales, Sydney NSW, Australia; School of Electrical and Electronics Engineering, Nanyang Technological University, Jurong West, Singapore; Key Laboratory of Smart Manufacturing in Energy Chemical Process, Ministry of Education, and the Engineering Research Center of Process System Engineering, Ministry of Education, East China University of Science and Technology, Shanghai, China","IEEE Transactions on Circuits and Systems I: Regular Papers","31 Mar 2023","2023","70","4","1685","1695","In Home Energy Management System (HEMS), the scheduling of energy storage equipment and shiftable loads has been widely studied to reduce home energy costs. However, existing data-driven methods can hardly ensure the transferability amongst different tasks, such as customers with diverse preferences, appliances, and fluctuations of renewable energy in different seasons. This paper designs a transferable scheduling strategy for HEMS with different tasks utilizing a Meta-Reinforcement Learning (Meta-RL) framework, which can alleviate data dependence and massive training time for other data-driven methods. Specifically, a more practical and complete demand response scenario of HEMS is considered in the proposed Meta-RL framework, where customers with distinct electricity preferences, as well as fluctuating renewable energy in different seasons are taken into consideration. An inner level and an outer level are integrated in the proposed Meta-RL-based transferable scheduling strategy, where the inner and the outer level ensure the learning speed and appropriate initial model parameters, respectively. Moreover, Long Short-Term Memory (LSTM) is presented to extract the features from historical actions and rewards, which can overcome the challenges brought by the uncertainties of renewable energy and the customers’ loads, and enhance the robustness of scheduling strategies. A set of experiments conducted on practical data of Australia’s electricity network verify the performance of the transferable scheduling strategy.","1558-0806","","10.1109/TCSI.2023.3240702","National Natural Science Foundation of China(grant numbers:61988101,62293502,62293504); Program of Shanghai Academic Research Leader(grant numbers:20XD1401300); Fundamental Research Funds for the Central Universities; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10081065","Home energy management system;transferable scheduling strategies;meta-reinforcement learning;long short-term memory","Costs;Optimal scheduling;Task analysis;Demand response;Renewable energy sources;Batteries;Load modeling","building management systems;demand side management;energy management systems;learning (artificial intelligence);power engineering computing;recurrent neural nets;reinforcement learning;scheduling","complete demand response scenario;customers;data dependence;data-driven methods;distinct electricity preferences;diverse preferences;energy storage equipment;HEMS;home energy costs;Home Energy Management System;learning speed;Meta-Reinforcement Learning framework;Meta-Reinforcement Learning-based transferable scheduling strategy;Meta-RL framework;Meta-RL-based transferable scheduling strategy;outer level;practical data;practical demand response scenario;renewable energy;scheduling strategies;shiftable loads","","1","","54","IEEE","24 Mar 2023","","","IEEE","IEEE Journals"
"Three-Dimensional Waypoint Navigation of Multicopters by Attitude and Throttle Commands using Off-Policy Reinforcement Learning","F. d’Apolito; C. Sulzbachner","Center for Vision, Automation and Control, AIT - Austrian Institute of Technology, Vienna, Austria; Center for Vision, Automation and Control, AIT - Austrian Institute of Technology, Vienna, Austria","2022 International Conference on Unmanned Aircraft Systems (ICUAS)","26 Jul 2022","2022","","","1359","1366","Artificial intelligence, in particular machine learning, is becoming increasingly important in automation and robotics. Machine learning approaches are also becoming more and more accepted in aviation. In particular, Reinforcement Learning is gaining more attention in navigation and control problems, for example in training flight manoeuvres. This paper aims to investigate the use of Off-Policy Reinforcement Learning techniques for three-dimensional waypoint navigation of multicopters by providing roll, pitch and throttle commands. It describes and compare the trainings performed using two well-known Off-Policy algorithms, namely the Deep Deterministic Policy Gradient (DDPG) and the Soft Actor Critic (SAC). Furthermore, we investigate the impact of the reward definition on the training outcome. For each of the used algorithm, two agents are trained with two different reward definitions. Finally, the paper shows the validations performed to evaluate the performance of the four trained agents under different known and unknown conditions. Their performances are evaluated and compared with respect to the training algorithm and the reward definition used.","2575-7296","978-1-6654-0593-5","10.1109/ICUAS54217.2022.9836078","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9836078","","Training;Automation;Navigation;Reinforcement learning;Aircraft;Robots","helicopters;path planning;reinforcement learning","artificial intelligence;deep deterministic policy gradient;known conditions;machine learning approaches;off-policy algorithms;off-policy reinforcement;reinforcement learning;reward definition;reward definitions;soft actor critic;throttle commands;trained agents;training algorithm;training flight manoeuvres;training outcome;unknown conditions","","","","21","IEEE","26 Jul 2022","","","IEEE","IEEE Conferences"
"Multi-objective energy management for we-energy in Energy Internet using reinforcement learning","Q. Sun; D. Wang; D. Ma; B. Huang","School of Information Science and Engineering, Northeastern University, Shenyang, China; School of Information Science and Engineering, Northeastern University, Shenyang, China; School of Information Science and Engineering, Northeastern University, Shenyang, China; School of Information Science and Engineering, Northeastern University, Shenyang, China","2017 IEEE Symposium Series on Computational Intelligence (SSCI)","8 Feb 2018","2017","","","1","6","We-Energy is a novel energy production-storage-consumption mode proposed for Energy Internet, where more renewable energy can be utilized. This paper mainly focuses on the energy management of We-Energy in Energy Internet consisting of combined heat and power unit (CHP), photovoltaic unit, heating only unit and storage device. To construct an environmental-friendly and low-operating cost energy consumption structure, a multi-objective optimization model is proposed in this paper. Furthermore, in order to satisfy the power and heat demands of the We-Energy simultaneously as well as realizing minimum operating cost and pollutant emission, an intelligent energy management system (IEMS) is presented. In particular, reinforcement learning method has been implemented to formulate the optimal operating strategy. Eligibility trace theory is also been introduced to accelerate the computational process. Finally, simulation results are given to prove the effectiveness of the proposed optimization strategy.","","978-1-5386-2726-6","10.1109/SSCI.2017.8285243","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8285243","Energy management;reinforcement learning;We-Energy;multi-objective optimization","Cogeneration;Internet;Energy management;Optimization;Learning (artificial intelligence);Resistance heating","cogeneration;energy conservation;energy consumption;energy management systems;energy storage;learning (artificial intelligence);optimisation;photovoltaic power systems;power engineering computing;renewable energy sources","intelligent energy management system;multiobjective energy management;energy production-storage-consumption mode;renewable energy;photovoltaic unit;storage device;environmental-friendly operating cost energy consumption structure;low-operating cost energy consumption structure;multiobjective optimization model;energy Internet;combined heat and power unit;CHP;heating only unit;IEMS;reinforcement learning method;eligibility trace theory","","5","","11","IEEE","8 Feb 2018","","","IEEE","IEEE Conferences"
"An Automatic Chord Progression Generator Based On Reinforcement Learning","S. Shukla; H. Banka","Department of Computer Science and Engineering, Indian Institute of Technology (ISM), Dhanbad, India; Department of Computer Science and Engineering, Indian Institute of Technology (ISM), Dhanbad, India","2018 International Conference on Advances in Computing, Communications and Informatics (ICACCI)","2 Dec 2018","2018","","","55","59","Rapidly developing technology has led convincing improvements in the music production domain and generation of chord progression is one of the affected areas. Chords are the most significant part of music to create harmony. An arrangement of two or more chords in a music portion makes chord progressions. Generation of chord progression is not just a random selection of notes; it requires as much knowledge of grammatical rules as we need for selecting letters to write a sentence. Some note combinations may sound good together while others may sound harsh. A novice musician has to spend significant amount of time to achieve perfection in music composition. To make the task of musicians less time consuming, we delve into the usefulness of automatic chord progression generation through RL algorithm. RL has already been used in numerous fields, but researchers are still investigating its performance in creative tasks. The proposed work uses music theory concepts to define the rewards and Q-learning algorithm to train the RL agent. The fundamental objective of this paper is twofold. Firstly, the goal is to test this approach as an alternative to generate chord progression. Secondly, the aim is to generate tuneful chord progression that the composers can utilize in their work. Results are validated by comparing it with the chords used in the database of 1300 songs.","","978-1-5386-5314-2","10.1109/ICACCI.2018.8554901","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8554901","Chord progression;Music;Reinforcement learning;Q-learning","Music;Generators;Genetic algorithms;Task analysis;Markov processes","audio signal processing;learning (artificial intelligence);music","music production domain;music portion;automatic chord progression generation;tuneful chord progression;automatic chord progression generator;reinforcement learning;RL algorithm;Q-learning algorithm;music composition","","5","","15","IEEE","2 Dec 2018","","","IEEE","IEEE Conferences"
"Using reinforcement learning to make smart energy storage sources in microgrid","S. Etemad; N. Mozayani","School of Computer Engineering, Iran University of Science and Technology, Tehran, Iran; School of Computer Engineering, Iran University of Science and Technology, Tehran, Iran","2015 30th International Power System Conference (PSC)","23 Jan 2017","2015","","","345","350","The use of renewable energy in power generation, sudden changes in load and fault in power transmission lines, causing a voltage drop in the system and challenge the reliability of the system. One way to compensate the changing nature of renewable energies in the short term without the need to disconnect loads or turn on other plants, use of renewable energies. The use of energy storage improved electrical stability, power quality and improve the peak power load. In this paper, using reinforcement learning to present optimal method for charge and discharge the consumer battery and Uncertainty of production could be due to the random nature of wind energy improved. Simulation results indicate not only the use of renewable energy and battery enhanced but also the cost of annual payments and peak consumption times reduced.","","978-1-5090-2705-7","10.1109/IPSC.2015.7827771","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7827771","reinforcement learning;microgrid;renewable energy;battery;Q learning;intelligence agent","Batteries;Learning (artificial intelligence);Microgrids;Wind turbines;Load modeling;Renewable energy sources","distributed power generation;learning (artificial intelligence);power engineering computing;power generation faults;power generation reliability;power supply quality;power system stability;power transmission lines;wind power","smart energy storage source;reinforcement learning;microgrid;power transmission line;power generation fault;voltage drop;power system reliability;electrical stability;power quality;peak power load improvement;production uncertainty;consumer battery;wind energy random nature","","4","","14","IEEE","23 Jan 2017","","","IEEE","IEEE Conferences"
"Introducing Deep Reinforcement Learning to Nlu Ranking Tasks","G. Yu; E. Barut; C. Su",NA; NA; NA,"ICASSP 2021 - 2021 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","13 May 2021","2021","","","3465","3469","Natural language understanding (NLU) models in production systems rely heavily on human annotated data, which involves an expensive, time-consuming, and error-prone process. Moreover, the model release process requires offline supervised learning and human in-the-loop. Together, these factors prolong the model update cycle and result in sub-standard model performance in situations where usage behavior is non-stationary. In this paper, we address these issues with a deep reinforcement learning approach that ranks suggestions from multiple experts in an online fashion. Our proposed method removes the reliance on annotated data, and can effectively adapt to recent changes in the data distribution. The efficiency of the new approach is demonstrated through simulation experiments using logged data from voice-based virtual assistants. Our results show that our algorithm, without any reliance on annotation, outperforms offline supervised learning methods.","2379-190X","978-1-7281-7605-5","10.1109/ICASSP39728.2021.9414475","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9414475","ranking;natural language understanding;reinforcement learning","Adaptation models;Uncertainty;Friction;Computational modeling;Virtual assistants;Supervised learning;Reinforcement learning","deep learning (artificial intelligence);natural language processing","natural language understanding model;production systems;human annotated data;offline supervised learning;model update cycle;usage behavior;data distribution;logged data;deep reinforcement learning;NLU ranking task;voice-based virtual assistant","","1","","13","IEEE","13 May 2021","","","IEEE","IEEE Conferences"
"Autonomous Car Parking System using Deep Reinforcement Learning","R. Takehara; T. Gonsalves","Dept. of Information & Communication Sciences, Faculty of Science & Technology, Sophia University, Tokyo, Japan; Dept. of Information & Communication Sciences, Faculty of Science & Technology, Sophia University, Tokyo, Japan","2021 2nd International Conference on Innovative and Creative Information Technology (ICITech)","9 Nov 2021","2021","","","85","89","In recent years, technologies based on deep learning have been useful in various aspects of our daily lives. In the field of automated driving, which is attracting particular attention, image recognition technology is used to detect roads, white lines, and vehicles ahead. However, since automated vehicles are controlled by acquiring information about the vehicle's position and surrounding environment mainly from image sensors and cameras, the production cost is very high. The goal of this research is to develop autonomous driving technology using only an on-board visual camera, without any image sensors. Automatic parking is implemented using reinforcement learning in the virtual environment of Unity. Autonomous parking with high accuracy is achieved by using the input image as a segmentation image.","","978-1-7281-9747-0","10.1109/ICITech50181.2021.9590169","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9590169","autonomous cars;self-parking;deep learning;segmentation","Image sensors;Image segmentation;Visualization;Virtual environments;Reinforcement learning;Cameras;Turning","automobiles;cameras;deep learning (artificial intelligence);image segmentation;image sensors;mobile robots;reinforcement learning;road traffic control;road vehicles","reinforcement learning;virtual environment;image segmentation;autonomous car parking system;deep learning;automated driving;image recognition technology;roads;automated vehicles;image sensors;production cost;autonomous driving technology;on-board visual camera","","","","13","IEEE","9 Nov 2021","","","IEEE","IEEE Conferences"
"Distributed Data Center Cooling control based on Multi-Agent Reinforcement Learning","D. Chen; J. Wan; L. Li; C. Liu","Inner Mongolia University of Technology, Hohhot, China; Inner Mongolia University of Technology, Hohhot, China; Inner Mongolia University of Technology, Hohhot, China; Inner Mongolia University of Technology, Hohhot, China","2022 4th International Conference on Frontiers Technology of Information and Computer (ICFTIC)","27 Mar 2023","2022","","","456","461","The data center cooling system is a complex-structured system integrated with a large number of components. Traditional centralized control methods are hard to apply in production data centers due to scalability issues. This paper studies the distributed cooling control problem where the data center is cooled by multiple Computer Room Air Conditioners (CRACs) to minimize the energy consumption. To characterize the interactions of CRACs, we formulate the distributed data center cooling control problem as a stochastic game, where each CRAC acts as an agent to learn the optimal local cooling policy. We propose a Multi-Agent Reinforcement Learning (MARL) framework based on the Counterfactual Multi-Agent (COMA). Specifically, we policies based on the agents' observations of the global state. After the implementation of these policies, they will receive their own rewards, then evaluate the quality of the policies. Simulation results show that compared with the Independent Q-Learning (IQL) method, this algorithm reduces the power consumption of CRACs by 6.2%.","","979-8-3503-2195-1","10.1109/ICFTIC57696.2022.10075260","National Natural Science Foundation of China(grant numbers:61862048); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10075260","data center cooling control;multi-agent reinforcement learning;energy optimization","Data centers;Q-learning;Cooling;Simulation;Scalability;Software algorithms;Stochastic processes","air conditioning;computer centres;cooling;energy consumption;learning (artificial intelligence);multi-agent systems;reinforcement learning;stochastic games","complex-structured system;control methods;Counterfactual MultiAgent;CRAC;data center cooling system;distributed cooling;distributed data center cooling;MultiAgent Reinforcement Learning framework;multiple Computer Room Air Conditioners;optimal local cooling policy;production data centers","","","","15","IEEE","27 Mar 2023","","","IEEE","IEEE Conferences"
