"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"OmniDRL: Robust Pedestrian Detection using Deep Reinforcement Learning on Omnidirectional Cameras","G. Dias Pais; T. J. Dias; J. C. Nascimento; P. Miraldo","Institute for Systems and Robotics (LARSyS), Institute Superior Tecnico, Universidade de Lisboa, Portugal; Institute for Systems and Robotics (LARSyS), Institute Superior Tecnico, Universidade de Lisboa, Portugal; Institute for Systems and Robotics (LARSyS), Institute Superior Tecnico, Universidade de Lisboa, Portugal; Division of Decision and Control Systems, KTH Royal Institute of Technology, Stockholm, Sweden","2019 International Conference on Robotics and Automation (ICRA)","12 Aug 2019","2019","","","4782","4789","Pedestrian detection is one of the most explored topics in computer vision and robotics. The use of deep learning methods allowed the development of new and highly competitive algorithms. Deep Reinforcement Learning has proved to be within the state-of-the-art in terms of both detection in perspective cameras and robotics applications. However, for detection in omnidirectional cameras, the literature is still scarce, mostly because of their high levels of distortion. This paper presents a novel and efficient technique for robust pedestrian detection in omnidirectional images. The proposed method uses deep Reinforcement Learning that takes advantage of the distortion in the image. By considering the 3D bounding boxes and their distorted projections into the image, our method is able to provide the pedestrian’s position in the world, in contrast to the image positions provided by most state-of-the-art methods for perspective cameras. Our method avoids the need of pre-processing steps to remove the distortion, which is computationally expensive. Beyond the novel solution, our method compares favorably with the state-of-the-art methodologies that do not consider the underlying distortion for the detection task.","2577-087X","978-1-5386-6027-0","10.1109/ICRA.2019.8794471","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8794471","","Cameras;Three-dimensional displays;Distortion;Image segmentation;Robot vision systems;Object detection","cameras;computerised instrumentation;image processing;learning (artificial intelligence)","robust pedestrian detection;omnidirectional cameras;computer vision;robotics;deep learning methods;omnidirectional imaging;OmniDRL;deep reinforcement learning;3D bounding boxes","","3","","51","IEEE","12 Aug 2019","","","IEEE","IEEE Conferences"
"A reinforcement learning approach to lift generation in flapping MAVs: simulation results","M. Motamed; J. Yan","Electrical and Computer Engineering Department, University of British Columbia, Vancouver, BC, Canada; Electrical and Computer Engineering Department, University of British Columbia, Vancouver, BC, Canada","Proceedings 2006 IEEE International Conference on Robotics and Automation, 2006. ICRA 2006.","26 Jun 2006","2006","","","2150","2155","Flapping micro aerial vehicles are interesting in applications where maneuverability is needed in confined spaces. Yet aerodynamics of insect flapping flight is not completely known and the research in this area lacks a suitable aerodynamic model that can be used for control purposes. Reinforcement learning approach is proposed which is inspired from ""how"" the learning is achieved in real insects in nature. The reinforcement learning controller has been simulated using a quasi-steady aerodynamic model and shown to converge to a flapping motion. The learning capacity and advantages of this approach are also discussed","1050-4729","0-7803-9505-0","10.1109/ROBOT.2006.1642022","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1642022","","Learning;Aerodynamics;Insects;Aerospace engineering;Application software;Aerospace control;Computational modeling;Computer simulation;Space vehicles;Force measurement","aerodynamics;aerospace control;learning (artificial intelligence)","lift generation;reinforcement learning approach;flapping micro aerial vehicles;quasisteady aerodynamic model","","3","","26","IEEE","26 Jun 2006","","","IEEE","IEEE Conferences"
"A Deep Reinforcement Learning Motion Control Strategy of a Multi-rotor UAV for Payload Transportation with Minimum Swing","F. Panetsos; G. C. Karras; K. J. Kyriakopoulos","School of Mechanical Engineering, Control Systems Lab, National Technical University of Athens, Athens, Greece; Dept. of Computer Science and Telecommunications, University of Thessaly, Lamia, Greece; School of Mechanical Engineering, Control Systems Lab, National Technical University of Athens, Athens, Greece","2022 30th Mediterranean Conference on Control and Automation (MED)","1 Aug 2022","2022","","","368","374","This paper addresses the problem of controlling a multirotor UAV with a cable-suspended load. In order to ensure the safe transportation of the load, the swinging motion, induced by the strongly coupled dynamics, has to be minimized. Specifically, using the Twin Delayed Deep Deterministic Policy Gradient (TD3) Reinforcement Learning algorithm, a policy Neural Network is trained in a model-free manner which navigates the vehicle to the desired waypoints while, simultaneously, compensating for the load oscillations. The learned policy network is incorporated into the cascaded control architecture of the autopilot by replacing the common PID position controller and, thus, communicating directly with the inner attitude one. The performance of the proposed policy is demonstrated through a comparative simulation and experimental study while using an octorotor UAV.","2473-3504","978-1-6654-0673-4","10.1109/MED54222.2022.9837220","PATH; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9837220","","Navigation;Attitude control;Transportation;Reinforcement learning;Water pollution;Autopilot;Sensors","attitude control;autonomous aerial vehicles;cascade control;compensation;control system synthesis;helicopters;learning (artificial intelligence);mobile robots;motion control;position control;robot dynamics;three-term control","Deep Reinforcement;motion control strategy;multirotor UAV;payload transportation;minimum swing;cable-suspended load;safe transportation;swinging motion;strongly coupled dynamics;Twin Delayed Deep Deterministic Policy Gradient Reinforcement Learning algorithm;policy Neural Network;model-free manner;load oscillations;learned policy network;cascaded control architecture;common PID position controller;octorotor UAV","","3","","28","IEEE","1 Aug 2022","","","IEEE","IEEE Conferences"
"FRL-FI: Transient Fault Analysis for Federated Reinforcement Learning-Based Navigation Systems","Z. Wan; A. Anwar; A. Mahmoud; T. Jia; Y. -S. Hsiao; V. J. Reddi; A. Raychowdhury",Georgia Institute of Technology; Georgia Institute of Technology; Harvard University; Carnegie Mellon University; Harvard University; Harvard University; Georgia Institute of Technology,"2022 Design, Automation & Test in Europe Conference & Exhibition (DATE)","19 May 2022","2022","","","430","435","Swarm intelligence is being increasingly deployed in autonomous systems, such as drones and unmanned vehicles. Federated reinforcement learning (FRL), a key swarm intelligence paradigm where agents interact with their own environments and cooperatively learn a consensus policy while preserving privacy, has recently shown potential advantages and gained popularity. However, transient faults are increasing in the hardware system with continuous technology node scaling and can pose threats to FRL systems. Meanwhile, conventional redundancy-based protection methods are challenging to deploy on resource-constrained edge applications. In this paper, we experimentally evaluate the fault tolerance of FRL navigation systems at various scales with respect to fault models, fault locations, learning algorithms, layer types, communication intervals, and data types at both training and inference stages. We further propose two cost-effective fault detection and recovery techniques that can achieve up to $3.3\times$ improvement in resilience with $<2.7\%$ overhead in FRL systems.","1558-1101","978-3-9819263-6-1","10.23919/DATE54114.2022.9774562","Semiconductor Research Corporation (SRC) program; DARPA; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9774562","","Training;Privacy;Navigation;Fault detection;Reinforcement learning;Inference algorithms;Servers","fault diagnosis;fault location;fault tolerant computing;learning (artificial intelligence);mobile robots;redundancy;remotely operated vehicles","fault tolerance;resource-constrained edge applications;continuous technology node scaling;hardware system;transient faults;consensus policy;key swarm intelligence paradigm;unmanned vehicles;autonomous systems;federated reinforcement learning-based navigation systems;transient fault analysis;FRL-FI;recovery techniques;cost-effective fault detection;fault locations;fault models;FRL navigation systems","","3","","19","","19 May 2022","","","IEEE","IEEE Conferences"
"Trajectory-Tracking Control of Robotic Systems via Deep Reinforcement Learning","S. Zhang; C. Sun; Z. Feng; G. Hu","School of Electrical & Electronic Engineering, Nanyang Technological University, Singapore; School of Electrical & Electronic Engineering, Nanyang Technological University, Singapore; School of Electrical & Electronic Engineering, Nanyang Technological University, Singapore; School of Electrical & Electronic Engineering, Nanyang Technological University, Singapore","2019 IEEE International Conference on Cybernetics and Intelligent Systems (CIS) and IEEE Conference on Robotics, Automation and Mechatronics (RAM)","19 May 2020","2019","","","386","391","This paper studies the trajectory tracking problems for a robotic manipulator and a mobile robot by using deep reinforcement learning based methods. A medel-free deep reinforcement learning method based on Deep Deter-ministic Policy Gradient (DDPG) is designed for training. The priority replay memory is adopted to sample more significant transitions at each update. A distributed framework with multiple workers is proposed. Synchronous workers generate transitions and compute gradients for the global network, and collecting workers explore the environment with different policies and exploration noises. During the training, we adopt random reference state initialization to solve the exploration problem, which can make the robots learn from the reference trajectory effectively. Numerical simulations are provided to demonstrate the effectiveness and efficiency of the proposed methods. It can be seen from the simulation results that the agent trained by the proposed distributed DDPG could learn faster and achieve smaller tracking errors than DDPG.","2326-8239","978-1-7281-3458-1","10.1109/CIS-RAM47153.2019.9095802","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9095802","Trajectory tracking;DDPG;distributed framework","Robot kinematics;Mobile robots;Machine learning;Training;Task analysis;Trajectory tracking","control engineering computing;distributed control;learning (artificial intelligence);manipulators;mobile robots;neural nets;random processes;trajectory control","random reference state initialization;exploration problem;reference trajectory;distributed DDPG;trajectory-tracking control;robotic systems;trajectory tracking problems;robotic manipulator;mobile robot;medel-free deep reinforcement learning method;deep deterministic policy gradient;priority replay memory;distributed framework;synchronous workers","","3","","16","IEEE","19 May 2020","","","IEEE","IEEE Conferences"
"AR3n: A Reinforcement Learning-Based Assist-as-Needed Controller for Robotic Rehabilitation","S. Pareek; H. J. Nisar; T. Kesavadas","Data Science Team at Cargill, Minneapolis, USA; Department of Industrial and Enterprise Systems Engineering, University of Illinois, Urbana-Champaign, Urbana, USA; Research and Economic Development Executive Council, State University of New York, Albany, Albany, USA","IEEE Robotics & Automation Magazine","","2023","PP","99","2","10","In this article, we present AR3n (pronounced as Aaron), an assist-as-needed (AAN) controller that utilizes reinforcement learning (RL), to supply adaptive assistance during a robot-assisted handwriting rehabilitation task. Unlike previous AAN controllers, our method does not rely on patient-specific controller parameters or physical models. We propose the use of a virtual patient model to generalize AR3n across multiple subjects. The system modulates robotic assistance in real time based on a subject’s tracking errors while minimizing the amount of robotic assistance. The controller is experimentally validated through a set of simulations and human subject experiments. Finally, a comparative study with a traditional rule-based controller is conducted to analyze differences in the assistance mechanisms of the two controllers.","1558-223X","","10.1109/MRA.2023.3282434","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10158787","","Robots;Task analysis;Force;Behavioral sciences;Training;Adaptation models;Impedance","","","","3","","","IEEE","21 Jun 2023","","","IEEE","IEEE Early Access Articles"
"HMC: A Hybrid Reinforcement Learning Based Model Compression for Healthcare Applications","R. Soni; J. Guan; G. Avinash; V. R. Saripalli","GE Healthcare, San Ramon, CA, USA; GE Healthcare, San Ramon, CA, USA; GE Healthcare, San Ramon, CA, USA; GE Healthcare, San Ramon, CA, USA","2019 IEEE 15th International Conference on Automation Science and Engineering (CASE)","19 Sep 2019","2019","","","146","151","Artificial intelligence (AI) healthcare applications to optimize workflows, reduce costs while focusing on patient care are on the rise. While deeper and wider neural networks are designed for complex healthcare applications, model compression is poised to be an effective way to deploy networks on medical devices that often have hardware and speed constraints. Most state-of-the-art model compression techniques require a resource centric manual process that explores a large space to find a trade-off solution between model size and accuracy. Recently, reinforcement learning (RL) approaches are proposed to automate such hand-crafted process. However, most RL model compression algorithms are model-free, meaning a very long time to train such RL agents due to the huge state space. In this work, we develop a hybridRL model compression (HMC) method that integrates model-based and model-free RL approaches. We demonstrate our method on a wide range of imaging data on healthcare related model architectures. Compared to model-free RL approaches, our results show that HMC method reduces the training time significantly, exhibits better generalization capabilities across different data sets, and preserves comparable model compression performance.","2161-8089","978-1-7281-0356-3","10.1109/COASE.2019.8843047","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8843047","","Training;Medical services;Reinforcement learning;Data models;Neural networks;Medical devices;Network architecture","data compression;generalisation (artificial intelligence);health care;learning (artificial intelligence);patient care","complex healthcare applications;speed constraints;resource centric manual process;reinforcement learning approaches;hand-crafted process;RL model compression algorithms;RL agents;huge state space;hybridRL model compression method;model-free RL approaches;healthcare related model architectures;HMC method;hybrid reinforcement;artificial intelligence healthcare applications;model compression performance;neural networks;generalization capabilities;imaging data","","3","","24","IEEE","19 Sep 2019","","","IEEE","IEEE Conferences"
"Deep Reinforcement Learning for Flocking Control of UAVs in Complex Environments","M. Salimi; P. Pasquier","Simon Fraser University (SFU), Surrey, Canada; Simon Fraser University (SFU), Surrey, Canada","2021 6th International Conference on Robotics and Automation Engineering (ICRAE)","4 Jan 2022","2021","","","344","352","Flocking formation of unmanned aerial vehicles (UAVs) is an open challenge due to kinematics complexity and uncertainties in complex environments. In this paper, the UAV flocking control problem is formulated as a partially observable Markov decision process (POMDP) and solved by deep reinforcing learning. In particular, we consider a leader-follower configuration, where consensus among all UAVs is used to train a shared control policy, and each UAV performs actions based on the local information it collects. In addition, to avoid collision among UAVs and guarantee flocking and navigation, a reward function is added with the global flocking maintenance, mutual reward, and a collision penalty. We adapt deep deterministic policy gradient (DDPG) with centralized training and decentralized execution to obtain the flocking control policy using actor-critic networks and a global state space matrix. The simulation results demonstrate that the trained optimal policy converges to flocking formation without parameter tuning and has good generalization ability for different UAVs.","","978-1-6654-0697-0","10.1109/ICRAE53653.2021.9657767","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9657767","Formation Control;Reinforcing Learning;Swarm Control;Flocking;Deep Deterministic Policy Gradient;UAV Swarm","Training;Uncertainty;Navigation;Simulation;Process control;Reinforcement learning;Maintenance engineering","aerospace computing;autonomous aerial vehicles;collision avoidance;control engineering computing;decision theory;deep learning (artificial intelligence);intelligent robots;learning (artificial intelligence);Markov processes;mobile robots;reinforcement learning;robot kinematics;robot programming;uncertain systems","deep reinforcement;complex environments;flocking formation;unmanned aerial vehicles;kinematics complexity;uncertainties;UAV flocking control problem;partially observable Markov decision process;shared control policy;navigation;global flocking maintenance;deep deterministic policy gradient;trained optimal policy;leader-follower configuration;centralized training;decentralized execution;actor-critic networks;global state space matrix;collision avoidance;collion penalty","","3","","68","IEEE","4 Jan 2022","","","IEEE","IEEE Conferences"
"Multi-Modal Legged Locomotion Framework With Automated Residual Reinforcement Learning","C. Yu; A. Rosendo","School of Information Science and Technology, ShanghaiTech University, Shanghai, China; School of Information Science and Technology, ShanghaiTech University, Shanghai, China","IEEE Robotics and Automation Letters","3 Aug 2022","2022","7","4","10312","10319","While quadruped robots usually have good stability and load capacity, bipedal robots offer a higher level of flexibility / adaptability to different tasks and environments. A multi-modal legged robot can take the best of both worlds. In this paper, we propose a multi-modal locomotion framework that is composed of a hand-crafted transition motion and a learning-based bipedal controller—learnt by a novel algorithm called Automated Residual Reinforcement Learning. This framework aims to endow arbitrary quadruped robots with the ability to walk bipedally. In particular, we 1) design an additional supporting structure for a quadruped robot and a sequential multi-modal transition strategy; 2) propose a novel class of Reinforcement Learning algorithms for bipedal control and evaluate their performances in both simulation and the real world. Experimental results show that our proposed algorithms have the best performance in simulation and maintain a good performance in a real-world robot. Overall, our multi-modal robot could successfully switch between biped and quadruped, and walk in both modes.","2377-3766","","10.1109/LRA.2022.3191071","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9830825","Evolutionary robotics;legged robots;multi-modal locomotion;reinforcement learning","Robots;Legged locomotion;Quadrupedal robots;Hip;Reinforcement learning;Humanoid robots;Knee","learning (artificial intelligence);legged locomotion;motion control;robot dynamics","automated residual reinforcement learning;arbitrary quadruped robots;quadruped robot;multimodal transition strategy;Reinforcement Learning algorithms;bipedal control;real-world robot;multimodal robot;multimodal legged locomotion framework;load capacity;bipedal robots;multimodal legged robot;multimodal locomotion framework;hand-crafted transition motion;learning-based bipedal controller-learnt","","3","","56","IEEE","15 Jul 2022","","","IEEE","IEEE Journals"
"Applying Asynchronous Deep Classification Networks and Gaming Reinforcement Learning-Based Motion Planners to Mobile Robots","G. Ryou; Y. Sim; S. H. Yeon; S. Seok","Seoul National University, Seoul, South Korea; Seoul National University, Seoul, South Korea; NAVER LABS Research Internship Program; NAVER LABS, Gyeonggi-do, South Korea","2018 IEEE International Conference on Robotics and Automation (ICRA)","13 Sep 2018","2018","","","6268","6275","In this paper, we propose a new methodology to embed deep learning-based algorithms in both visual recognition and motion planning for general mobile robotic platforms. A framework for an asynchronous deep classification network is introduced to integrate heavy deep classification networks into a mobile robot with no loss of system bandwidth. Moreover, a gaming reinforcement learning-based motion planner, a novel and convenient embodiment of reinforcement learning, is introduced for simple implementation and high applicability. The proposed approaches are implemented and evaluated on a developed robot, TT2-bot. The evaluation was based on a mission devised for a qualitative evaluation of the general purposes and performances of a mobile robotic platform. The robot was required to recognize targets with a deep classifier and plan the path effectively using a deep motion planner. As a result, the robot verified that the proposed approaches successfully integrate deep learning technologies on the stand-alone mobile robot. The embedded neural networks for recognition and path planning were critical components for the robot.","2577-087X","978-1-5386-3081-5","10.1109/ICRA.2018.8460798","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8460798","","Mobile robots;Learning (artificial intelligence);Machine learning;Neural networks;Sensors;Training","control engineering computing;game theory;learning (artificial intelligence);mobile robots;neural nets;path planning;pattern classification","gaming reinforcement learning-based motion planner;mobile robotic platform;deep classifier;asynchronous deep classification network;visual recognition;motion planning;deep learning-based algorithms;TT2-bot;embedded neural networks","","3","2","22","IEEE","13 Sep 2018","","","IEEE","IEEE Conferences"
