"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Influence Graph based Task Decomposition and State Abstraction in Reinforcement Learning","L. Yu; F. Hong; P. Wang; Y. Xu; Y. Liu","School of Information Science and Engineering, Central South University, Changsha, China; School of Information Science and Engineering, Central South University, Changsha, China; School of Information Science and Engineering, Central South University, Changsha, China; School of Information Science and Engineering, Central South University, Changsha, China; School of Information Science and Engineering, Central South University, Changsha, China","2008 The 9th International Conference for Young Computer Scientists","12 Dec 2008","2008","","","136","141","Task decomposition and state abstraction are crucial parts in reinforcement learning. It allows an agent to ignore aspects of its current states that are irrelevant to its current decision, and therefore speeds up dynamic programming and learning. This paper presents the SVI algorithm that uses a dynamic Bayesian network model to construct an influence graph that indicates relationships between state variables. SVI performs state abstraction for each subtask by ignoring irrelevant state variables and lower level subtasks. Experiment results show that the decomposition of tasks introduced by SVI can significantly accelerate constructing a near-optimal policy. This general framework can be applied to a broad spectrum of complex real world problems such as robotics, industrial manufacturing, games and others.","","978-0-7695-3398-8","10.1109/ICYCS.2008.34","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4708962","reinforcement learning;dynamic Bayesian network;influence graph;task decomposition;SVI algorithm","Learning;Mice;Bayesian methods;Function approximation;Stochastic processes;Information science;Dynamic programming;Acceleration;Service robots;Manufacturing industries","Bayes methods;dynamic programming;graph theory;learning (artificial intelligence)","influence graph;task decomposition;state abstraction;reinforcement learning;dynamic programming;state variable influence algorithm;dynamic Bayesian network model","","1","","11","IEEE","12 Dec 2008","","","IEEE","IEEE Conferences"
"Reward Shaping-Based Actor–Critic Deep Reinforcement Learning for Residential Energy Management","R. Lu; Z. Jiang; H. Wu; Y. Ding; D. Wang; H. -T. Zhang","Key Laboratory of Image Processing and Intelligent Control, School of Artificial Intelligence and Automation, Huazhong University of Science and Technology, Wuhan, China; Key Laboratory of Image Processing and Intelligent Control, School of Artificial Intelligence and Automation, Huazhong University of Science and Technology, Wuhan, China; Center for Applied Mathematics, Tianjin University, Tianjin, China; Department of Electrical and Electronic Engineering, University of Navarra, San Sebastian, Spain; Key Laboratory of Intelligent Control and Optimization for Industrial Equipment of Ministry of Education, Dalian University of Technology, Dalian, China; Key Laboratory of Image Processing and Intelligent Control, School of Artificial Intelligence and Automation, Huazhong University of Science and Technology, Wuhan, China","IEEE Transactions on Industrial Informatics","8 Mar 2023","2023","19","3","2662","2673","Residential energy consumption continues to climb steadily, requiring intelligent energy management strategies to reduce power system pressures and residential electricity bills. However, it is challenging to design such strategies due to the random nature of electricity pricing, appliance demand, and user behavior. This article presents a novel reward shaping (RS)-based actor–critic deep reinforcement learning (ACDRL) algorithm to manage the residential energy consumption profile with limited information about the uncertain factors. Specifically, the interaction between the energy management center and various residential loads is modeled as a Markov decision process that provides a fundamental mathematical framework to represent the decision-making in situations where outcomes are partially random and partially influenced by the decision-maker control signals, in which the key elements containing the agent, environment, state, action, and reward are carefully designed, and the electricity price is considered as a stochastic variable. An RS-ACDRL algorithm is then developed, incorporating both the actor and critic network and an RS mechanism, to learn the optimal energy consumption schedules. Several case studies involving real-world data are conducted to evaluate the performance of the proposed algorithm. Numerical results demonstrate that the proposed algorithm outperforms state-of-the-art RL methods in terms of learning speed, solution optimality, and cost reduction.","1941-0050","","10.1109/TII.2022.3183802","National Key R&D Program of China(grant numbers:2021ZD0201300); National Natural Science Foundation of China(grant numbers:62003143,U2141235); Science and Technology Project of State Grid Corporation of China(grant numbers:5100-202199557A-0-5-ZN); Fundamental Research Funds for the Central Universities(grant numbers:HUST 2020kfyXJJS084,2022SMECP03); State Key Laboratory of Alternate Electrical Power System with Renewable Energy Sources(grant numbers:LAPS21006); Key Laboratory of Industrial Internet of Things and Networked Control(grant numbers:2020FF02); Open Fund of Hubei Key Laboratory of Mechanical Transmission and Manufacturing Engineering at Wuhan University of Science and Technology(grant numbers:MTMEOF2021B04); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9797851","Deep deterministic policy gradient;deep reinforcement learning;demand response;residential energy management;reward shaping (RS)","Energy management;Home appliances;Energy consumption;Costs;Schedules;Informatics;Load modeling","5G mobile communication;cost reduction;decision making;deep learning (artificial intelligence);demand side management;domestic appliances;energy consumption;energy management systems;learning (artificial intelligence);Markov processes;multi-access systems;optimisation;power engineering computing;pricing;reinforcement learning;resource allocation;telecommunication computing","appliance demand;critic network;decision-maker control signals;decision-making;electricity price;electricity pricing;energy management center;fundamental mathematical framework;intelligent energy management strategies;Markov decision process;optimal energy consumption schedules;power system pressures;residential electricity bills;residential energy consumption profile;residential energy management;residential loads;reward shaping-based actor-critic deep reinforcement;RS mechanism;RS-ACDRL algorithm;user behavior","","7","","36","IEEE","16 Jun 2022","","","IEEE","IEEE Journals"
"A New Reinforcement Learning Based Learning Rate Scheduler for Convolutional Neural Network in Fault Classification","L. Wen; X. Li; L. Gao","School of Mechanical Engineering and Electronic Information, China University of Geosciences, Wuhan, China; State Key Laboratory of Digital Manufacturing Equipment and Technology, Huazhong University of Science and Technology, Wuhan, China; State Key Laboratory of Digital Manufacturing Equipment and Technology, Huazhong University of Science and Technology, Wuhan, China","IEEE Transactions on Industrial Electronics","1 Sep 2021","2021","68","12","12890","12900","Convolutional neural network (CNN) has gained increasing attention in fault classification. However, the performance of CNN is sensitive to its learning rate. Some previous works have been done to tune the learning rate, including the “trial and error” and manual search, which heavily depend on the experts' experiences and should be conducted repeatedly on every dataset. Because of the variety of the fault data, it is time-consuming and labor intensive to use these traditional tuning methods for fault classification. To overcome this problem, in this article, we develop a novel learning rate scheduler based on the reinforcement learning (RL) for convolutional neural network (RL-CNN) in fault classification, which can schedule the learning rate efficiently and automatically. First, a new RL agent is designed to learn the policies about the learning rate adjustment during the training process. Second, a new structure of RL-CNN is developed to balance the exploration and exploitation of the agent. Third, the bagging ensemble version of RL-CNN (RL-CNN-Ens) is presented. Three bearing datasets are used to test the performance of RL-CNN-Ens. The results show that RL-CNN-Ens outperforms the traditional DLs and machine learning methods. Meanwhile, RL-CNN-Ens can find the state-of-the-art learning rate schedulers as human designed, showing its potential in fault classification.","1557-9948","","10.1109/TIE.2020.3044808","National Key Research and Development Program of China Stem Cell and Translational Research(grant numbers:2019YFB1704600); Natural Science Foundation of China(grant numbers:51775216); State Key Laboratory of Digital Manufacturing Equipment and Technology of Huazhong University of Science and Technology(grant numbers:DMETKF2020029); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9301217","Convolutional neural network (CNN);fault classification;learning rate;reinforcement learning (RL)","Tuning;Training;Reinforcement learning;Mathematical model;Convolutional neural networks;Manuals;Flowcharts","convolutional neural nets;fault diagnosis;learning (artificial intelligence);production engineering computing;scheduling","RL-CNN-Ens;machine learning methods;fault classification;convolutional neural network;fault data;learning rate adjustment;reinforcement learning based learning rate scheduler;RL-CNN bagging ensemble version","","53","","33","IEEE","21 Dec 2020","","","IEEE","IEEE Journals"
"Fast Simulation Method with Reinforcement Learning for Automated Optimization of Electronic Systems","",,"2023 IEEE Region 10 Symposium (TENSYMP)","28 Aug 2023","2023","","","1","6","Design automation of electronic systems is challenging due to the growing design space, high performance tradeoffs, and rapid technological advances. To solve this problem, this paper presents an automated optimization framework that combines Fast Simulation with deep reinforcement learning for automatic circuit design. Fast Simulation can quickly and accurately evaluate circuit performance by neural networks. Deep reinforcement learning is used to find optimal parameters in the design space. Compared with existing reinforcement learning methods, the proposed method can automatically generate labels for the optimization results of the reinforcement learning agent by the simulator to retrain the neural network. To this end, the proposed optimization method performs better designs and reduces the required number of simulations.","2642-6102","978-1-6654-8258-5","10.1109/TENSYMP55890.2023.10223650","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10223650","","Deep learning;Training;Circuit optimization;Design methodology;Neural networks;Transfer learning;Reinforcement learning","deep learning (artificial intelligence);electronic design automation;optimisation;reinforcement learning","automated optimization framework;automatic circuit design;circuit performance;deep reinforcement learning;design automation;electronic systems;fast simulation method;neural network;reinforcement learning agent","","","","23","IEEE","28 Aug 2023","","","IEEE","IEEE Conferences"
"Demand Charge Control for Energy-intensive Enterprises based on Deep Reinforcement Learning","Q. Wang; F. Gao; K. Liu; F. Ming; Z. Xu; J. Wu","State Key Laboratory of Mechanical Manufacturing System Engineering, Xi’an Jiaotong University, Xi’an, China; State Key Laboratory of Mechanical Manufacturing System Engineering, Xi’an Jiaotong University, Xi’an, China; State Key Laboratory of Mechanical Manufacturing System Engineering, Xi’an Jiaotong University, Xi’an, China; The Moe Klinns Laboratory, Xi’an Jiaotong University, Xi’an, China; The Moe Klinns Laboratory, Xi’an Jiaotong University, Xi’an, China; The Moe Klinns Laboratory, Xi’an Jiaotong University, Xi’an, China","2021 China Automation Congress (CAC)","14 Mar 2022","2021","","","6791","6796","With the advancement of the dual-carbon goal and energy consumption revolution, demand-side management relying on smart grids has gradually become the focus of related research. Due to the obvious surging and high uncertainty of the power load of energy-intensive enterprises, it is difficult to obtain the best control strategy for demand charge. In this paper, we solve the problem of multi-equipment demand charge control for multi-batch tasks with discontinuous production by controlling the load of controllable equipment to reduce electricity costs. To solve the problems of long-time sequence with time coupled and complex systems with difficult modeling, we established a Markov decision process (MDP) model for real-time demand charge control innovatively. To avoid the curse of dimensionality caused by the increasing state space, we introduced the deep Q learning (DQN) algorithm, which successfully solves MDP problems with large state space. Moreover, we introduced constrained deep Q-learning (CDQN) aiming at a large number of action constraints in the problem, which selects the optimal action from the feasible action zone instead of the whole action space to improve the training efficiency and data utilization. Finally, we conducted experiments on simulation case experiments. Under the basic day-ahead production scheduling plan, real-time demand charge control can reduce costs by 10.4% compared with uncontrolled, indicating that this method has achieved excellent performance in obtaining demand charge control strategies.","2688-0938","978-1-6654-2647-3","10.1109/CAC53003.2021.9728428","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9728428","ultra-short-term scheduling;deep reinforcement learning;demand charge control","Training;Costs;Q-learning;Uncertainty;Production;Aerospace electronics;Real-time systems","decision theory;deep learning (artificial intelligence);energy management systems;Markov processes;power engineering computing;power markets;reinforcement learning;scheduling;smart power grids;stochastic programming","energy-intensive enterprises;deep reinforcement learning;dual-carbon goal;energy consumption revolution;demand-side management;control strategy;multiequipment demand charge;multibatch tasks;controllable equipment;long-time sequence;Markov decision process model;real-time demand charge control;deep Q learning algorithm;MDP problems","","","","11","IEEE","14 Mar 2022","","","IEEE","IEEE Conferences"
"Deep Reinforcement Learning Approach for Capacitated Supply Chain optimization under Demand Uncertainty","Z. Peng; Y. Zhang; Y. Feng; T. Zhang; Z. Wu; H. Su","Institute of Cyber-Systems and Control Zhejiang University, Hangzhou, China; Institute of Cyber-Systems and Control Zhejiang University, Hangzhou, China; Institute of Cyber-Systems and Control Zhejiang University, Hangzhou, China; Institute of Cyber-Systems and Control Zhejiang University, Hangzhou, China; Institute of Cyber-Systems and Control Zhejiang University, Hangzhou, China; Institute of Cyber-Systems and Control Zhejiang University, Hangzhou, China","2019 Chinese Automation Congress (CAC)","13 Feb 2020","2019","","","3512","3517","With the global trade competition becoming further intensified, Supply Chain Management (SCM) technology has become critical to maintain competitive advantages for enterprises. However, the economic integration and increased market uncertainty have brought great challenges to SCM. In this paper, two Deep Reinforcement Learning (DRL) based methods are proposed to solve multi-period capacitated supply chain optimization problem under demand uncertainty. The capacity constraints are satisfied from both modelling perspective and DRL algorithm perspective. Both continuous action space and discrete action space are considered. The performance of the methods is analyzed through the simulation of three different cases. Compared to the baseline of (r, Q) policy, the proposed methods show promising results for the supply chain optimization problem.","2688-0938","978-1-7281-4094-0","10.1109/CAC48633.2019.8997498","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8997498","supply chain optimization;deep reinforcement learning;demand uncertainty;vanilla policy gradient","Supply chains;Optimization;Mathematical model;Uncertainty;Machine learning;Dynamic scheduling","globalisation;industrial economics;international trade;learning (artificial intelligence);optimisation;production engineering computing;supply chain management;supply chains","supply chain management technology;DRL algorithm;multiperiod capacitated supply chain optimization problem;market uncertainty;economic integration;SCM;global trade competition;demand uncertainty;deep reinforcement learning approach","","12","","19","IEEE","13 Feb 2020","","","IEEE","IEEE Conferences"
"AGV Path Planning Model based on Reinforcement Learning","X. Liao; Y. Wang; Y. Xuan; D. Wu","College of Information Sciences and Technology, Donghua University Engineering Research Center of Digitized Textile & Fashion Technology, Ministry of Education, Donghua University, Shanghai, China; College of Information Sciences and Technology, Donghua University, Shanghai, China; College of Information Sciences and Technology, Donghua University, Shanghai, China; College of Information Sciences and Technology, Donghua University, Shanghai, China","2020 Chinese Automation Congress (CAC)","29 Jan 2021","2020","","","6722","6726","With the rapid growth of logistics transportation, automated guided vehicle (AGV) technology has developed speedily. Path planning is one of the key research topics of AGV. It is difficult to plan an optimal path from starting position to target position for AGV in the complex environment. In this paper, reinforcement learning technology is introduced to solve the problem that it is difficult to model AGV path planning due to complex and unknown environment. The Sarsa algorithm based on simulated annealing strategy can effectively guide AGV to plan the optimal path in the grid graph, and improve the success rate. Aiming at the problem that the traditional reinforcement learning algorithm processes data insufficiently in case of large-scale state space, the potential field method combined with deep q-network algorithm is proposed for AGV path planning. The algorithm can effectively guide AGV to carry out optimal path planning, and solve the problem that the traditional reinforcement learning algorithm can not deal with complex space. Finally, these algorithms are applied to the AGV path planning system to simulate the motion state of a single AGV from the loading point to the unloading point. It verifies that our algorithms can effectively implement the AGV intelligent path planning and improve the efficiency of warehousing logistics.","2688-0938","978-1-7281-7687-1","10.1109/CAC51589.2020.9326742","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9326742","AGV;path planning;reinforcement learning;Sarsa algorithm;deep Q network algorithm","Path planning;Reinforcement learning;Planning;Logistics;Automobiles;Neural networks;Training","automatic guided vehicles;graph theory;learning (artificial intelligence);logistics;mobile robots;path planning;production engineering computing;simulated annealing;warehousing","deep q-network algorithm;optimal path planning;AGV intelligent path planning;reinforcement learning technology;complex environment;unknown environment;simulated annealing strategy;Sarsa algorithm;warehousing logistics;logistics transportation;automated guided vehicle technology;grid graph","","6","","12","IEEE","29 Jan 2021","","","IEEE","IEEE Conferences"
"Genetic reinforcement learning for scheduling heterogeneous machines","G. H. Kim; C. S. G. Lee","School of Electrical and Computer Engineering, Purdue University, West Lafayette, IN, USA; School of Electrical and Computer Engineering, Purdue University, West Lafayette, IN, USA","Proceedings of IEEE International Conference on Robotics and Automation","6 Aug 2002","1996","3","","2798","2803 vol.3","Concerns the development of a learning-based heuristic for scheduling heterogeneous machines. List scheduling methods are flexible enough to be used for a large class of problems, including the heterogeneous machine problem. However, designing a priority rule requires insight into the characteristics of the problem. We propose the iterative list scheduling, which refines priority rules while generating a number of schedules. We also show that the iterative list scheduling can be formulated as a reinforcement learning problem, defining states and actions. Due to the large number of possible states, reinforcement learning algorithms which use value functions in constructing an optimal policy may not be suitable for scheduling problems. Encoding the policies of reinforcement learning into genetic algorithms leads to the genetic reinforcement learning (GRL), which directly works with the policies rather than the values of states. A GRL-based scheduler, EVIS (Evolutionary Intracell Scheduler), has been applied to problems such as the heterogeneous machine scheduling, the job-shop scheduling, the flow-shop scheduling, and the open-shop scheduling problems. The proposed model of EVIS, which has the linear order of population-fitness convergence, was verified with computer experiments. Even without fine tuning of EVIS, the quality of solutions found by EVIS was comparable to that of problem-tailored heuristics for most of the problem instances.","1050-4729","0-7803-2988-0","10.1109/ROBOT.1996.506586","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=506586","","Learning;Job shop scheduling;Processor scheduling;Genetic algorithms;Iterative algorithms;Space exploration;Genetic engineering;Scheduling algorithm;Encoding;Biological cells","genetic algorithms;learning (artificial intelligence);heuristic programming;iterative methods;production control","genetic reinforcement learning;heterogeneous machine scheduling;learning-based heuristic;iterative list scheduling;reinforcement learning problem;optimal policy;EVIS;Evolutionary Intracell Scheduler;linear-order population-fitness convergence","","5","","16","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Deep Reinforcement Learning toward Robust Multi-echelon Supply Chain Inventory Optimization","I. E. Shar; W. Sun; H. Wang; C. Gupta","University of Pittsburgh, Pittsburgh, PA, USA; Carnegie Mellon University, Pittsburgh, PA, USA; Hitachi America, Ltd, R&D, Industrial AI Lab; Hitachi America, Ltd, R&D, Industrial AI Lab","2022 IEEE 18th International Conference on Automation Science and Engineering (CASE)","28 Oct 2022","2022","","","1385","1391","Multi-echelon supply chains (SC) are highly complex systems with many inherent uncertainties, including customer demands and transportation time from one location to another. In addition to the complex SC structures, inventory decisions made at different stages affect each other. Maintaining global-level optimal inventory levels along the entire supply chain that is robust to changing business needs remains challenging. In this work, we have developed a simulation environment, GymSC, for reinforcement learning of multi-echelon SC inventory policies. Using a series of model-free deep reinforcement learning algorithms, we trained dynamic SC policies that have significantly improved performance when compared with popularly used heuristics. The robustness of the learned policy is demonstrated by its adaptability to a previously unseen environment with non-stationary customer demands. The presented work showcases the effectiveness and robustness of deep reinforcement learning in solving important practical SC optimization problems. In addition, we present this configurable simulation environment as a platform for testing existing and new algorithms to develop robust inventory policies with a goal to encourage further integration of deep reinforcement learning into the SC management problems as a promising alternative for addressing inventory optimization with uncertainties.","2161-8089","978-1-6654-9042-9","10.1109/CASE49997.2022.9926659","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9926659","","Adaptation models;Uncertainty;Heuristic algorithms;Supply chains;Decision making;Transportation;Reinforcement learning","customer satisfaction;optimisation;production engineering computing;reinforcement learning;stock control;supply chain management;supply chains","robust multiechelon supply chain inventory optimization;model-free deep reinforcement learning algorithms;nonstationary customer demands;robust inventory policies;transportation time;GymSC","","1","","24","IEEE","28 Oct 2022","","","IEEE","IEEE Conferences"
"A new thermal power generation control in reinforcement learning","L. Zou; Z. Zhuang; Y. Cheng; Y. Huang; W. Zhang","Department of Automation, Shanghai Jiao Tong University, Shanghai, China; Department of Automation, Shanghai Jiao Tong University, Shanghai, China; Department of Automation, Shanghai Jiao Tong University, Shanghai, China; Department of Automation, Shanghai Jiao Tong University, Shanghai, China; Department of Automation, Shanghai Jiao Tong University, Shanghai, China","2018 Chinese Automation Congress (CAC)","24 Jan 2019","2018","","","1734","1739","In this paper, a novel framework applying the reinforcement learning algorithms to thermal power generation control is proposed instead of traditional PID controllers. In order to implement a time series response by the neural network, we discrete the control model and embed it into the environment. By defining an episode as the adjustment process of the steady state to the setpoint, the agent can learn the whole embedding model instead of only accepting scalar error signals. The experiments have proven that proximal policy optimization framework shows the same robustness and fast response as the traditional PID control in the single input single output(SISO) system and performs better in the multiple input multiple output(MIMO) system.","","978-1-7281-1312-8","10.1109/CAC.2018.8623337","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8623337","reinforcement learning;thermal power;traditional control;PID","Coal;Mathematical model;Load modeling;Power generation;Reinforcement learning;Control systems;Automation","control engineering computing;learning (artificial intelligence);MIMO systems;neurocontrollers;optimisation;power generation control;power system control;single-input single-output systems (control);three-term control;time series","MIMO system;multiple input multiple output system;SISO system;single input single output system;neural network;PID controllers;time series response;reinforcement learning;thermal power generation control;proximal policy optimization framework;control model","","1","","14","IEEE","24 Jan 2019","","","IEEE","IEEE Conferences"
