"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Modelling and controlling uncertainty in optimal disassembly planning through reinforcement learning","S. A. Reveliotis","School of Industrial & Systems Engineering, Georgia Institute of Technology, USA","IEEE International Conference on Robotics and Automation, 2004. Proceedings. ICRA '04. 2004","6 Jul 2004","2004","3","","2625","2632 Vol.3","Currently there is increasing consensus that one of the main issues differentiating the remanufacturing from the more traditional manufacturing processes is the need to effectively model and manage the high levels of uncertainty inherent in these new processes. The work presented in this paper formally establishes that the theory of reinforcement learning, one of the most actively researched areas in computational learning theory, constitutes a rigorous, effectively implementable modelling framework for providing (near) optimal solutions to the optimal disassembly planning (ODP) problem, one of the key problems to be addressed by remanufacturing processes, in the face of the aforementioned uncertainties. The developed results are exemplified and validated by application on a case study borrowed from the relevant literature.","1050-4729","0-7803-8232-3","10.1109/ROBOT.2004.1307457","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1307457","","Optimal control;Uncertainty;Learning;Process planning;Reverse logistics;Technology planning;Electrical equipment industry;Manufacturing industries;Systems engineering and theory;Manufacturing processes","assembly planning;learning (artificial intelligence);manufacturing processes;uncertain systems;optimisation","optimal disassembly planning;reinforcement learning;remanufacturing process;computational learning theory;aforementioned uncertainties","","6","","13","IEEE","6 Jul 2004","","","IEEE","IEEE Conferences"
"Expert Initialized Reinforcement Learning with Application to Robotic Assembly","J. Langaa; C. Sloth","Maersk McKinney Moller Institute, University of Southern Denmark, Odense, Denmark; Maersk McKinney Moller Institute, University of Southern Denmark, Odense, Denmark","2022 IEEE 18th International Conference on Automation Science and Engineering (CASE)","28 Oct 2022","2022","","","1405","1410","This paper investigates the advantages and boundaries of actor-critic reinforcement learning algorithms in an industrial setting. We compare and discuss Cycle of Learning, Deep Deterministic Policy Gradient and Twin Delayed Deep Deterministic Policy Gradient with respect to performance in simulation as well as on a real robot setup. Furthermore, it emphasizes the importance and potential of combining demonstrated expert behavior with the actor-critic reinforcement learning setting while using it with an admittance controller to solve an industrial assembly task. Cycle of Learning and Twin Delayed Deep Deterministic Policy Gradient showed to be equally usable in simulation, while Cycle of Learning proved to be best on a real world application due to the behavior cloning loss that enables the agent to learn rapidly. The results also demonstrated that it is a necessity to incorporate an admittance controller in order to transfer the learned behavior to a real robot.","2161-8089","978-1-6654-9042-9","10.1109/CASE49997.2022.9926540","Innovation Fund; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9926540","","Training;Robotic assembly;Computer aided software engineering;Automation;Service robots;Cloning;Reinforcement learning","gradient methods;reinforcement learning;robotic assembly","expert behavior;actor-critic reinforcement learning setting;admittance controller;industrial assembly task;twin delayed deep deterministic policy gradient;learned behavior;robotic assembly;expert initialized reinforcement learning","","2","","20","EU","28 Oct 2022","","","IEEE","IEEE Conferences"
"Model-Based Reinforcement Learning for Robotic Arm Control with Limited Environment Interaction","Y. Chen; X. Sun; S. Zheng; W. Huang; S. Zeng; D. Chen; Z. Xu","Education Department of Fujian Province, Key Laboratory of Industrial Automation Control Technology and Information Processing, College of Electrical Engineering and Automation, Fuzhou University, Fuzhou, China; Evomotion Co., Ltd., Guangdong, Shenzhen, China; Education Department of Fujian Province, Key Laboratory of Industrial Automation Control Technology and Information Processing, College of Electrical Engineering and Automation, Fuzhou University, Fuzhou, China; Evomotion Co., Ltd., Guangdong, Shenzhen, China; Education Department of Fujian Province, Key Laboratory of Industrial Automation Control Technology and Information Processing, College of Electrical Engineering and Automation, Fuzhou University, Fuzhou, China; Education Department of Fujian Province, Key Laboratory of Industrial Automation Control Technology and Information Processing, College of Electrical Engineering and Automation, Fuzhou University, Fuzhou, China; Education Department of Fujian Province, Key Laboratory of Industrial Automation Control Technology and Information Processing, College of Electrical Engineering and Automation, Fuzhou University, Fuzhou, China","2023 IEEE 13th International Conference on CYBER Technology in Automation, Control, and Intelligent Systems (CYBER)","28 Sep 2023","2023","","","154","158","Reinforcement Learning (RL) has been applied to robotic arm control, which enables the agent to learn an effective policy to solve complex tasks. However, it requires constant interaction with the environment leading to low sample efficiency. In this paper, we propose a robotic arm control approach based on planning via lookahead search, which is a model-based RL algorithm to improve the sample efficiency. The approach builds an environment model in order to obtain the dynamics of the environment. Thus the model can be used to plan future actions by a tree-based search. The experiments show that our approach can solve the task of robotic arm control with less environmental samples.","2642-6633","979-8-3503-1519-6","10.1109/CYBER59472.2023.10256476","NSF of China(grant numbers:61973085); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10256476","","Training;Automation;Heuristic algorithms;Process control;Reinforcement learning;Manipulators;Control systems","control engineering computing;end effectors;planning (artificial intelligence);reinforcement learning;tree searching","end effector;environment model;limited environment interaction;lookahead search;model-based reinforcement learning;model-based RL algorithm;planning;robotic arm control approach;sample efficiency;tree-based search","","","","20","IEEE","28 Sep 2023","","","IEEE","IEEE Conferences"
"High-level Reward Deep Reinforcement Learning Approach for a Novel Physical-Logical Hybrid Factory Line Robot Vehicle Simulation","R. Higa; S. Nakadai","Artificial Intelligence Research Center, National Institute of Advanced Industrial Science and Technology, Koto-ku, Japan; Artificial Intelligence Research Center, National Institute of Advanced Industrial Science and Technology, Koto-ku, Japan","2022 IEEE 18th International Conference on Automation Science and Engineering (CASE)","28 Oct 2022","2022","","","1399","1404","We propose a novel factory automation method that simultaneously optimizes a logical factory production line, such as inventory and production amount, and the physical path planning of robot vehicles. Traditionally, path planning for robot vehicles and overall factory line optimization have been studied independently. However, actual factory production lines require a use case for path planning that considers the balance between inventory control, production maximization, and coordination with assembly workers. Therefore, we developed a novel approach for the mobile simulation of a logistic-physical factory line and devised a deep reinforcement learning method based on high-level rewards. This method is capable of sequential path planning when considering the balance between the inventory and product number as well as the coordination of agents among the production lines. Consequently, our mobile agent successfully learns to plan the shortest route without a bottleneck in the factory production line during any given episode. Moreover, the mobile agent appropriately adjusts the route when a bottleneck occurs and inventory is excessive. This suggests that path planning for robot vehicle agents can be achieved based on indicators that optimize the entire factory, which we expect to be a novel application of robot vehicle coordination that operates along the entire production line.","2161-8089","978-1-6654-9042-9","10.1109/CASE49997.2022.9926449","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9926449","","Computer aided software engineering;Robot kinematics;Mobile agents;Reinforcement learning;Inventory control;Production facilities;Path planning","assembling;factory automation;learning (artificial intelligence);mobile agents;mobile robots;multi-agent systems;path planning;production engineering computing","mobile agent;robot vehicle agents;entire factory;robot vehicle coordination;entire production line;high-level reward deep reinforcement learning approach;novel physical-logical hybrid factory line robot vehicle simulation;novel factory automation method;logical factory production line;physical path;robot vehicles;factory line optimization;actual factory production lines;inventory control;production maximization;mobile simulation;logistic-physical factory line;deep reinforcement learning method;high-level rewards;sequential path planning;product number","","","","16","IEEE","28 Oct 2022","","","IEEE","IEEE Conferences"
"Reinforcement Learning-Based Multiobjective Evolutionary Algorithm for Mixed-Model Multimanned Assembly Line Balancing Under Uncertain Demand","Z. Zhang; Q. Tang; M. Chica; Z. Li","the Hubei Key Laboratory of Mechanical Transmission and Manufacturing Engineering, and the Precision Manufacturing Institute, Key Laboratory of Metallurgical Equipment and Control Technology, Ministry of Education, Wuhan University of Science and Technology, Wuhan, China; the Hubei Key Laboratory of Mechanical Transmission and Manufacturing Engineering, and the Precision Manufacturing Institute, Key Laboratory of Metallurgical Equipment and Control Technology, Ministry of Education, Wuhan University of Science and Technology, Wuhan, China; Department of AI and Computer Science, Andalusian Research Institute in Data Science and Computational Intelligence, DaSCI, University of Granada, Granada, Spain; the Hubei Key Laboratory of Mechanical Transmission and Manufacturing Engineering, and the Precision Manufacturing Institute, Key Laboratory of Metallurgical Equipment and Control Technology, Ministry of Education, Wuhan University of Science and Technology, Wuhan, China","IEEE Transactions on Cybernetics","","2023","PP","99","1","14","In practical assembly enterprises, customization and rush orders lead to an uncertain demand environment. This situation requires managers and researchers to configure an assembly line that increases production efficiency and robustness. Hence, this work addresses cost-oriented mixed-model multimanned assembly line balancing under uncertain demand, and presents a new robust mixed-integer linear programming model to minimize the production and penalty costs simultaneously. In addition, a reinforcement learning-based multiobjective evolutionary algorithm (MOEA) is designed to tackle the problem. The algorithm includes a priority-based solution representation and a new task-worker-sequence decoding that considers robustness processing and idle time reductions. Five crossover and three mutation operators are proposed. The  $Q$ -learning-based strategy determines the crossover and mutation operator at each iteration to effectively obtain Pareto sets of solutions. Finally, a time-based probability-adaptive strategy is designed to effectively coordinate the crossover and mutation operators. The experimental study, based on 269 benchmark instances, demonstrates that the proposal outperforms 11 competitive MOEAs and a previous single-objective approach to the problem. The managerial insights from the results as well as the limitations of the algorithm are also highlighted.","2168-2275","","10.1109/TCYB.2022.3229666","China Postdoctoral Science Foundation(grant numbers:2021M702536); National Natural Science Foundation of China(grant numbers:52275504,62173260); Andalusian Government and the European Regional Development Fund(grant numbers:SIMARK PY18-4475); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10008106","Assembly line balancing (ALB);evolutionary algorithms;multimanned;multiobjective optimization;reinforcement learning (RL);uncertain demand","Workstations;Costs;Production;Task analysis;Optimization;Robustness;Job shop scheduling","","","","1","","","IEEE","6 Jan 2023","","","IEEE","IEEE Early Access Articles"
"An application of reinforcement learning to manufacturing scheduling problems","Y. Tanaka; T. Yoshida","School of Information Science, Japan Advanced Institute of Science and Technology, Tatsunokuchi, Ishikawa, Japan; Japan Advanced Institute of Science and Technology, Tatsunokuchi, Ishikawa, Japan","IEEE SMC'99 Conference Proceedings. 1999 IEEE International Conference on Systems, Man, and Cybernetics (Cat. No.99CH37028)","6 Aug 2002","1999","4","","534","539 vol.4","The feasibility of applying reinforcement learning to a flow shop scheduling problem, the objective of which is to minimize the maximum completion time, is studied for two and three machines. It is generally hard to obtain any optimal solution in this problem domain with more than two machines, whereas with exactly two machines, the optimal is given by Johnson's algorithm. The impressive points revealed by the implementation of various instances of the reinforcement learning formulations are as follows. First, a good formulation may sometimes lead an agent to acquire the optimal rule that minimizes an objective function. Secondly, an agent can learn and obtain the improved schedules even when the formulation is not perfect. Thirdly, the same formulation is sound not only for the two-machine problem, but for the three-machine problem where Johnson's algorithm does not necessarily give any optimal solution. Consequently, the utilization of the reinforcement learning has potential to help us find an approximate solution or sometimes the optimal solution in a relatively simple way. The capability of a reinforcement learning agent, however, mostly depends upon the problem formulation. It is devised by utilizing theoretical solution methods and heuristics. At the same time, the agent has great flexibility to obtain improved schedules under the formulation with less prior knowledge.","1062-922X","0-7803-5731-0","10.1109/ICSMC.1999.812460","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=812460","","Learning;Manufacturing;Job shop scheduling;Information science;Testing","learning (artificial intelligence);production control;software agents","reinforcement learning;manufacturing scheduling problems;flow shop scheduling problem;maximum completion time;Johnson's algorithm;optimal rule;two-machine problem;three-machine problem","","1","","7","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Reinforcement Learning for Efficient Scheduling in Complex Semiconductor Equipment","D. Suerich; T. Young","PEER Group Inc., Kitchener, Canada; PEER Group Inc., Kitchener, Canada","2020 31st Annual SEMI Advanced Semiconductor Manufacturing Conference (ASMC)","3 Sep 2020","2020","","","1","3","Semiconductor cluster tools add an integral component to the modern semiconductor manufacturing process. These complex tools provide a flexible deployment option to group multiple processing steps into a single piece of equipment, allowing for more efficient processing. They also contribute to a reduction in the number of times a wafer must go through the atmospheric-vacuum-atmospheric cycle. These highly automated tools present a complex scheduling challenge where process-specific requirements are balanced against a need to achieve maximum wafer throughput in a fault tolerant manner. Previous work demonstrated that a reinforcement learning algorithm would be suitable for automated generation of efficient planners for simple tools. This investigation looked at how these same techniques could be extended to operate on more complex equipment.","2376-6697","978-1-7281-5876-1","10.1109/ASMC49169.2020.9185293","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9185293","scheduling;reinforcement learning;throughput;optimization","Tools;Learning (artificial intelligence);Job shop scheduling;Optimization;Semiconductor device modeling;Throughput","learning (artificial intelligence);scheduling;semiconductor device manufacture;semiconductor industry","complex semiconductor equipment;semiconductor cluster tools;integral component;modern semiconductor manufacturing process;complex tools;flexible deployment option;group multiple processing steps;atmospheric-vacuum-atmospheric cycle;highly automated tools present a complex scheduling challenge;process-specific requirements;maximum wafer throughput;fault tolerant manner;reinforcement learning algorithm;automated generation;efficient planners;simple tools;complex equipment","","1","","3","IEEE","3 Sep 2020","","","IEEE","IEEE Conferences"
"Smart Scheduling for Flexible and Hybrid Production with Multi-Agent Deep Reinforcement Learning","S. Wang; J. Li; Y. Luo","School of Mechanical and Automotive Engineering, South China University of Technology, Guangzhou, China; School of Mechanical and Automotive Engineering, South China University of Technology, Guangzhou, China; School of Electrical Engineering, Guangzhou City University of Technology, Guangzhou, China","2021 IEEE 2nd International Conference on Information Technology, Big Data and Artificial Intelligence (ICIBA)","3 Feb 2022","2021","2","","288","294","As a consequence of growing personalized consumption, the demand for customized production processes is steadily increasing. Therefore, production systems should have a flexible structure, redundant resources, and dynamic scheduling mechanism to incorporate hybrid production of small-lot or even one-item orders. A greater flexibility will result in a higher uncertainty of production performance which can be mitigated by the introduction of smart scheduling mechanisms. In this paper, the scheduling problem of flexible and hybrid production is modelled as a workpiece-machine and workpiece-workpiece interaction problem. As an approach to problem solving, the Multi-Agent Deep Reinforcement Learning algorithm is applied. Simulation results confirm that the scheduling algorithm converges in the training process resulting in a clear performance improvement with respect to processing time.","","978-1-6654-2877-4","10.1109/ICIBA52610.2021.9688235","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9688235","Industry 4.0;smart factory;job shop scheduling;deep reinforcement learning","Training;Industries;Production systems;Job shop scheduling;Uncertainty;Scheduling algorithms;Simulation","deep learning (artificial intelligence);dynamic scheduling;multi-agent systems;production engineering computing;reinforcement learning","flexible structure;dynamic scheduling mechanism;smart scheduling mechanisms;scheduling problem;flexible production;workpiece-workpiece interaction problem;multiagent deep reinforcement learning algorithm;scheduling algorithm;customized production processes;production systems","","","","13","IEEE","3 Feb 2022","","","IEEE","IEEE Conferences"
"Learning compliance control laws for robotic assembly: an application of adaptive reinforcement learning control","Boo-Ho Yang; H. Asada","Center for Information-Driven Mechanical Systems Department of Mechanical Engineering, Massachusetts Institute of Technology, Cambridge, MA, USA; Center for Information-Driven Mechanical Systems Department of Mechanical Engineering, Massachusetts Institute of Technology, Cambridge, MA, USA","Proceedings of 1993 International Conference on Neural Networks (IJCNN-93-Nagoya, Japan)","6 Aug 2002","1993","2","","1821","1824 vol.2","The primary objective of this paper is to demonstrate that the adaptive reinforcement learning method proposed by Asada-Izumi (1989) is efficient and useful in learning a compliance control law in a class of robotic assembly tasks. A simple ball-aligning task is used as an example, where a robot is required to move a ball to the corner of a box. In the simulation, the robot is initially provided with only position feedback gains to follow the nominal trajectory. However, at each attempt, the location of the box is randomly deviated from the nominal position as uncertainty of the environment and, therefore, compliant motion control is required to guide the ball to the corner of the box. After repeating the collision with the walls of the box, the robot can successfully generate force feedback gains to modify its nominal motion. Our results show that the new learning method can be used to learn a compliance control law effectively.","","0-7803-1421-2","10.1109/IJCNN.1993.717008","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=717008","","Robot control;Robotic assembly;Programmable control;Adaptive control;Force feedback;Force control;Force measurement;Learning;Education;Motion control","assembling;robots;motion control;force control;feedback;compliance control;intelligent control;learning (artificial intelligence);adaptive control","compliance control;robotic assembly;adaptive reinforcement learning control;ball-aligning task;position feedback;compliant motion control;force feedback gains","","1","","11","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Reinforcement Learning-Based Parallel Approach Control of Micro-Assembly Manipulators","J. Zhang; L. Bi; W. Wu; K. Du","Research Center of Laser Fusion, China Academy of Engineering Physics, Mianyang, China; Research Center of Laser Fusion, China Academy of Engineering Physics, Mianyang, China; Research Center of Laser Fusion, China Academy of Engineering Physics, Mianyang, China; Research Center of Laser Fusion, China Academy of Engineering Physics, Mianyang, China","2022 14th International Conference on Computer and Automation Engineering (ICCAE)","26 Apr 2022","2022","","","25","30","Micro-devices are usually assembled by micro-assembly robot operating multi-manipulators in a narrow assembly space. To ensure assembly accuracy, manipulators are required to assemble multiple parts in parallel. However, in the traditional assembly, in order to prevent the parts from interfering, the movement trajectory of each manipulator must be manually input, which leads to low planning efficiency. In this paper, a multi-body spatial approach algorithm is established based on reinforcement learning methods, and a multi-body collision avoidance control method based on grid method and reinforcement learning is proposed, which realizes the purpose of efficiently generating the running trajectory and improving the planning efficiency on the premise that multi-parts achieve the target pose without interference. In addition, the calibration method of the simulation space coordinate systems and the Cartesian space coordinate systems is proposed, the motion trajectory in simulation space is transformed into the Cartesian space motion trajectory to control manipulators movement. Experimental results verify the effectiveness of the proposed method, and realize intelligent and safe parallel approaching of multi-manipulators.","","978-1-6654-8380-3","10.1109/ICCAE55086.2022.9762422","Research and Development; National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9762422","collision avoidance control;approach planning;reinforcement learning;micro-assembly","Robot kinematics;Reinforcement learning;Interference;Human factors;Aerospace electronics;Manipulators;Trajectory","assembling;calibration;collision avoidance;control engineering computing;learning (artificial intelligence);manipulators;mobile robots;motion control;path planning;position control;robot vision;robotic assembly","movement trajectory;manipulator;manually input;low planning efficiency;multibody spatial approach algorithm;reinforcement learning methods;multibody collision avoidance control method;grid method;running trajectory;calibration method;simulation space;Cartesian space motion trajectory;manipulators movement;intelligent parallel;safe parallel;multimanipulators;reinforcement learning-based parallel approach control;microassembly manipulators;microdevices;microassembly robot;narrow assembly space;assembly accuracy;multiple parts;traditional assembly","","1","","13","IEEE","26 Apr 2022","","","IEEE","IEEE Conferences"
