"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Deep Reinforcement Learning for Coordinated Voltage Regulation in Active Distribution Networks","L. Yu; Z. Chen; X. Jiang; T. Zhang; D. Yue","College of Auto. & AI, NUPT, Nanjing, China; College of Auto. & AI, NUPT, Nanjing, China; College of Auto. & AI, NUPT, Nanjing, China; College of Auto. & AI, NUPT, Nanjing, China; College of Auto. & AI, NUPT, Nanjing, China","2022 China Automation Congress (CAC)","13 Mar 2023","2022","","","4005","4010","In active distribution networks (ADNs), voltage violation is aggravated by the massive expansion of renewable distributed energy, such as distributed photovoltaics. Traditional voltage control schemes need to know accurate ADN models or can not support the coordination among several kinds of resources. In this paper, we investigate a coordination voltage regulation problem in ADNs with various distributed energy resources (DERs), e.g., static var compensators, energy storage systems, photovoltaic inverters, and flexible loads. To ensure voltage security while minimizing active power curtailment, we formulate a cooperative Markov game related to different DERs. Then, a novel voltage regulation algorithm is proposed to solve the game based on attention-based multi-agent proximal policy optimization. Finally, numerical results show the effectiveness of the proposed algorithm, e.g., compared with existing schemes, it can reduce the average voltage deviation by 84.99%-99.78% without any active power curtailment.","2688-0938","978-1-6654-6533-5","10.1109/CAC57257.2022.10054794","Research and Development; National Natural Science Foundation of China; China Postdoctoral Science Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10054794","voltage regulation;active distribution networks;multi-agent deep reinforcement learning","Photovoltaic systems;Deep learning;Renewable energy sources;Reinforcement learning;Games;Markov processes;Active distribution networks","control engineering computing;deep learning (artificial intelligence);demand side management;distributed power generation;game theory;Markov processes;multi-agent systems;optimisation;power distribution control;power system security;reinforcement learning;voltage control","active distribution networks;active power curtailment;ADN models;attention-based multiagent proximal policy optimization;average voltage deviation;cooperative Markov game;coordinated voltage regulation algorithm;coordination voltage regulation problem;deep reinforcement;DER;distributed photovoltaics;energy storage systems;photovoltaic inverters;renewable distributed energy resources;static VAr compensators;voltage control schemes;voltage security","","1","","16","IEEE","13 Mar 2023","","","IEEE","IEEE Conferences"
"Advanced Skills through Multiple Adversarial Motion Priors in Reinforcement Learning","E. Vollenweider; M. Bjelonic; V. Klemm; N. Rudin; J. Lee; M. Hutter","Robotic Systems Lab, ETH Zürich, Zürich, Switzerland; Robotic Systems Lab, ETH Zürich, Zürich, Switzerland; Robotic Systems Lab, ETH Zürich, Zürich, Switzerland; Robotic Systems Lab, ETH Zürich, Zürich, Switzerland; Robotic Systems Lab, ETH Zürich, Zürich, Switzerland; Robotic Systems Lab, ETH Zürich, Zürich, Switzerland","2023 IEEE International Conference on Robotics and Automation (ICRA)","4 Jul 2023","2023","","","5120","5126","Reinforcement learning (RL) has emerged as a powerful approach for locomotion control of highly articulated robotic systems. However, one major challenge is the tedious process of tuning the reward function to achieve the desired motion style. To address this issue, imitation learning approaches such as adversarial motion priors have been proposed, which encourage a pre-defined motion style. In this work, we present an approach to enhance the concept of adversarial motion prior-based RL, allowing for multiple, discretely switchable motion styles. Our approach demonstrates that multiple styles and skills can be learned simultaneously without significant performance differences, even in combination with motion data-free skills. We conducted several real-world experiments using a wheeled-legged robot to validate our approach. The experiments involved learning skills from existing RL controllers and trajectory optimization, such as ducking and walking, as well as novel skills, such as switching between a quadrupedal and humanoid configuration. For the latter skill, the robot was required to stand up, navigate on two wheels, and sit down. Instead of manually tuning the sit-down motion, we found that a reverse playback of the stand-up movement helped the robot discover feasible sit-down behaviors and avoided the need for tedious reward function tuning.","","979-8-3503-2365-8","10.1109/ICRA48891.2023.10160751","Swiss National Science Foundation (SNF); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10160751","","Legged locomotion;Training;Navigation;Wheels;Switches;Reinforcement learning;Quadrupedal robots","humanoid robots;learning (artificial intelligence);legged locomotion;mobile robots;motion control;reinforcement learning;robot dynamics","advanced skills;adversarial motion prior-based RL;desired motion style;discretely switchable motion styles;existing RL controllers;highly articulated robotic systems;imitation learning;locomotion control;motion data-free skills;multiple adversarial motion priors;multiple styles;novel skills;pre-defined motion style;reinforcement learning;significant performance differences;tedious reward function tuning;wheeled-legged robot","","1","","23","IEEE","4 Jul 2023","","","IEEE","IEEE Conferences"
"Reaching Pruning Locations in a Vine Using a Deep Reinforcement Learning Policy","F. Yandun; T. Parhar; A. Silwal; D. Clifford; Z. Yuan; G. Levine; S. Yaroshenko; G. Kantor","Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, USA; Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, USA; Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, USA; Mineral, X - The Moonshot Factory, Mountain View, CA, USA; Mineral, X - The Moonshot Factory, Mountain View, CA, USA; Mineral, X - The Moonshot Factory, Mountain View, CA, USA; Mineral, X - The Moonshot Factory, Mountain View, CA, USA; Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, USA","2021 IEEE International Conference on Robotics and Automation (ICRA)","18 Oct 2021","2021","","","2400","2406","We outline a neural network-based pipeline for perception, control and planning of a 7 DoF robot for tasks that involve reaching into a dormant grapevine canopy. The proposed system consists of a 6 DoF industrial robot arm and a linear slider that can actuate on an entire grape vine. Our approach uses Convolutional Neural Networks to detect buds in dormant grape vines and a Reinforcement Learning based control strategy to reach desired cut-point locations for pruning tasks. Within this framework, three methodologies are developed and compared to reach the desired locations: the learned policy-based approach (RL), a hybrid method that uses the learned policy and an inverse kinematics solver (RL+IK), and lastly a classical approach commonly used in robotics. We first tested and validated the suitability of the proposed learning methodology in a simulated environment that resembled laboratory conditions. A reaching accuracy of up to 61.90% and 85.71% for the RL and RL+IK approaches respectively was obtained for a vine that the agent observed while learning. When testing in a new vine, the accuracy was up to 66.66% and 76.19% for RL and RL+IK, respectively. The same methods were then deployed on a real system in an end to end procedure: autonomously scan the vine using a vision system, create its model and finally use the learned policy to reach cutting points. The reaching accuracy obtained in these tests was 73.08%.","2577-087X","978-1-7281-9077-8","10.1109/ICRA48506.2021.9562075","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9562075","","Training;Service robots;Pipelines;Laboratories;Reinforcement learning;Robot sensing systems;End effectors","agricultural robots;convolutional neural nets;deep learning (artificial intelligence);industrial manipulators;manipulator kinematics;path planning;reinforcement learning;robot vision","cut-point locations;reaching accuracy;pruning locations;deep reinforcement learning policy;7 DoF robot;grapevine canopy;6 DoF industrial robot arm;grape vine;convolutional neural networks;inverse kinematics solver;vision system;agricultural manipulation","","1","","38","IEEE","18 Oct 2021","","","IEEE","IEEE Conferences"
"Attitude Control Based Autonomous Underwater Vehicle Multi-mission Motion Control with Deep Reinforcement Learning","Y. Fang; J. Pu; H. Zhou; S. Liu; Y. Cao; Y. Liang","College of Power Engineering, Naval University of Engineering, Wuhan, China; College of Power Engineering, Naval University of Engineering, Wuhan, China; College of Power Engineering, Naval University of Engineering, Wuhan, China; College of Power Engineering, Naval University of Engineering, Wuhan, China; College of Power Engineering, Naval University of Engineering, Wuhan, China; Ship Integrated Testing and Training, Center Naval University of Engineering, Wuhan, China","2021 5th International Conference on Automation, Control and Robots (ICACR)","11 Nov 2021","2021","","","120","129","Due to the limitations of classical control strategies for underwater vehicles, the artificial intelligent control technologies have attracted more attention than ever, especially the Deep Reinforcement Learning. However, it is usually confusing to choose a proper Deep Reinforcement Learning algorithm and to configurate an effective reward function according to different autonomous underwater vehicle assignments. To solve the problem, this research explores three different missions that autonomous underwater vehicle might perform, with two Deep Reinforcement Learning algorithms and three reward functions adopted respectively. Deep Reinforcement Learning controllers take the attitude sensor information as input, the control signals of X-rudder blades as output. The simulation experiments results are compared and analyzed, which has an important reference value for the reward function setting and Deep Reinforcement Learning algorithm selection for different autonomous underwater vehicle control tasks.","","978-1-6654-3849-0","10.1109/ICACR53472.2021.9605171","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9605171","autonomous underwater vehicle;deep deterministic policy gradient;deep reinforcement learning;multi-mission;proximal policy optimization","Motion planning;Autonomous underwater vehicles;Attitude control;Blades;Reinforcement learning;Robot sensing systems;Task analysis","attitude control;autonomous underwater vehicles;control engineering computing;deep learning (artificial intelligence);intelligent control;motion control","control based autonomous underwater vehicle multimission motion control;classical control strategies;artificial intelligent control technologies;effective reward function;different missions;control signals;autonomous underwater vehicle control tasks;deep reinforcement learning;autonomous underwater vehicle assignments;deep reinforcement learning algorithm selection","","1","","25","IEEE","11 Nov 2021","","","IEEE","IEEE Conferences"
"A Reinforcement Learning Method for Humanoid Robot Walking","Y. Liu; S. Bi; M. Dong; Y. Zhang; J. Huang; J. Zhang","School of Computer Science and Technology, South China University of Technology, Guangzhou, China; School of Computer Science and Technology, South China University of Technology, Guangzhou, China; School of Computer Science and Technology, South China University of Technology, Guangzhou, China; School of Computer Science and Technology, South China University of Technology, Guangzhou, China; Shenzhen Academy of Robotics, Shenzhen, China; Shenzhen Academy of Robotics, Shenzhen, China","2018 IEEE 8th Annual International Conference on CYBER Technology in Automation, Control, and Intelligent Systems (CYBER)","11 Apr 2019","2018","","","623","628","In this paper, we describe a model-free reinforcement learning method for gait controlling of humanoid robots, which combines Q-learning with Radial Basis Function Network. With the help of RBF Network, this method can solve the approximation problem caused by continuous state space and action space. The approach is applied to the controllers on hip joints of humanoid robots that receives sensory data and constantly adjusts the outputs of steering engines on hip joints, finding an optimal policy that can guide humanoid robots to walk stably on different uneven terrains. We have tested the approach on Webots, a simulation platform, and experiment results have proven the validity of the proposed method.","2379-7711","978-1-5386-7057-6","10.1109/CYBER.2018.8688355","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8688355","humanoid robot;reinforcement learning;gait planning;radial basis function network","","humanoid robots;learning (artificial intelligence);legged locomotion;motion control;radial basis function networks;stability","RBF Network;humanoid robot walking;model-free reinforcement learning method;gait controlling;Radial Basis Function Network;Q-learning;Webots simulation platform","","1","","14","IEEE","11 Apr 2019","","","IEEE","IEEE Conferences"
"M2M-Routing: Environmental Adaptive Multi-agent Reinforcement Learning based Multi-hop Routing Policy for Self-Powered IoT Systems","W. Zhang; J. Zhang; M. Xie; T. Liu; W. Wang; C. Pan","Department of Computer Science, Texas A&M University-Corpus Christi, Corpus Christi, USA; Department of Electrical Engineering, Harvard University, Cambridge, USA; Department of Computer Science, University of Texas at San Antonio, San Antonio, USA; Department of Math and Computer Science, Lawrence Technological University, Southfield, USA; Department of Computer Science, Texas A&M University-Corpus Christi, Corpus Christi, USA; Department of Computer Science, Texas A&M University-Corpus Christi, Corpus Christi, USA","2022 Design, Automation & Test in Europe Conference & Exhibition (DATE)","19 May 2022","2022","","","316","321","Energy harvesting (EH) technologies facilitate the trending proliferation of IoT devices with sustainable power supplies. However, the intrinsic weak and unstable nature of EH results in frequent and unpredictable power interruptions in EH IoT devices, which further causes unpleasant packet loss or reconnection failures in IoT network. Therefore, conventional routing and energy allocation methods are inefficient in the EH environments. The complexity of the EH environment caused a stumbling block to an intelligent routing policy and energy allocation. To address the problems, this work proposes an environment adaptive Deep Reinforcement Learning (DRL)-based multi-hop routing policy, M2M-Routing, to jointly optimize energy allocation and routing policy and mitigate these challenges through leveraging the offline computation resources. We prepare multi-models for the complex energy harvesting environment offline. By searching a historically similar power trace to identify the model ID, the prepared DRL model is selected to manage energy allocation and routing policy on the query power traces. Simulation results indicate that M2M-Routing improves the amount of data delivery by ~ 3 × to ~ 4 × compared with baselines.","1558-1101","978-3-9819263-6-1","10.23919/DATE54114.2022.9774779","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9774779","","Training;Adaptation models;Adaptive systems;Computational modeling;Simulation;Reinforcement learning;Routing","deep learning (artificial intelligence);energy harvesting;Internet of Things;multi-agent systems;reinforcement learning;telecommunication computing;telecommunication network routing;telecommunication power management","self-powered IoT systems;energy harvesting technologies;sustainable power supplies;intrinsic weak nature;unstable nature;EH results;frequent power interruptions;unpredictable power interruptions;EH IoT devices;unpleasant packet loss;reconnection failures;IoT network;conventional routing;energy allocation;EH environment;intelligent routing policy;complex energy harvesting environment offline;historically similar power trace;query power traces;environmental adaptive multiagent reinforcement learning;M2M-routing;multihop routing policy;energy allocation methods;adaptive deep reinforcement learning","","1","","14","","19 May 2022","","","IEEE","IEEE Conferences"
"Reinforcement Learning for Vision-Based Lateral Control of a Self-Driving Car","M. Huang; M. Zhao; P. Parikh; Y. Wang; K. Ozbay; Z. -P. Jiang","Department of Electrical and Computer Engineering, New York University, Brooklyn, NY, USA; Department of Electrical and Computer Engineering, New York University, Brooklyn, NY, USA; Department of Electrical and Computer Engineering, New York University, Brooklyn, NY, USA; Mitsubishi Electric Research Laboratories, Cambridge, MA, USA; C2SMART Center, Tandon School of Engineering, New York University, Brooklyn, NY, USA; Department of Electrical and Computer Engineering, New York University, Brooklyn, NY, USA","2019 IEEE 15th International Conference on Control and Automation (ICCA)","14 Nov 2019","2019","","","1126","1131","Lateral control design is one of the fundamental components for self-driving cars. In this paper, we propose a learning-based control strategy that enables a mobile car equipped with a camera to perfectly perform lane keeping in a road on the ground. Using the method of adaptive dynamic programming, the proposed control algorithm exploits the structural knowledge of the car kinematics as well as the collected data (images) about the lane information. An adaptive optimal lateral controller is obtained through a data-driven learning algorithm. The effectiveness of the proposed method is demonstrated by theoretical stability proofs and experimental evaluations.","1948-3457","978-1-7281-1164-3","10.1109/ICCA.2019.8900002","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8900002","","Automobiles;Kinematics;Tracking;Wheels;Stability analysis;Mobile robots","automobiles;computer vision;control system synthesis;dynamic programming;learning (artificial intelligence);motion control;position control","reinforcement learning;vision-based lateral control;self-driving car;lateral control design;learning-based control strategy;mobile car;adaptive dynamic programming;control algorithm;car kinematics;lane information;adaptive optimal lateral controller","","1","","27","IEEE","14 Nov 2019","","","IEEE","IEEE Conferences"
"Deep Reinforcement Learning Based Networked Control with Network Delays for Signal Temporal Logic Specifications","J. Ikemoto; T. Ushio","Engineering Science, Osaka University, Toyonaka, Japan; Engineering Science, Osaka University, Toyonaka, Japan","2022 IEEE 27th International Conference on Emerging Technologies and Factory Automation (ETFA)","25 Oct 2022","2022","","","1","8","We apply deep reinforcement learning (DRL) to design of a networked controller with network delays to complete a temporal control task that is described by a signal temporal logic (STL) formula. STL is useful to deal with a temporal specification with a bounded time interval for a dynamical system. In general, an agent needs not only the current system state but also the past behavior of the system to determine a desired control action for satisfying the given STL formula. Additionally, we need to consider the effect of network delays for data transmissions. Thus, we propose an extended Markov decision process (MDP) using past system states and control actions, which is called a τd-MDP, so that the agent can evaluate the satisfaction of the STL formula considering the network delays. Thereafter, we apply a DRL algorithm to design a networked controller using the τd-MDP. Through simulations, we also demonstrate the learning performance of the proposed algorithm.","","978-1-6654-9996-5","10.1109/ETFA52439.2022.9921505","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9921505","deep reinforcement learning;signal temporal logic;network control systems;network delays","Process control;Reinforcement learning;Syntactics;Markov processes;Solids;Control systems;Numerical simulation","learning (artificial intelligence);Markov processes;temporal logic","temporal specification;dynamical system;current system state;desired control action;STL formula;network delays;system states;deep reinforcement learning-based networked control;signal temporal logic specifications;temporal control task;signal temporal logic formula;τd-MDP;DRL;extended Markov decision process;MDP","","1","","25","IEEE","25 Oct 2022","","","IEEE","IEEE Conferences"
"Near-optimal Deep Reinforcement Learning Policies from Data for Zone Temperature Control","L. D. Natale; B. Svetozarevic; P. Heer; C. N. Jones","Urban Energy Systems Laboratory, Swiss Federal Laboratories for Materials Science and Technology (Empa), Dübendorf, Switzerland; Urban Energy Systems Laboratory, Swiss Federal Laboratories for Materials Science and Technology (Empa), Dübendorf, Switzerland; Urban Energy Systems Laboratory, Swiss Federal Laboratories for Materials Science and Technology (Empa), Dübendorf, Switzerland; Laboratoire d’Automatique, Swiss Federal Institute of Technology Lausanne (EPFL), Lausanne, Switzerland","2022 IEEE 17th International Conference on Control & Automation (ICCA)","25 Jul 2022","2022","","","698","703","Replacing poorly performing existing controllers with smarter solutions will decrease the energy intensity of the building sector. Recently, controllers based on Deep Reinforcement Learning (DRL) have been shown to be more effective than conventional baselines. However, since the optimal solution is usually unknown, it is still unclear if DRL agents are attaining near-optimal performance in general or if there is still a large gap to bridge.In this paper, we investigate the performance of DRL agents compared to the theoretically optimal solution. To that end, we leverage Physically Consistent Neural Networks (PCNNs) as simulation environments, for which optimal control inputs are easy to compute. Furthermore, PCNNs solely rely on data to be trained, avoiding the difficult physics-based modeling phase, while retaining physical consistency. Our results hint that DRL agents not only clearly outperform conventional rule-based controllers, they furthermore attain near-optimal performance.","1948-3457","978-1-6654-9572-1","10.1109/ICCA54724.2022.9831914","National Science Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9831914","","Energy consumption;Analytical models;Temperature distribution;Computational modeling;Buildings;Pipelines;Optimal control","learning (artificial intelligence);neural nets;optimal control;temperature control","DRL agents;theoretically optimal solution;leverage Physically Consistent Neural Networks;PCNNs;optimal control inputs;difficult physics-based modeling phase;physical consistency;outperform conventional rule-based controllers;near-optimal performance;optimal Deep Reinforcement;zone temperature control;smarter solutions;energy intensity;building sector;conventional baselines","","1","","21","IEEE","25 Jul 2022","","","IEEE","IEEE Conferences"
"CRMRL: Collaborative Relationship Meta Reinforcement Learning for Effectively Adapting to Type Changes in Multi-Robotic System","H. Jia; Y. Zhao; Y. Zhai; B. Ding; H. Wang; Q. Wu","College of Computer, National University of Defense Technology, Changsha, China; College of Computer, National University of Defense Technology, Changsha, China; College of Computer, National University of Defense Technology, Changsha, China; College of Computer, National University of Defense Technology, Changsha, China; College of Computer, National University of Defense Technology, Changsha, China; College of Computer, National University of Defense Technology, Changsha, China","IEEE Robotics and Automation Letters","29 Aug 2022","2022","7","4","11362","11369","Multi-agent reinforcement learning methods have been widely used for multi-robotic systems, and meta-learning methods are also applied to help robots reuse prior experiences to guide new tasks learning. But in some multi-robotic tasks, the robot types cannot be determined in advance or may dynamically change in practical application, bringing urgent challenges. When the robot types change, the prior experiences may be outdated and useless for new robots, even leading to negative transfer. It significantly limits the performance of most existing meta reinforcement learning methods. We get inspiration from the structure of bees, ants, and neurons. These colonies can overcome the interference caused by individual replacement, and always maintain dynamic stability. We find the relationship among individuals is more important than individuals themselves in these colonies, and propose a collaborative relationship meta reinforcement learning method (CRMRL). It concentrates on the relationship among robots, and reuses the collective knowledge to alleviate the interference caused by robot changes, dealing with the challenge of different combinations and dynamic changes in multi-robotic systems. The experiments are carried out on the StarCraft II platform and Webots simulator. The extensive results indicate that our method has noticeable improvement on many indicators compared with the traditional meta reinforcement learning methods.","2377-3766","","10.1109/LRA.2022.3196782","Major Science and Technology Innovation 2030(grant numbers:2020AAA0104803); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9851500","Distributed robot systems;multi-robot system;reinforcement learning","Task analysis;Robots;Collaboration;Reinforcement learning;Robustness;Training;Multi-agent systems","","","","1","","34","IEEE","5 Aug 2022","","","IEEE","IEEE Journals"
